t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,runs,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0.0826289861704,0.0831902044957,0.0836245008647,0.0832649613835,0.0844646326116,0.0836164432902,0.0829053755159,0.0830373995094,0.0834968916262,0.0827943666545,0.0832906708439,0.0836855670341,1,0.0,30,5,10,1,20,10000,0.0185675540679,0.0185675540679,0.0185675540679,0.190996113889,0.0645288700307,0.0600818771667,0.0185675540679,0.0185675540679,0.0185675540679,0.190996113889,0.190995850309,0.190995850309
0.0835849037384,0.0826093709675,0.0834778068781,0.0827591974235,0.0837741042206,0.0836171568565,0.0847043892472,0.0835910010954,0.0832026812246,0.0837655268965,0.0817615960782,0.0831522653733,1,0.0,30,5,10,2,20,10000,0.00193216649637,0.00193216649637,0.00193216649637,0.233153719326,0.0248780586118,0.0309154915465,0.00193216649637,0.00193216649637,0.00193216649637,0.233153719326,0.233153006105,0.233153006105
0.0834676976389,0.0827209778293,0.0836908775221,0.0832605753153,0.0831872838619,0.0824965841881,0.0845732952761,0.0824706617738,0.0841481199821,0.0823731257054,0.0837789239716,0.0838318769354,1,0.0,30,5,10,3,20,10000,0.00089073893951,0.00089073893951,0.00089073893951,0.228109149258,0.0111019343556,0.0711191283438,0.00089073893951,0.00089073893951,0.00089073893951,0.228109149258,0.228108102574,0.228108102574
0.0832611899472,0.0844501916033,0.0840029858644,0.0837977264002,0.0842735980757,0.0828071679885,0.0836033723463,0.0812814372219,0.0826707170227,0.082608811639,0.0836636061645,0.0835791957264,1,0.0,30,5,10,4,20,10000,0.000230160689039,0.000230160689039,0.000230160689039,0.242609813901,0.0152927395746,0.0128900092747,0.000230160689039,0.000230160689039,0.000230160689039,0.242609813901,0.242608329608,0.242608329608
0.0835883539973,0.0825056957041,0.0830633985536,0.0836265140172,0.0818833190296,0.0830316964846,0.0839329330757,0.0830733016791,0.0833686603368,0.0831119931158,0.0850066623129,0.0838074716933,1,0.0,30,5,10,5,20,10000,3.41000406649e-05,3.41000406649e-05,3.41000406649e-05,0.239860166765,0.0251200343359,0.0152383670316,3.41000406649e-05,3.41000406649e-05,3.41000406649e-05,0.239860166765,0.239858332429,0.239858332429
0.082780054012,0.0833270205698,0.0829290565765,0.0821922694509,0.0830747662922,0.0842396319018,0.0840248600314,0.0840593070254,0.0820454106228,0.0833334840152,0.08462036352,0.083373775982,1,0.0,30,5,10,6,20,10000,1.91316456879e-05,1.91316456879e-05,1.91316456879e-05,0.247935664996,0.00755933649203,0.000587764274218,1.91316456879e-05,1.91316456879e-05,1.91316456879e-05,0.247935664996,0.247933389684,0.247933389684
0.0828680635321,0.0846762624372,0.0844971547569,0.0838722795092,0.082108196028,0.0818699307156,0.0833072148792,0.0833824709059,0.0844796693735,0.0827890186832,0.0828182847761,0.083331454403,1,0.0,30,5,10,7,20,10000,1.31138241283e-06,1.31138241283e-06,1.31138241283e-06,0.247895887036,0.00801035536984,0.00040353639423,1.31138241283e-06,1.31138241283e-06,1.31138241283e-06,0.247895887036,0.247893232934,0.247893232934
0.082575955832,0.0834428657544,0.0824401349935,0.0831748756258,0.0835693996231,0.0842955139946,0.08294879729,0.0824079884102,0.0827615541249,0.08530390984,0.0823376230083,0.0847413815032,1,0.0,30,5,10,8,20,10000,2.60012538065e-06,2.60012538065e-06,2.60012538065e-06,0.246274431003,0.0146409837603,0.000251718309626,2.60012538065e-06,2.60012538065e-06,2.60012538065e-06,0.246274431003,0.246271417586,0.246271417586
0.0838355133835,0.0843657463003,0.0815804713541,0.083483699293,0.0842862831269,0.0824754573913,0.083156545839,0.0837205360323,0.0831987957962,0.082995790469,0.0841061102752,0.0827950507391,1,0.0,30,5,10,9,20,10000,1.89170915079e-08,1.89170915079e-08,1.89170915079e-08,0.249936340445,0.000153581776187,0.00010782393947,1.89170915079e-08,1.89170915079e-08,1.89170915079e-08,0.249936340445,0.249932899946,0.249932899946
0.0820612028983,0.0840506275405,0.0828705742938,0.0829718924517,0.0840393634811,0.08449796525,0.0834691177472,0.0838492741661,0.0832150474034,0.0822263308146,0.0839894906734,0.0827591132799,1,0.0,30,5,10,10,20,10000,6.67522649533e-05,6.67522649533e-05,6.67522649533e-05,0.241375267403,0.00968208480319,0.0244237156594,6.67522649533e-05,6.67522649533e-05,6.67522649533e-05,0.241375267403,0.241371575571,0.241371575571
