kind,lam,alpha,k,samples,l,gens,runs,t_mean0,t_mean1,t_mean2,t_mean3,t_mean4,t_mean5,t_mean6,t_mean7,t_mean8,t_mean9,t_mean10,t_mean11,t_mean12,t_mean13,t_mean14,t_mean15,t_mean16,t_mean17,t_mean18,t_mean19,t_mean20,t_mean21,t_mean22,t_mean23,t_mean24,t_mean25,t_mean26,t_mean27,t_mean28,t_mean29,t_mean30,t_mean31,t_mean32,t_mean33,t_mean34,t_mean35,t_mean36,t_mean37,t_mean38,t_mean39
rmd,10,1,15,200,10,50,1000,5.06590418118e-10,0.000498330180912,2.0167964564e-11,1.35277213217e-06,0.000455579460457,3.09095832968e-10,4.69584768187e-06,1.92945753615e-12,0.00107465708922,2.1007211749e-11,0.000713812056958,9.40967959594e-09,9.76287725941e-05,1.61085716965e-06,1.49045023523e-11,4.45940489205e-11,5.69719657767e-08,7.31972557848e-08,1.27143780603e-12,4.4729381525e-12,9.88236192211e-09,0.000498330180912,6.75913982386e-13,4.07213305803e-05,0.883792291704,1.15339803386e-09,0.00172420402508,9.73589936793e-07,0.0489445255814,1.0245805174e-12,0.0567265587216,5.29157755307e-06,0.00437657538722,0.000935680380497,5.38740316726e-05,2.57486588712e-08,8.54173913337e-06,4.45874234754e-05,7.7041899416e-13,1.3335380316e-13
rmd,10,1,15,200,15,50,1000,1.35790002321e-12,1.23388828019e-05,8.89402496428e-13,1.48742384059e-08,0.0327353028319,2.6890150163e-11,3.30076684578e-07,1.39012939196e-13,0.000730568864983,9.29771118855e-11,5.32806261324e-05,2.86001581681e-10,6.56122316339e-07,1.42543151458e-06,1.42538690374e-12,9.70987303234e-10,1.23116095759e-07,1.14426867029e-07,1.93632747842e-12,1.32997020119e-10,1.06697012956e-07,1.23388828019e-05,7.26420304438e-19,2.9228035269e-07,0.847518252079,7.03080413721e-14,0.000709516639532,2.56941839145e-06,0.0382527417282,4.69339053934e-09,0.0761775262239,1.52833071902e-07,0.00176618441333,0.00193140219566,5.87592263526e-05,3.81915612303e-07,7.52219825307e-06,2.80917999931e-05,9.23589297887e-13,4.84146397743e-12
rmd,10,1,20,200,1,50,1000,3.28215314718e-07,0.156915526822,0.00166334355302,0.0128666966001,0.0486040137496,0.00308077462878,0.00133516819584,2.46928855967e-07,0.00634808094595,2.7632314142e-05,0.00206860795613,2.0699384021e-05,0.00101724015716,0.000681294724855,5.86810414877e-07,1.16213373093e-05,0.000115958279264,0.000252163296541,5.99543250804e-07,1.31524643631e-06,0.00254628535874,0.156915526822,0.0196731856211,0.118078130982,0.322193124825,0.0403814861263,0.0253054332399,0.000373026243327,0.0422850278024,0.000769390046853,0.015779623261,0.000174445734418,0.0119001508873,0.00376798110947,0.000905186539587,0.000244341138467,0.000554177458899,0.00314096471247,5.63485044066e-07,4.99172085949e-08
rmd,10,1,20,200,5,50,1000,9.68956477023e-12,0.0234954571441,8.53457065698e-09,2.05287077031e-05,0.000586377343697,2.15935299341e-09,9.81215718953e-08,1.35548947749e-13,0.000164636450592,4.30299413137e-12,4.04326673247e-05,1.88099736728e-10,1.78916194482e-06,8.96233363872e-06,9.61290849274e-12,2.62159180549e-10,3.11769952593e-08,4.25311607364e-08,5.45238544535e-13,1.55311250472e-11,1.58700548868e-07,0.0234954571441,7.32810886926e-07,0.00566114094304,0.832104411576,2.56199932975e-05,0.000611129550768,2.69087328153e-08,0.0358020421946,4.20419446739e-09,0.0580403680799,6.77736570562e-07,0.0139153169303,0.00574061981466,0.000195415072922,1.87379749907e-06,5.34808657236e-05,3.31568526355e-05,3.90466699101e-13,6.48217906018e-14
rmd,10,1,20,200,10,50,1000,3.1637951681e-12,0.000694735502261,5.07116669806e-08,2.19103289473e-07,0.00174764777109,3.59718982723e-08,1.90951744908e-08,1.27197011198e-13,5.34027961273e-05,5.25315640205e-12,3.71240327517e-05,9.34455872212e-10,3.70732718768e-07,2.64450531023e-06,4.81121293009e-14,2.85088710139e-10,4.20643732695e-09,2.74446889654e-09,2.58922087847e-13,8.37935108256e-14,8.22921744189e-09,0.000694735502261,1.19931568357e-12,4.1688485692e-05,0.842628952393,1.333968034e-09,0.000185247313213,1.20540791329e-06,0.0679150453044,4.77064331734e-14,0.0784644911035,7.52833142711e-06,0.00449622415202,0.00299279790119,2.31104074144e-06,1.6974988948e-09,2.37963910287e-06,3.11237621206e-05,1.32761298823e-13,1.54647152073e-14
rmd,10,1,20,200,15,50,1000,2.97562055912e-12,2.03849710733e-05,7.28521324066e-11,1.92148329367e-08,0.000838500080472,9.27339235729e-12,1.74727649558e-06,2.8858141762e-14,0.000171362462358,2.14920633867e-08,8.85283439831e-05,3.25802998682e-11,5.82460476139e-08,5.55009495769e-06,1.81473224795e-14,4.94802913203e-10,1.72931185644e-08,6.65662005361e-08,4.42998679452e-14,2.29734699343e-10,3.3604161042e-11,2.03849710733e-05,6.15651054929e-18,2.84673123097e-07,0.895600231938,2.904258008e-13,0.000492595564869,1.21444403383e-09,0.0368379485782,2.59941993662e-11,0.0620206565641,1.46489794109e-08,0.000901154775995,0.00292614867823,5.8189570703e-05,1.25082950872e-07,1.0064581597e-05,5.94219236569e-06,1.62664824252e-14,2.13473952628e-11
rmd,30,1,5,200,1,50,1000,0.00759023698817,0.0854764872966,0.00722336983947,0.0442308079158,0.128572434592,0.0154992125234,0.0595978965996,0.00202559775734,0.0267426910441,0.00179595929582,0.014999747417,0.00175641166256,0.0108043970197,0.00016133968432,0.00200450456742,0.000309550459144,0.000639859781972,0.0145712898105,0.000933509941086,0.000558032514865,0.0309621015543,0.0854764872966,0.0122109108585,0.0732654665477,0.1994449055,0.0284920922615,0.103205049704,0.00197845525232,0.0130134068785,0.00382038160247,0.00680540386725,0.000641363044988,0.00583319589508,8.06454240265e-05,0.000695935985698,0.00031771396569,0.000346588820455,0.00679697421497,0.00093350971521,0.000186074900147
rmd,30,1,5,200,5,50,1000,1.35579604583e-06,0.0108648859909,2.24634982383e-07,0.000714371372339,0.107624030056,4.84297645097e-06,0.00580662040877,6.65001089749e-08,0.0099574465017,2.10050232769e-06,0.00192472334745,1.29139340166e-08,0.000495356911075,1.82232425088e-07,3.00345624821e-07,2.73524463697e-08,8.11705362328e-07,0.000776922008607,1.06910690926e-08,1.37063643407e-05,0.0022585130592,0.0108648859909,6.4644520555e-07,0.00502675915451,0.751459729734,4.47107811215e-05,0.0494086941659,2.07923905932e-06,0.0360685849347,5.92452432122e-07,0.00163794326721,3.7907877812e-08,0.00075781158529,1.06591056291e-06,8.5446309267e-05,6.87144974951e-08,2.39185247295e-06,0.00418167098682,1.06910282124e-08,1.03582054051e-05
rmd,30,1,5,200,10,50,1000,2.24557144753e-08,0.000169700071068,2.38008309317e-10,3.98291969713e-06,0.131652558048,7.81632940095e-10,0.00107146789584,7.84182026664e-11,0.00361983011303,1.94724442329e-08,0.00285903548104,5.38987767249e-12,0.000305201873859,2.78726399447e-08,2.92514979155e-09,5.70283766748e-10,2.90949361656e-08,5.86327067617e-05,1.40768136892e-09,1.71628621723e-06,3.53633756745e-05,0.000169700071068,6.00752251685e-13,3.63251789415e-05,0.811788339396,2.8737976932e-09,0.0190528534696,1.04216244691e-07,0.0218266580574,1.28144218725e-11,0.00498680197061,1.33284007369e-09,0.0010674497727,3.24211660269e-07,2.89825601397e-05,1.42529493896e-08,2.04052541338e-07,0.00126274409823,1.40767060364e-09,1.89939095551e-06
rmd,30,1,5,200,15,50,1000,1.17371646478e-09,2.48590093635e-06,2.99398196461e-11,3.9749355876e-08,0.11404832191,7.19327741435e-11,0.00111984942879,3.48347712038e-11,0.00646627101737,1.06917721356e-06,0.00220055306187,1.46944780643e-11,0.000148658129375,7.50420814832e-09,2.20109934621e-08,1.92102741569e-10,9.77113478166e-09,0.000108709540736,2.33665973547e-10,2.33620423271e-07,3.04772614552e-07,2.48590093635e-06,5.23604229829e-19,2.46190869952e-07,0.822480747971,1.73238761155e-13,0.0131512729946,3.11111431481e-10,0.0360619677483,1.36197741864e-15,0.0030134549388,2.66567691478e-10,0.000298436796452,4.73824139049e-08,7.09178491525e-06,2.62186224973e-10,4.66686276721e-08,0.000887442901154,2.33663293103e-10,2.20302482347e-07
