kind,lam,alpha,k,samples,l,gens,runs,t_mean0,t_mean1,t_mean2,t_mean3,t_mean4,t_mean5,t_mean6,t_mean7,t_mean8,t_mean9,t_mean10,t_mean11,t_mean12,t_mean13,t_mean14,t_mean15,t_mean16,t_mean17,t_mean18,t_mean19,t_mean20,t_mean21,t_mean22,t_mean23,t_mean24,t_mean25,t_mean26,t_mean27,t_mean28,t_mean29,t_mean30,t_mean31,t_mean32,t_mean33,t_mean34,t_mean35,t_mean36,t_mean37,t_mean38,t_mean39
r,30,1,10,200,10,50,1000,1.48585007903e-11,0.38646008959,7.43856756358e-05,0.000384483801171,0.000210295958456,1.46903311655e-07,2.46581761039e-08,2.011932982e-08,0.00385804534939,1.05102139984e-06,0.000945692739118,1.99185003316e-07,2.76790197595e-07,0.00120084505547,2.13377710494e-08,8.73519236735e-09,2.79815612271e-05,1.7502213961e-05,2.33946745352e-09,3.75867680895e-18,3.97198433734e-10,0.379480378233,0.0299504685897,0.0375171531508,0.0465077046753,0.00939564683755,1.95145887876e-05,1.50120864134e-07,0.0421213635204,0.000310772265355,0.0381041382158,4.29122000754e-05,0.00989796049793,0.0120201837444,9.18928792709e-08,9.11461092186e-06,0.000750600637151,0.000690770575543,2.19717487347e-09,1.53798823667e-22
r,30,1,10,200,15,50,1000,6.02949171874e-11,0.386764338184,8.35890125452e-05,0.000443752853629,0.000236509357756,1.44983704066e-07,5.1937108141e-08,1.28039603394e-08,0.00260205787087,8.0107073624e-07,0.00135753446574,1.0505553512e-07,6.46398157323e-07,0.00111196350418,7.2263898765e-08,3.11935854664e-07,1.07709760933e-05,9.76919764196e-06,2.99613581558e-10,1.20523661188e-15,7.19559558759e-10,0.383488076373,0.034198394654,0.0385324661574,0.0443752260961,0.00958413464568,6.79553538951e-05,3.20886539772e-07,0.0298577123198,0.000111666186726,0.0470789410964,4.01172562202e-05,0.0133057013207,0.00485379206961,1.23798756672e-07,0.000216641101861,0.00102320938633,0.000643087928676,4.17503787265e-10,3.79704260065e-19
r,30,1,15,200,1,50,1000,5.01588077075e-12,0.379707840042,7.51987668941e-05,0.000299997689173,0.000222465214261,1.13147536075e-07,3.07741679467e-08,1.2549781623e-08,0.00509849364422,1.13306667662e-06,0.000448840908488,5.52123358194e-08,2.82066225384e-07,0.000247841751406,3.72909612694e-09,3.16845305751e-06,2.94970828331e-06,2.6595007665e-06,2.30613647007e-10,6.25921052733e-17,4.26732982816e-10,0.391274581357,0.0321209827924,0.0374845385329,0.0456166665139,0.00917750953564,2.01165041736e-05,9.60240004485e-08,0.0371336568033,0.000549295958321,0.0379004265159,2.04038577594e-05,0.00999360196676,0.0114639147424,5.41033406622e-08,0.000633220276992,0.000285223942515,0.000214623444847,2.41661441758e-10,4.32604604063e-21
r,30,1,15,200,5,50,1000,6.53447408966e-12,0.374318639948,6.46383038118e-05,0.000345176788524,0.000232374535589,1.20422383283e-07,3.45198766303e-08,3.49193626107e-08,0.00483251157227,9.49033710685e-07,0.00066628672187,9.67125684614e-08,6.35160288885e-07,0.00124117454889,9.85183843667e-09,2.67071193777e-05,9.156411994e-06,9.60678078123e-06,3.36906432081e-09,2.11357758999e-14,4.31222614041e-10,0.380748748151,0.0314238403248,0.0360849465983,0.0438959431576,0.0088643021369,2.33602694395e-05,3.36918221417e-07,0.0482189644027,0.000237519962711,0.0416160165618,6.17433950644e-05,0.0145591637026,0.0113728220242,4.97643121544e-08,6.93948097962e-05,0.000376719738347,0.000697965131548,5.79259888939e-09,1.74987710331e-17
r,30,1,15,200,10,50,1000,8.22928463238e-12,0.399066343577,7.66187543211e-05,0.00033102170832,0.000197899652853,1.35400837874e-07,1.27869930863e-06,7.58987139873e-07,0.00568312127951,2.57810292298e-06,0.00114354155076,2.11198256351e-07,2.87093589814e-07,0.000773925167841,7.61762800179e-07,3.03789907133e-08,6.04949067133e-05,0.000247595042846,3.45809643145e-08,8.74196366143e-18,4.72905770402e-10,0.369260406002,0.0330012486279,0.0360423452372,0.042207994372,0.00916555413545,0.000620628252671,3.14791181488e-06,0.0438843802767,0.000695622034387,0.0335485465679,4.61740637651e-05,0.0102501059214,0.0114470790111,2.55266247267e-06,1.11205416846e-05,0.00111484203599,0.00111161297336,1.04536642178e-09,2.0498820317e-21
r,30,1,15,200,15,50,1000,2.78577957776e-12,0.394903961825,6.40544646782e-05,0.000282207955081,0.000298000265438,1.56224613638e-07,4.38559737241e-08,7.3738180656e-08,0.00326864007028,7.59071964106e-07,0.00119325963023,2.37181668344e-07,5.13550429393e-07,0.000516412783328,1.41967078082e-06,1.76759583612e-08,2.52725040607e-05,0.000166403134086,8.83491943875e-08,7.62497111052e-18,2.60083649781e-10,0.37428111807,0.0284854087381,0.0325090633438,0.0428957005377,0.00925673868122,2.35508824049e-05,4.95570572709e-07,0.0484714860642,0.000151513376814,0.0387646009348,2.81837324217e-05,0.0120022929002,0.0104665605085,3.42586607097e-06,1.09707639846e-05,0.00101235854325,0.000914991530904,1.77414714842e-08,3.32232572322e-23
r,30,1,20,200,1,50,1000,1.81540353652e-11,0.36836687023,7.11926645069e-05,0.000316005383961,0.000195105640132,1.19877225443e-07,5.17013296804e-08,1.69542606993e-08,0.00579869920659,1.97999778466e-06,0.00113953997081,3.1140486377e-07,4.123183332e-07,0.000795196234449,5.10724955115e-08,2.08951379261e-05,2.92022552155e-07,2.22061303418e-05,1.55274180933e-08,3.6856471286e-15,1.65375358018e-09,0.385275582022,0.0309693492014,0.0344702613453,0.0444064100326,0.00787555730999,3.13632030588e-05,3.70066556491e-07,0.0436163991296,0.000419252715753,0.050359151261,7.15137663095e-05,0.0129007870252,0.0102004228639,3.84065044241e-08,0.00147472109762,3.66887236989e-05,0.00116311761731,5.10654843595e-08,2.29540200325e-20
r,30,1,20,200,5,50,1000,2.9165801792e-12,0.387409850816,7.99050600072e-05,0.000341115618463,0.000302172356738,1.27251694753e-07,2.13565300182e-08,3.80993870547e-08,0.00282851747278,2.95314256878e-07,0.000547247421391,5.88812355121e-08,3.90725636856e-07,0.0014618908677,9.37755793561e-08,4.19862752714e-06,4.23844903557e-05,1.44950194484e-05,2.55068338753e-09,7.90933130041e-15,3.10313195638e-10,0.392671592945,0.0320156504705,0.03742094055,0.0433062267332,0.00943297351649,1.94261097746e-05,2.70687520671e-07,0.0425259995948,0.000185651567309,0.0320343344927,1.84529327058e-05,0.00730576158354,0.00643328433904,2.29250043383e-07,0.00108954608022,0.00206179900368,0.000445052359882,1.76444305548e-09,8.63898195717e-19
r,30,1,20,200,10,50,1000,3.66438788763e-12,0.383867049715,6.99355907261e-05,0.000269590579259,0.000183891775975,1.2264428447e-07,2.14665741714e-08,3.0977329953e-07,0.00522931719673,1.21525253632e-06,0.000609493628786,6.15844971843e-07,1.91032640572e-07,0.000963909981479,1.01038586304e-06,3.24114252626e-08,3.91911552721e-05,2.07076269043e-05,1.06140961763e-09,1.45747071534e-18,3.41473131606e-10,0.388029880372,0.031423086902,0.0356511809206,0.044095927342,0.00939206232891,1.73635089195e-05,2.65137906784e-07,0.0402492675707,0.000400184494307,0.0322954258404,7.44889193925e-05,0.0100120300615,0.0136784894454,2.88400171305e-06,7.80095744851e-06,0.00219752464522,0.00121552942943,6.53953965024e-10,3.01128598217e-23
r,30,1,20,200,15,50,1000,5.1706840758e-11,0.371801284853,7.94547766202e-05,0.000680788698196,0.00019405163833,1.2205999061e-07,2.97201925445e-08,7.61483726311e-08,0.0047540853917,1.88599159605e-06,0.000771854981484,4.20920482301e-08,3.70299686718e-07,0.000912473046495,1.41476738693e-07,9.24803782059e-06,6.33278926138e-06,2.67388770298e-05,3.24730580148e-09,5.84782265182e-15,7.1276891765e-10,0.396304331672,0.0320850450433,0.0407659277678,0.0467173822617,0.0103401646586,1.87417589407e-05,3.2390530077e-07,0.0410345225678,0.00087911168623,0.034648219806,2.09185958532e-05,0.00921698940252,0.0066929018661,1.74212523328e-07,0.000332343995804,0.000388067612272,0.00131583947491,8.82185801216e-09,1.2283016605e-18
