run_ID,t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0,0.0634367551253,0.175593746126,0.0322897418117,0.162139520963,0.119229681906,0.0229465848593,0.0831384823591,0.0885606405678,0.0631039445141,0.0486023594613,0.0965145699841,0.0444439723221,1,0.43,30,5,10,1,20,0.0840970533505,0.0479353204098,0.0840970533505,0.0685372158481,0.0805064096966,0.0631071662728,0.0840970533505,0.0479353204098,0.0840970533505,0.108614235828,0.138361970943,0.10861414719
1,0.0651772696547,0.0141811580139,0.17315971263,0.0987719919111,0.0333905209711,0.0659062923411,0.019008324931,0.176118456091,0.104150633612,0.147310590633,0.0276469170086,0.0751781322022,1,0.43,30,5,10,1,20,0.0720861895685,0.041089128054,0.0720861895685,0.0730353455373,0.0833075392211,0.0650826501348,0.0720861895685,0.041089128054,0.0720861895685,0.124638355624,0.158774843194,0.124638251907
2,0.182790122732,0.0281545073325,0.0369832152664,0.0188172924562,0.310308183994,0.0284394540336,0.0286658313627,0.133214448763,0.0248259231264,0.167434140229,0.0320360614468,0.00833081925811,1,0.43,30,5,10,1,20,0.0801983663384,0.0457130688129,0.0801983663384,0.0718766149519,0.0779137382915,0.0724272434182,0.0801983663384,0.0457130688129,0.0801983663384,0.111660283683,0.142242306261,0.111660210415
3,0.08441109355,0.0149233290849,0.0350579324798,0.23203785897,0.0596309873529,0.0273035556277,0.0784444367631,0.093802445304,0.229848143267,0.016666728934,0.0922320547221,0.035641433945,1,0.43,30,5,10,1,20,0.0788215279575,0.0449282709358,0.0788215279575,0.0794731922402,0.0923119332001,0.0749080130451,0.0788215279575,0.0449282709358,0.0788215279575,0.106345905503,0.135472438269,0.106345864041
4,0.0338696775451,0.10686521434,0.182049319567,0.216205736649,0.00509903174377,0.15385844566,0.019792462294,0.0485124765773,0.0484204438479,0.163476969674,0.00510320673563,0.0167470153663,1,0.43,30,5,10,1,20,0.0754425610523,0.0430022597998,0.0754425610523,0.0742439990367,0.0944284250473,0.0661093418176,0.0754425610523,0.0430022597998,0.0754425610523,0.115289212015,0.146865130686,0.115289127588
5,0.0648904211755,0.0871128990213,0.10480597025,0.0213841304288,0.0562320104653,0.0157236459257,0.263722088517,0.00587488685983,0.164544493692,0.0596586660081,0.151264596223,0.00478619143328,1,0.43,30,5,10,1,20,0.0730776099578,0.0416542376759,0.0730776099578,0.0679506386221,0.0836118233446,0.0581025401011,0.0730776099578,0.0416542376759,0.0730776099578,0.126674057465,0.161368081392,0.126673943892
6,0.253836513799,0.00905213822487,0.00129480819802,0.0355372076616,0.131344420124,0.100559743665,0.091169767021,0.0101716872081,0.00499064555899,0.0228158036712,0.25309656366,0.0861307012081,1,0.43,30,5,10,1,20,0.0898351056658,0.0512060102295,0.0898351056658,0.0792421707731,0.0933540009932,0.0795989481704,0.0898351056658,0.0512060102295,0.0898351056658,0.0873739910794,0.111304451463,0.0873739943987
7,0.051361485232,0.218598958265,0.322241618005,0.0131577127431,0.0950399455787,0.000855724315622,0.0706288481948,0.0362268431021,0.00933392426801,0.148863842527,0.0103784031169,0.0233126946518,1,0.43,30,5,10,1,20,0.085609526738,0.0487974302407,0.085609526738,0.0738865950212,0.0830839546749,0.0858152530733,0.085609526738,0.0487974302407,0.085609526738,0.0968822518119,0.12341679439,0.0968821835958
8,0.143534862217,0.108540317124,0.000648380894958,0.0481395585493,0.252700312943,0.0998148446035,0.0851184617116,0.1114267954,0.00304283764036,0.0464281340225,0.0385314923475,0.0620740025456,1,0.43,30,5,10,1,20,0.0698976512474,0.039841661211,0.0698976512474,0.0694190800665,0.0766637068279,0.0650140159045,0.0698976512474,0.039841661211,0.0698976512474,0.131229262758,0.167170872286,0.131229134745
9,0.125669734678,0.238980891414,0.00302321078811,0.145941557169,0.150615623193,0.0445192467463,0.0437497762016,0.00360282475973,0.013641996546,0.135062533379,0.0474358622488,0.0477567428769,1,0.43,30,5,10,1,20,0.0719516634803,0.0410124481838,0.0719516634803,0.0675826942808,0.0895676908222,0.051668226323,0.0719516634803,0.0410124481838,0.0719516634803,0.12870032232,0.163949308664,0.128700207301
