stype,l1,proportion
literal,0,0.0976274602053
literal,1,0.0146441190308
literal,2,0.0976274602053
literal,3,0.0676476055139
literal,4,0.106087249612
literal,5,0.060924018728
gricean,0,0.0976274602053
gricean,1,0.0146441190308
gricean,2,0.0976274602053
gricean,3,0.092412702265
gricean,4,0.160717679364
gricean,5,0.0924126656343
