stype,l1,l2,l3,proportion
literal,0,0,0,0.00965217045544
literal,0,0,1,1.07506246087e-07
literal,0,0,2,0.00971519301009
literal,0,0,3,9.92994987859e-06
literal,0,0,4,0.00458206703679
literal,0,0,5,2.8327863991e-05
literal,0,1,0,1.69878584569e-07
literal,0,1,1,7.29065555374e-15
literal,0,1,2,1.38275487308e-07
literal,0,1,3,3.94648193579e-11
literal,0,1,4,6.81061420558e-08
literal,0,1,5,4.28365975667e-11
literal,0,2,0,0.00954121776462
literal,0,2,1,2.41939331771e-07
literal,0,2,2,0.00775876484188
literal,0,2,3,1.98555364124e-05
literal,0,2,4,0.00666655234697
literal,0,2,5,2.67807423805e-05
literal,0,3,0,1.51204299126e-05
literal,0,3,1,4.03515343241e-11
literal,0,3,2,1.90037299602e-05
literal,0,3,3,1.52962075886e-08
literal,0,3,4,8.11810262067e-06
literal,0,3,5,1.83814201566e-08
literal,0,4,0,0.00493316676422
literal,0,4,1,7.52701658155e-08
literal,0,4,2,0.00579431865406
literal,0,4,3,1.14788222402e-05
literal,0,4,4,0.004236247905
literal,0,4,5,1.0479434612e-05
literal,0,5,0,2.70224497338e-05
literal,0,5,1,5.05736160953e-11
literal,0,5,2,2.74154680313e-05
literal,0,5,3,2.01735748634e-08
literal,0,5,4,1.39099224409e-05
literal,0,5,5,1.65748634772e-08
literal,1,0,0,1.76408804518e-07
literal,1,0,1,1.21131934002e-14
literal,1,0,2,1.15951003061e-07
literal,1,0,3,2.69519392222e-11
literal,1,0,4,1.20221598075e-07
literal,1,0,5,4.18303172282e-11
literal,1,1,0,5.37080589585e-15
literal,1,1,1,8.27370813061e-33
literal,1,1,2,7.44067543704e-15
literal,1,1,3,1.90451729898e-21
literal,1,1,4,6.42914118779e-15
literal,1,1,5,2.86489914818e-21
literal,1,2,0,1.46692066892e-07
literal,1,2,1,7.27165061758e-15
literal,1,2,2,2.03127355519e-07
literal,1,2,3,3.34120653814e-11
literal,1,2,4,8.44696373843e-08
literal,1,2,5,5.03645940156e-11
literal,1,3,0,2.93439775441e-11
literal,1,3,1,2.99453105263e-21
literal,1,3,2,4.27238895005e-11
literal,1,3,3,9.82006759396e-16
literal,1,3,4,2.94665271309e-11
literal,1,3,5,1.22042692236e-15
literal,1,4,0,1.55192469865e-07
literal,1,4,1,5.50399568846e-15
literal,1,4,2,9.81873203162e-08
literal,1,4,3,2.39714720821e-11
literal,1,4,4,9.52602091858e-08
literal,1,4,5,3.60907834388e-11
literal,1,5,0,4.96715458689e-11
literal,1,5,1,2.12536393135e-21
literal,1,5,2,6.04213564905e-11
literal,1,5,3,1.10778247813e-15
literal,1,5,4,3.31793853857e-11
literal,1,5,5,1.23501927572e-15
