stype,l1,proportion
literal,0,0.0477408540617
literal,1,0.0429667686555
literal,2,0.0477408540617
literal,3,0.0898297043078
literal,4,0.0666783623788
literal,5,0.0627868931531
gricean,0,0.0477408540617
gricean,1,0.0429667686555
gricean,2,0.0477408540617
gricean,3,0.165040615937
gricean,4,0.173726908034
gricean,5,0.165040562632
