stype,l1,proportion
literal,0,0.000131520068669
literal,1,1.95224513489e-05
literal,2,0.00269049485094
literal,3,0.0199870984284
literal,4,0.0201031667075
literal,5,3.99868690861e-05
gricean,0,0.00294745559761
gricean,1,7.05837421793e-05
gricean,2,0.00400634354097
gricean,3,0.190948946171
gricean,4,0.563344338438
gricean,5,0.195710543135
