stype,l1,proportion
literal,0,0.0999581001767
literal,1,0.00999581001767
literal,2,0.0999581001767
literal,3,0.0662523354116
literal,4,0.108624669697
literal,5,0.0596624670351
gricean,0,0.0999581001767
gricean,1,0.00999581001767
gricean,2,0.0999581001767
gricean,3,0.0905238736045
gricean,4,0.164588795813
gricean,5,0.090523837697
