stype,l1,proportion
literal,0,0.0806905307438
literal,1,0.0484143184463
literal,2,0.0806905307438
literal,3,0.0777827702939
literal,4,0.0876565202394
literal,5,0.0700919020417
gricean,0,0.0806905307438
gricean,1,0.0484143184463
gricean,2,0.0806905307438
gricean,3,0.106116351299
gricean,4,0.13264538681
gricean,5,0.106116309448
