stype,l1,l2,l3,proportion
literal,0,0,0,2.44367676293e-16
literal,0,0,1,4.31681356761e-16
literal,0,0,2,4.31304549647e-16
literal,0,0,3,6.67916478396e-17
literal,0,0,4,1.40509528677e-16
literal,0,0,5,1.45077483525e-17
literal,0,1,0,4.24990976641e-19
literal,0,1,1,2.06267694266e-16
literal,0,1,2,7.46021763562e-16
literal,0,1,3,9.42408786399e-18
literal,0,1,4,1.08505641123e-16
literal,0,1,5,5.62066572299e-17
literal,0,2,0,6.88981801371e-16
literal,0,2,1,3.4440982129e-16
literal,0,2,2,2.55688377732e-16
literal,0,2,3,1.29570980539e-16
literal,0,2,4,2.87177941495e-16
literal,0,2,5,1.80381142267e-16
literal,0,3,0,3.71790692637e-17
literal,0,3,1,3.81618540987e-18
literal,0,3,2,8.80741437633e-17
literal,0,3,3,3.26410289736e-15
literal,0,3,4,1.1611122177e-16
literal,0,3,5,4.22540079678e-17
literal,0,4,0,5.92928835839e-16
literal,0,4,1,1.56925290537e-16
literal,0,4,2,2.28346662401e-17
literal,0,4,3,6.02695430719e-17
literal,0,4,4,1.2879286276e-17
literal,0,4,5,1.33842180057e-16
literal,0,5,0,2.4462371117e-16
literal,0,5,1,8.43506070601e-18
literal,0,5,2,9.31576109656e-17
literal,0,5,3,7.01117470294e-17
literal,0,5,4,7.80575580677e-17
literal,0,5,5,2.33090616338e-16
literal,1,0,0,8.76667668497e-16
literal,1,0,1,4.99664581669e-16
literal,1,0,2,1.20363942504e-16
literal,1,0,3,2.04638654094e-17
literal,1,0,4,9.63911056273e-16
literal,1,0,5,5.64457383124e-17
literal,1,1,0,1.11708321489e-16
literal,1,1,1,3.50071942178e-17
literal,1,1,2,5.26093426113e-17
literal,1,1,3,4.73148741072e-17
literal,1,1,4,2.98486941439e-16
literal,1,1,5,5.57547747309e-17
literal,1,2,0,7.69628648544e-16
literal,1,2,1,2.71689595906e-18
literal,1,2,2,1.05496499572e-15
literal,1,2,3,3.66366384172e-17
literal,1,2,4,2.40743390164e-16
literal,1,2,5,3.54013585504e-16
literal,1,3,0,3.23720766042e-18
literal,1,3,1,3.90505844376e-18
literal,1,3,2,1.87508744809e-17
literal,1,3,3,1.28190075276e-15
literal,1,3,4,3.60601536803e-17
literal,1,3,5,2.62712200943e-18
literal,1,4,0,2.25752094856e-16
literal,1,4,1,1.09141382992e-17
literal,1,4,2,6.91919170494e-18
literal,1,4,3,7.28490553178e-18
literal,1,4,4,1.0256030875e-17
literal,1,4,5,1.85232176689e-16
literal,1,5,0,1.60282445978e-16
literal,1,5,1,2.0900276802e-17
literal,1,5,2,1.94803902622e-17
literal,1,5,3,3.23111800515e-17
literal,1,5,4,4.12986866731e-17
literal,1,5,5,1.56722093844e-17
literal,2,0,0,5.03019518839e-17
literal,2,0,1,6.39943613559e-16
literal,2,0,2,9.33980655533e-16
literal,2,0,3,8.05062857387e-17
literal,2,0,4,7.91381936069e-16
literal,2,0,5,1.53854689065e-15
literal,2,1,0,1.43932899114e-15
literal,2,1,1,1.18634269598e-16
literal,2,1,2,1.82528304514e-15
literal,2,1,3,1.0645244714e-16
literal,2,1,4,6.10006770456e-16
literal,2,1,5,1.84818712793e-16
literal,2,2,0,1.24691942288e-16
literal,2,2,1,7.83976762172e-17
literal,2,2,2,6.16426941133e-15
literal,2,2,3,1.67487360311e-16
literal,2,2,4,2.15634211242e-16
literal,2,2,5,6.89595720655e-16
literal,2,3,0,7.23703529065e-17
literal,2,3,1,4.08927696453e-17
literal,2,3,2,4.52409826831e-17
literal,2,3,3,1.80251817353e-15
literal,2,3,4,4.2729199698e-17
literal,2,3,5,1.46615516884e-17
literal,2,4,0,2.95383479155e-16
literal,2,4,1,1.36286822347e-16
literal,2,4,2,7.86290896615e-16
literal,2,4,3,1.9050753812e-17
literal,2,4,4,9.40485246878e-17
literal,2,4,5,2.117397432e-17
literal,2,5,0,6.31136986098e-16
literal,2,5,1,1.98299871495e-16
literal,2,5,2,1.55368166157e-16
literal,2,5,3,7.36333351774e-18
literal,2,5,4,7.22770195625e-18
literal,2,5,5,6.27130057485e-17
literal,3,0,0,7.19611290785e-10
literal,3,0,1,2.48780193308e-10
literal,3,0,2,6.37322866595e-10
literal,3,0,3,5.5926641059e-12
literal,3,0,4,1.25287822487e-10
literal,3,0,5,1.57411260071e-10
literal,3,1,0,4.21659711856e-10
literal,3,1,1,7.12701001999e-11
literal,3,1,2,2.83536831232e-10
literal,3,1,3,4.33895279853e-11
literal,3,1,4,2.41228330484e-11
literal,3,1,5,8.87660888453e-12
literal,3,2,0,4.22656182752e-11
literal,3,2,1,7.29747088319e-11
literal,3,2,2,5.78045638084e-11
literal,3,2,3,4.71640724419e-11
literal,3,2,4,1.2983914889e-10
literal,3,2,5,5.39591551623e-12
literal,3,3,0,3.65669989504e-11
literal,3,3,1,9.4623517381e-12
literal,3,3,2,2.13073776445e-12
literal,3,3,3,1.23992477337e-12
literal,3,3,4,1.13777766549e-11
literal,3,3,5,6.2472573488e-13
literal,3,4,0,8.6751741441e-11
literal,3,4,1,4.56218807525e-13
literal,3,4,2,2.72428494265e-10
literal,3,4,3,2.75099671397e-12
literal,3,4,4,1.6130874986e-10
literal,3,4,5,2.53679963958e-12
literal,3,5,0,3.92349037266e-11
literal,3,5,1,2.1974313966e-11
literal,3,5,2,5.4262364172e-11
literal,3,5,3,7.25121131349e-12
literal,3,5,4,2.53977886935e-12
literal,3,5,5,6.65583105194e-12
literal,4,0,0,6.43441502772e-13
literal,4,0,1,3.73538262251e-13
literal,4,0,2,7.0681617491e-13
literal,4,0,3,3.29854565614e-13
literal,4,0,4,3.05588986207e-13
literal,4,0,5,1.83255264852e-13
literal,4,1,0,1.67598991115e-13
literal,4,1,1,2.95751258331e-14
literal,4,1,2,1.85856376642e-13
literal,4,1,3,1.30901849957e-14
literal,4,1,4,4.96796871293e-13
literal,4,1,5,1.43370597439e-13
literal,4,2,0,2.57492663267e-12
literal,4,2,1,2.87427189857e-13
literal,4,2,2,1.70030230889e-14
literal,4,2,3,2.17833708526e-13
literal,4,2,4,1.14384529874e-13
literal,4,2,5,3.59708868816e-13
literal,4,3,0,2.89101890661e-15
literal,4,3,1,1.09518687815e-14
literal,4,3,2,1.27216558506e-13
literal,4,3,3,8.80667139172e-15
literal,4,3,4,9.3109073212e-15
literal,4,3,5,4.54645651744e-14
literal,4,4,0,3.81391892517e-13
literal,4,4,1,2.47558864063e-14
literal,4,4,2,6.75052824791e-14
literal,4,4,3,4.39012463379e-15
literal,4,4,4,2.95413883558e-13
literal,4,4,5,3.05574945194e-14
literal,4,5,0,9.5646792896e-14
literal,4,5,1,1.42628210772e-13
literal,4,5,2,4.93157597571e-13
literal,4,5,3,7.24359730419e-15
literal,4,5,4,8.00860711538e-15
literal,4,5,5,6.28594813852e-14
literal,5,0,0,2.99250658767e-14
literal,5,0,1,3.82522591721e-13
literal,5,0,2,1.81106977334e-13
literal,5,0,3,3.3613446977e-14
literal,5,0,4,3.27415317223e-13
literal,5,0,5,5.57325300343e-14
literal,5,1,0,4.18425099784e-13
literal,5,1,1,2.24921360649e-15
literal,5,1,2,1.06560058511e-13
literal,5,1,3,3.88789120398e-14
literal,5,1,4,1.55687100357e-13
literal,5,1,5,2.28053557375e-14
literal,5,2,0,5.03621931883e-13
literal,5,2,1,2.40462922182e-13
literal,5,2,2,1.85361876766e-13
literal,5,2,3,6.75345902492e-14
literal,5,2,4,2.37868804506e-13
literal,5,2,5,1.3657808606e-13
literal,5,3,0,7.04020293685e-14
literal,5,3,1,2.39236478122e-14
literal,5,3,2,2.4381361331e-14
literal,5,3,3,1.6633800276e-15
literal,5,3,4,8.20286802169e-15
literal,5,3,5,7.33774547426e-15
literal,5,4,0,4.40448009265e-15
literal,5,4,1,9.46181924215e-14
literal,5,4,2,6.25852381994e-14
literal,5,4,3,2.03091631215e-14
literal,5,4,4,2.53178716924e-14
literal,5,4,5,1.01326643492e-13
literal,5,5,0,1.16905677333e-13
literal,5,5,1,9.7755746934e-15
literal,5,5,2,1.45032118847e-16
literal,5,5,3,1.84431192458e-14
literal,5,5,4,1.23531136224e-14
literal,5,5,5,1.3795021165e-15
gricean,0,0,0,1.32655563426e-15
gricean,0,0,1,1.10691616867e-16
gricean,0,0,2,6.94947136674e-16
gricean,0,0,3,1.00268932696e-13
gricean,0,0,4,2.2127460264e-13
gricean,0,0,5,1.14199151884e-13
