stype,l1,proportion
literal,0,0.0826385902838
literal,1,1.23992408439e-17
literal,2,0.0627266537612
literal,3,8.54732782271e-10
literal,4,0.0564013747209
literal,5,1.13826037097e-08
gricean,0,0.0744482805007
gricean,1,1.38828395511e-17
gricean,2,0.0737850845022
gricean,3,4.68100235134e-06
gricean,4,0.649988236634
gricean,5,7.08635707624e-06
