stype,l1,l2,l3,proportion
literal,0,0,0,1.15206532707e-35
literal,0,0,1,1.23755692322e-37
literal,0,0,2,6.25538140315e-36
literal,0,0,3,1.20284468494e-25
literal,0,0,4,1.31922884563e-29
literal,0,0,5,5.54177200025e-31
literal,0,1,0,1.69243310712e-37
literal,0,1,1,1.06188845942e-39
literal,0,1,2,2.47277194454e-38
literal,0,1,3,1.59536917488e-27
literal,0,1,4,7.66545395935e-33
literal,0,1,5,1.28302919566e-33
literal,0,2,0,1.00609663871e-35
literal,0,2,1,1.09579695077e-37
literal,0,2,2,9.43969796262e-36
literal,0,2,3,9.52837119459e-25
literal,0,2,4,7.637011772e-30
literal,0,2,5,2.34143702587e-31
literal,0,3,0,5.33032420703e-31
literal,0,3,1,2.33697891265e-33
literal,0,3,2,2.56508064255e-31
literal,0,3,3,1.32583660323e-26
literal,0,3,4,6.03010409408e-29
literal,0,3,5,2.8606948467e-29
literal,0,4,0,3.76863318654e-32
literal,0,4,1,1.02085736516e-34
literal,0,4,2,5.92840662619e-32
literal,0,4,3,1.36747035627e-24
literal,0,4,4,1.34928717459e-29
literal,0,4,5,1.70350895303e-31
literal,0,5,0,2.69320290353e-35
literal,0,5,1,9.71757708478e-38
literal,0,5,2,4.41644743291e-35
literal,0,5,3,7.84710186212e-27
literal,0,5,4,5.0755242576e-32
literal,0,5,5,1.62930829752e-31
literal,1,0,0,6.47512439175e-38
literal,1,0,1,3.98464169786e-40
literal,1,0,2,5.38613864942e-38
literal,1,0,3,9.25614610216e-27
literal,1,0,4,1.80387776906e-32
literal,1,0,5,9.9433736173e-34
literal,1,1,0,3.69867759297e-40
literal,1,1,1,1.58052383921e-42
literal,1,1,2,5.61478888376e-40
literal,1,1,3,2.92220129283e-29
literal,1,1,4,1.55177720741e-35
literal,1,1,5,3.20707750175e-36
literal,1,2,0,1.09217783212e-37
literal,1,2,1,3.79934310604e-40
literal,1,2,2,8.86667220464e-38
literal,1,2,3,8.39404632014e-27
literal,1,2,4,8.1654664789e-33
literal,1,2,5,1.43346132078e-33
literal,1,3,0,5.25413539605e-33
literal,1,3,1,1.89963527909e-35
literal,1,3,2,4.06430321288e-33
literal,1,3,3,3.98374198837e-28
literal,1,3,4,5.71581962566e-31
literal,1,3,5,9.82724302082e-32
literal,1,4,0,5.04475067762e-35
literal,1,4,1,2.90965425178e-36
literal,1,4,2,2.37245792462e-34
literal,1,4,3,1.5843243262e-26
literal,1,4,4,2.07280572675e-32
literal,1,4,5,1.47424930926e-33
literal,1,5,0,4.9007190217e-37
literal,1,5,1,2.1175811179e-39
literal,1,5,2,4.03883247254e-37
literal,1,5,3,2.38567828012e-29
literal,1,5,4,5.43296645392e-34
literal,1,5,5,1.91262388168e-33
literal,2,0,0,5.88534000672e-36
literal,2,0,1,3.78932028095e-38
literal,2,0,2,7.76917921402e-36
literal,2,0,3,1.65460457155e-24
literal,2,0,4,2.82032863781e-31
literal,2,0,5,7.82062600767e-32
literal,2,1,0,6.79836025098e-38
