stype,l1,proportion
literal,0,0.0217017475608
literal,1,5.57407722324e-09
literal,2,0.0264398417342
literal,3,0.00127086680276
literal,4,0.0601629249845
literal,5,0.00871876598111
gricean,0,0.0326703043448
gricean,1,4.33974701302e-09
gricean,2,0.0390355386815
gricean,3,0.0062279580539
gricean,4,0.798371220025
gricean,5,0.00540082191752
