stype,l1,proportion
literal,0,0.0201338265295
literal,1,1.20494094052e-08
literal,2,0.0352415001403
literal,3,1.40776522205e-07
literal,4,0.0292801444119
literal,5,1.25129686944e-05
gricean,0,0.0399361946781
gricean,1,6.157177111e-09
gricean,2,0.0253956623032
gricean,3,0.00330879719968
gricean,4,0.839358616346
gricean,5,0.00733258643926
