stype,l1,proportion
literal,0,0.0151918861108
literal,1,0.00455756583325
literal,2,0.0151918861108
literal,3,0.0249602075289
literal,4,0.0313555691337
literal,5,0.0111667695493
gricean,0,0.0151918861108
gricean,1,0.00455756583325
gricean,2,0.0151918861108
gricean,3,0.24378910912
gricean,4,0.375057980944
gricean,5,0.243787687614
