stype,l1,l2,l3,proportion
literal,0,0,0,0.00193596123251
literal,0,0,1,0.00187142919143
literal,0,0,2,0.00193596123251
literal,0,0,3,0.00199825411248
literal,0,0,4,0.00197221340151
literal,0,0,5,0.00194366279833
literal,0,1,0,0.00187142919143
literal,0,1,1,0.00180689715035
literal,0,1,2,0.00187142919143
literal,0,1,3,0.00193051668494
literal,0,1,4,0.00190647295479
literal,0,1,5,0.00187777592381
literal,0,2,0,0.00193596123251
literal,0,2,1,0.00187142919143
literal,0,2,2,0.00193596123251
literal,0,2,3,0.00199825411248
literal,0,2,4,0.00197221340151
literal,0,2,5,0.00194366279833
literal,0,3,0,0.00200153252043
literal,0,3,1,0.00193368396042
literal,0,3,2,0.00200153252043
literal,0,3,3,0.00208069327008
literal,0,3,4,0.00204568800469
literal,0,3,5,0.00201272943913
literal,0,4,0,0.0019746374267
literal,0,4,1,0.00190881617915
literal,0,4,2,0.0019746374267
literal,0,4,3,0.00204548377036
literal,0,4,4,0.00201372599177
literal,0,4,5,0.00198500300961
literal,0,5,0,0.00194531121102
literal,0,5,1,0.00187936845811
literal,0,5,2,0.00194531121102
literal,0,5,3,0.00201300257958
literal,0,5,4,0.00198551273508
literal,0,5,5,0.00195234091488
literal,1,0,0,0.00187142919143
literal,1,0,1,0.00180689715035
literal,1,0,2,0.00187142919143
literal,1,0,3,0.00193051668494
literal,1,0,4,0.00190647295479
literal,1,0,5,0.00187777592381
literal,1,1,0,0.00180689715035
literal,1,1,1,0.00174236510926
literal,1,1,2,0.00180689715035
literal,1,1,3,0.0018627792574
literal,1,1,4,0.00184073250808
literal,1,1,5,0.00181188904929
literal,1,2,0,0.00187142919143
literal,1,2,1,0.00180689715035
literal,1,2,2,0.00187142919143
literal,1,2,3,0.00193051668494
literal,1,2,4,0.00190647295479
literal,1,2,5,0.00187777592381
literal,1,3,0,0.00193368396042
literal,1,3,1,0.0018658354004
literal,1,3,2,0.00193368396042
literal,1,3,3,0.00200894522628
literal,1,3,4,0.0019763426486
literal,1,3,5,0.00194332497571
literal,1,4,0,0.00190881617915
literal,1,4,1,0.00184299493159
literal,1,4,2,0.00190881617915
literal,1,4,3,0.00197614533746
literal,1,4,4,0.00194660179204
literal,1,4,5,0.001917714772
literal,1,5,0,0.00187936845811
literal,1,5,1,0.00181342570519
literal,1,5,2,0.00187936845811
literal,1,5,3,0.00194358869752
literal,1,5,4,0.00191820721863
literal,1,5,5,0.00188501881437
literal,2,0,0,0.00193596123251
literal,2,0,1,0.00187142919143
literal,2,0,2,0.00193596123251
literal,2,0,3,0.00199825411248
literal,2,0,4,0.00197221340151
literal,2,0,5,0.00194366279833
literal,2,1,0,0.00187142919143
literal,2,1,1,0.00180689715035
literal,2,1,2,0.00187142919143
literal,2,1,3,0.00193051668494
literal,2,1,4,0.00190647295479
literal,2,1,5,0.00187777592381
literal,2,2,0,0.00193596123251
literal,2,2,1,0.00187142919143
literal,2,2,2,0.00193596123251
literal,2,2,3,0.00199825411248
literal,2,2,4,0.00197221340151
literal,2,2,5,0.00194366279833
literal,2,3,0,0.00200153252043
literal,2,3,1,0.00193368396042
literal,2,3,2,0.00200153252043
literal,2,3,3,0.00208069327008
literal,2,3,4,0.00204568800469
literal,2,3,5,0.00201272943913
literal,2,4,0,0.0019746374267
literal,2,4,1,0.00190881617915
literal,2,4,2,0.0019746374267
literal,2,4,3,0.00204548377036
literal,2,4,4,0.00201372599177
literal,2,4,5,0.00198500300961
literal,2,5,0,0.00194531121102
literal,2,5,1,0.00187936845811
literal,2,5,2,0.00194531121102
literal,2,5,3,0.00201300257958
literal,2,5,4,0.00198551273508
literal,2,5,5,0.00195234091488
literal,3,0,0,0.00200164759935
literal,3,0,1,0.00193379513835
literal,3,0,2,0.00200164759935
literal,3,0,3,0.00208675893039
literal,3,0,4,0.00204759286111
literal,3,0,5,0.00201580312747
literal,3,1,0,0.00193379513835
literal,3,1,1,0.00186594267736
literal,3,1,2,0.00193379513835
literal,3,1,3,0.00201480172589
literal,3,1,4,0.00197818293362
literal,3,1,5,0.0019462926748
literal,3,2,0,0.00200164759935
literal,3,2,1,0.00193379513835
literal,3,2,2,0.00200164759935
literal,3,2,3,0.00208675893039
literal,3,2,4,0.00204759286111
literal,3,2,5,0.00201580312747
literal,3,3,0,0.00210176695468
literal,3,3,1,0.0020292922321
literal,3,3,2,0.00210176695468
literal,3,3,3,0.00220179988806
literal,3,3,4,0.00215625795445
literal,3,3,5,0.00211817585735
literal,3,4,0,0.00205593823665
literal,3,4,1,0.00198624541507
literal,3,4,2,0.00205593823665
literal,3,4,3,0.00215268668113
literal,3,4,4,0.00210572908294
literal,3,4,5,0.00207492479053
literal,3,5,0,0.00202205379435
literal,3,5,1,0.00195232780144
literal,3,5,2,0.00202205379435
literal,3,5,3,0.00210877740179
literal,3,5,4,0.00207205459562
literal,3,5,5,0.00203246104532
literal,4,0,0,0.00197555223367
literal,4,0,1,0.00190970049255
literal,4,0,2,0.00197555223367
literal,4,0,3,0.00204439274502
literal,4,0,4,0.00201449854544
literal,4,0,5,0.00198457126973
literal,4,1,0,0.00190970049255
literal,4,1,1,0.00184384875143
literal,4,1,2,0.00190970049255
literal,4,1,3,0.00197509129603
literal,4,1,4,0.00194734859392
literal,4,1,5,0.00191729766737
literal,4,2,0,0.00197555223367
literal,4,2,1,0.00190970049255
literal,4,2,2,0.00197555223367
literal,4,2,3,0.00204439274502
literal,4,2,4,0.00201449854544
literal,4,2,5,0.00198457126973
literal,4,3,0,0.00205800290256
literal,4,3,1,0.00198824009231
literal,4,3,2,0.00205800290256
literal,4,3,3,0.00214619191811
literal,4,3,4,0.0021052445309
literal,4,3,5,0.00207264379012
literal,4,4,0,0.00202365487351
literal,4,4,1,0.00195619971106
literal,4,4,2,0.00202365487351
literal,4,4,3,0.00210461668588
literal,4,4,4,0.00206635023259
literal,4,4,5,0.00203793129413
literal,4,5,0,0.00198785803576
literal,4,5,1,0.0019204730176
literal,4,5,2,0.00198785803576
literal,4,5,3,0.0020605517031
literal,4,5,4,0.0020300246657
literal,4,5,5,0.00199542340367
