stype,l1,proportion
literal,0,0.043058315321
literal,1,0.0043058315321
literal,2,0.043058315321
literal,3,0.0738052850876
literal,4,0.0844272720817
literal,5,0.0345512840364
gricean,0,0.043058315321
gricean,1,0.0043058315321
gricean,2,0.043058315321
gricean,3,0.164049678636
gricean,4,0.29827197149
gricean,5,0.16404958432
