stype,l1,l2,l3,proportion
literal,0,0,0,0.00279287496874
literal,0,0,1,1.20797806885e-06
literal,0,0,2,0.00328515043022
literal,0,0,3,3.29010622446e-05
literal,0,0,4,0.0021424317539
literal,0,0,5,2.76304991638e-05
literal,0,1,0,1.30687399678e-06
literal,0,1,1,1.83372747056e-11
literal,0,1,2,9.1033904517e-07
literal,0,1,3,3.41476136832e-09
literal,0,1,4,1.20756791279e-06
literal,0,1,5,4.22651741903e-09
literal,0,2,0,0.00594464301006
literal,0,2,1,7.5886443439e-07
literal,0,2,2,0.00301679195085
literal,0,2,3,2.53636713196e-05
literal,0,2,4,0.00277101653672
literal,0,2,5,3.07489499643e-05
literal,0,3,0,5.64865706115e-05
literal,0,3,1,4.60786964592e-09
literal,0,3,2,4.86272731179e-05
literal,0,3,3,2.0829740258e-07
literal,0,3,4,2.21090117284e-05
literal,0,3,5,4.34737022512e-07
literal,0,4,0,0.00321764496133
literal,0,4,1,8.40784837676e-07
literal,0,4,2,0.00274892772141
literal,0,4,3,4.25649038995e-05
literal,0,4,4,0.00340690957545
literal,0,4,5,3.5550460202e-05
literal,0,5,0,5.37421183932e-05
literal,0,5,1,3.03242517632e-09
literal,0,5,2,6.9217720093e-05
literal,0,5,3,2.37067012006e-07
literal,0,5,4,3.0384817478e-05
literal,0,5,5,3.3363251942e-07
literal,1,0,0,1.20276614012e-06
literal,1,0,1,2.68775923584e-11
literal,1,0,2,1.25939290858e-06
literal,1,0,3,3.96018217866e-09
literal,1,0,4,9.14802013111e-07
literal,1,0,5,4.64251223696e-09
literal,1,1,0,2.07505012929e-11
literal,1,1,1,8.05512386101e-19
literal,1,1,2,3.27764285173e-11
literal,1,1,3,6.1823758377e-15
literal,1,1,4,1.37164321698e-11
literal,1,1,5,5.3419055314e-15
literal,1,2,0,1.93551138572e-06
literal,1,2,1,2.45875832751e-11
literal,1,2,2,1.02726850024e-06
literal,1,2,3,2.52811899572e-09
literal,1,2,4,7.79843206827e-07
literal,1,2,5,4.34356014095e-09
literal,1,3,0,4.50207899083e-09
literal,1,3,1,6.12054312426e-15
literal,1,3,2,4.08578322336e-09
literal,1,3,3,7.06367600491e-12
literal,1,3,4,3.53115878248e-09
