stype,l1,proportion
literal,0,0.0121387301147
literal,1,5.73805006799e-19
literal,2,0.00395427168397
literal,3,0.00999908615837
literal,4,0.0100025237602
literal,5,7.17379788736e-11
gricean,0,0.00824058174617
gricean,1,9.49196431249e-19
gricean,2,0.00641531701221
gricean,3,3.08466172406e-05
gricean,4,0.949192794722
gricean,5,2.58481131252e-05
