stype,l1,proportion
literal,0,0.0216767194799
literal,1,0.013006031688
literal,2,0.0216767194799
literal,3,0.0669401962333
literal,4,0.030981814169
literal,5,0.0352869037329
gricean,0,0.0216767194799
gricean,1,0.013006031688
gricean,2,0.0216767194799
gricean,3,0.232022281189
gricean,4,0.290027701878
gricean,5,0.232022161502
