stype,l1,proportion
literal,0,0.0390954284117
literal,1,0.0351858855705
literal,2,0.0390954284117
literal,3,0.0991754468054
literal,4,0.0691762997983
literal,5,0.0532899418459
gricean,0,0.0390954284117
gricean,1,0.0351858855705
gricean,2,0.0390954284117
gricean,3,0.180698165802
gricean,4,0.190208544082
gricean,5,0.180698116878
