stype,l1,proportion
literal,0,0.0226520232868
literal,1,3.13073887497e-32
literal,2,0.0324161777589
literal,3,9.75826138103e-13
literal,4,0.116308779498
literal,5,3.32780488404e-11
gricean,0,0.0328308570194
gricean,1,2.31459457875e-32
gricean,2,0.0416840955503
gricean,3,1.60079930115e-08
gricean,4,0.7541080341
gricean,5,1.67449794968e-08
