stype,l1,proportion
literal,0,0.00449126338373
literal,1,3.67830188154e-19
literal,2,0.00372672267164
literal,3,9.68794244998e-12
literal,4,1.73514912593e-05
literal,5,5.06972387167e-10
gricean,0,0.00756019586041
gricean,1,2.54810068129e-19
gricean,2,0.00420509585149
gricean,3,1.42798571823e-05
gricean,4,0.979958742981
gricean,5,2.63473864243e-05
