stype,l1,proportion
literal,0,0.0553673824149
literal,1,0.00160847890747
literal,2,0.0562506081352
literal,3,0.000130003032385
literal,4,0.0299186742289
literal,5,0.000687658449367
gricean,0,0.0491021229977
gricean,1,0.00109883636961
gricean,2,0.0461731807318
gricean,3,0.115768147939
gricean,4,0.500484000751
gricean,5,0.143410906043
