stype,l1,proportion
literal,0,0.00268840151811
literal,1,4.36440094884e-09
literal,2,0.00969180194861
literal,3,0.00999589021432
literal,4,0.0286241283114
literal,5,1.40461025771e-05
gricean,0,0.00616131647198
gricean,1,2.23490452417e-09
gricean,2,0.0114390296528
gricean,3,0.00605552310632
gricean,4,0.91969492474
gricean,5,0.00563493133477
