stype,l1,l2,l3,proportion
literal,0,0,0,3.40598506528e-30
literal,0,0,1,7.93354176698e-31
literal,0,0,2,2.48502093609e-30
literal,0,0,3,3.94741783773e-25
literal,0,0,4,1.58765794192e-27
literal,0,0,5,4.46818965432e-28
literal,0,1,0,2.6261937188e-31
literal,0,1,1,3.0109745946e-31
literal,0,1,2,2.2974315502e-31
literal,0,1,3,2.82458218918e-25
literal,0,1,4,5.74866050356e-28
literal,0,1,5,6.18648833593e-29
literal,0,2,0,1.97560394184e-30
literal,0,2,1,1.02578659039e-30
literal,0,2,2,2.75671113905e-30
literal,0,2,3,1.79720099451e-26
literal,0,2,4,3.07180959977e-27
literal,0,2,5,5.87044817847e-28
literal,0,3,0,2.16773550558e-24
literal,0,3,1,1.63068742424e-24
literal,0,3,2,8.07650093565e-24
literal,0,3,3,1.51583473605e-18
literal,0,3,4,2.97539494358e-21
literal,0,3,5,1.98919849547e-22
literal,0,4,0,6.90301119817e-28
literal,0,4,1,2.45395466431e-27
literal,0,4,2,1.16765647539e-27
literal,0,4,3,3.51392702913e-22
literal,0,4,4,1.57677254507e-24
literal,0,4,5,4.64636074652e-25
literal,0,5,0,2.65000399897e-27
literal,0,5,1,1.53204796643e-27
literal,0,5,2,2.26509307539e-28
literal,0,5,3,1.57608480202e-22
literal,0,5,4,4.48407052068e-25
literal,0,5,5,4.65368351148e-25
literal,1,0,0,1.97762697744e-30
literal,1,0,1,2.32292903305e-31
literal,1,0,2,5.5744969153e-31
literal,1,0,3,4.14637351896e-25
literal,1,0,4,4.93603461286e-28
literal,1,0,5,1.97762496899e-28
literal,1,1,0,3.58283432596e-32
literal,1,1,1,7.60169287635e-32
literal,1,1,2,2.63216040608e-31
literal,1,1,3,2.45483225835e-26
literal,1,1,4,6.7839125814e-28
literal,1,1,5,3.68091859165e-28
literal,1,2,0,5.44377836648e-31
literal,1,2,1,7.62244915464e-32
literal,1,2,2,1.90185399069e-30
literal,1,2,3,9.62625185767e-26
literal,1,2,4,2.04884973423e-27
literal,1,2,5,4.96399900106e-29
literal,1,3,0,2.04015755965e-26
literal,1,3,1,7.16510884357e-25
literal,1,3,2,1.50050083019e-24
literal,1,3,3,2.03157565485e-19
literal,1,3,4,2.67544633732e-21
literal,1,3,5,2.369102107e-22
literal,1,4,0,1.0829125697e-27
literal,1,4,1,6.3880737944e-29
literal,1,4,2,7.55938061343e-28
literal,1,4,3,5.49326268789e-22
literal,1,4,4,5.07788405084e-25
literal,1,4,5,1.43492279943e-25
literal,1,5,0,8.93297459214e-28
literal,1,5,1,1.60254964795e-28
literal,1,5,2,1.78493152896e-27
literal,1,5,3,2.53349799794e-22
literal,1,5,4,2.43676684677e-24
literal,1,5,5,1.18087687431e-25
literal,2,0,0,6.94698748181e-32
literal,2,0,1,4.26437589868e-31
literal,2,0,2,1.35822940925e-30
literal,2,0,3,2.8676913629e-24
literal,2,0,4,7.58590312541e-27
literal,2,0,5,1.08661509107e-27
literal,2,1,0,1.41915347264e-31
literal,2,1,1,6.30705880477e-32
literal,2,1,2,7.56192843482e-31
literal,2,1,3,1.43811312892e-24
literal,2,1,4,1.98361301103e-28
literal,2,1,5,5.16041121616e-28
literal,2,2,0,1.02596142245e-29
literal,2,2,1,1.78850860785e-31
literal,2,2,2,1.43567629927e-32
literal,2,2,3,7.16722548921e-25
literal,2,2,4,8.79567250678e-28
literal,2,2,5,1.3776455716e-27
literal,2,3,0,3.60025486713e-23
literal,2,3,1,3.67671932443e-24
literal,2,3,2,2.49509965515e-24
literal,2,3,3,2.52339044275e-19
literal,2,3,4,1.25466797774e-21
literal,2,3,5,1.42353827691e-21
literal,2,4,0,1.49209433706e-26
literal,2,4,1,1.33622276907e-28
literal,2,4,2,1.11343449307e-27
literal,2,4,3,3.40892090014e-23
literal,2,4,4,2.6822503963e-24
literal,2,4,5,1.69998776714e-26
literal,2,5,0,3.25751300718e-28
literal,2,5,1,5.60712861399e-28
literal,2,5,2,6.51379136827e-27
literal,2,5,3,5.8002941582e-22
literal,2,5,4,1.53705469518e-24
literal,2,5,5,2.14983765617e-25
literal,3,0,0,5.61974015228e-25
literal,3,0,1,5.27156273946e-25
literal,3,0,2,8.44684261639e-25
literal,3,0,3,2.11376075976e-19
literal,3,0,4,6.20846223924e-23
literal,3,0,5,3.51835369854e-22
literal,3,1,0,2.24827388904e-26
literal,3,1,1,1.96994102856e-25
literal,3,1,2,4.10988358987e-25
literal,3,1,3,2.96027620642e-19
literal,3,1,4,3.01871687234e-22
literal,3,1,5,6.31804891629e-23
literal,3,2,0,8.04337679834e-25
literal,3,2,1,1.49743888208e-24
literal,3,2,2,7.89823149997e-24
literal,3,2,3,1.63887221999e-19
literal,3,2,4,4.37370920997e-23
literal,3,2,5,6.7854639656e-23
literal,3,3,0,4.92157715297e-19
literal,3,3,1,1.65851150221e-20
literal,3,3,2,2.75440804121e-21
literal,3,3,3,2.29544302789e-16
literal,3,3,4,1.30946095623e-17
literal,3,3,5,7.99826968202e-18
literal,3,4,0,1.70266826532e-22
literal,3,4,1,6.22175254485e-22
literal,3,4,2,1.87791814274e-21
literal,3,4,3,4.21852329584e-18
literal,3,4,4,1.57037920787e-19
literal,3,4,5,1.01637213482e-20
literal,3,5,0,1.68586306621e-22
literal,3,5,1,4.46842114059e-22
literal,3,5,2,4.68221934854e-23
literal,3,5,3,2.83884907754e-18
literal,3,5,4,2.22847560125e-20
literal,3,5,5,3.44410743032e-21
literal,4,0,0,3.89813305786e-27
literal,4,0,1,6.54651179084e-28
literal,4,0,2,1.09705650425e-27
literal,4,0,3,3.53389564821e-22
literal,4,0,4,1.48688141543e-24
literal,4,0,5,2.34176990939e-24
literal,4,1,0,4.22346149225e-29
literal,4,1,1,2.960078592e-28
literal,4,1,2,4.088781911e-28
literal,4,1,3,2.49429673624e-22
literal,4,1,4,3.01279305363e-25
literal,4,1,5,7.5893150448e-26
