stype,l1,proportion
literal,0,0.0418851857731
literal,1,0.0251311114639
literal,2,0.0418851857731
literal,3,0.0688098319335
literal,4,0.0575448334067
literal,5,0.0432901575244
gricean,0,0.0418851857731
gricean,1,0.0251311114639
gricean,2,0.0418851857731
gricean,3,0.188477715212
gricean,4,0.235596942168
gricean,5,0.188477553735
