stype,l1,proportion
literal,0,0.0137934398861
literal,1,0.000888417695882
literal,2,0.0148783169229
literal,3,0.00859447084361
literal,4,0.0809962082638
literal,5,0.0100041780717
gricean,0,0.021737800674
gricean,1,0.000524124361562
gricean,2,0.0180018270256
gricean,3,0.166832024828
gricean,4,0.522714788777
gricean,5,0.141034402649
