stype,l1,proportion
literal,0,0.0646689394349
literal,1,1.04671810501e-26
literal,2,0.088116900745
literal,3,9.15449202167e-12
literal,4,0.0437745956639
literal,5,2.19533952465e-10
gricean,0,0.0927328365952
gricean,1,1.14931463466e-26
gricean,2,0.0707067273134
gricean,3,8.96470326837e-08
gricean,4,0.639999799084
gricean,5,1.11287844318e-07
