stype,l1,proportion
literal,0,0.0296476755697
literal,1,0.00296476755697
literal,2,0.0296476755697
literal,3,0.0421194157263
literal,4,0.0343461904537
literal,5,0.0331702541266
gricean,0,0.0296476755697
gricean,1,0.00296476755697
gricean,2,0.0296476755697
gricean,3,0.200578410629
gricean,4,0.364687413982
gricean,5,0.20057807769
