stype,l1,proportion
literal,0,0.0285258781977
literal,1,0.0171155269186
literal,2,0.0285258781977
literal,3,0.0828704664922
literal,4,0.0622755637258
literal,5,0.0270055660193
gricean,0,0.0285258781977
gricean,1,0.0171155269186
gricean,2,0.0285258781977
gricean,3,0.209081180657
gricean,4,0.261351475821
gricean,5,0.209081180657
