stype,l1,l2,l3,proportion
literal,0,0,0,1.82660404905e-15
literal,0,0,1,2.28943581397e-16
literal,0,0,2,3.46587110222e-15
literal,0,0,3,2.89670293126e-12
literal,0,0,4,5.75094054909e-14
literal,0,0,5,1.68499596904e-13
literal,0,1,0,2.71116966934e-15
literal,0,1,1,1.61877942435e-15
literal,0,1,2,6.35242221585e-16
literal,0,1,3,4.71281918546e-13
literal,0,1,4,3.30814361142e-14
literal,0,1,5,7.2653363272e-14
literal,0,2,0,4.72570485941e-15
literal,0,2,1,1.32369257728e-15
literal,0,2,2,9.56264047289e-15
literal,0,2,3,8.07391483377e-13
literal,0,2,4,5.25276691982e-14
literal,0,2,5,5.15522842405e-14
literal,0,3,0,6.32201277239e-13
literal,0,3,1,1.16868076555e-12
literal,0,3,2,4.76515067908e-12
literal,0,3,3,6.68866926201e-13
literal,0,3,4,6.12884750333e-12
literal,0,3,5,4.37691851865e-11
literal,0,4,0,4.70305563439e-11
literal,0,4,1,8.39131666798e-12
literal,0,4,2,1.40068182428e-11
literal,0,4,3,1.99976414629e-12
literal,0,4,4,3.87444361028e-11
literal,0,4,5,5.11669596486e-11
literal,0,5,0,5.36328543712e-13
literal,0,5,1,4.13765539347e-13
literal,0,5,2,1.17713015906e-12
literal,0,5,3,1.02078518835e-11
literal,0,5,4,1.189652342e-09
literal,0,5,5,1.54510163814e-10
literal,1,0,0,1.15765836225e-15
literal,1,0,1,1.66103848151e-16
literal,1,0,2,1.59942108763e-15
literal,1,0,3,5.01443469252e-13
literal,1,0,4,2.18840839309e-14
literal,1,0,5,3.30795080379e-14
literal,1,1,0,3.91847505754e-16
literal,1,1,1,1.24253363086e-16
literal,1,1,2,6.28637559929e-16
literal,1,1,3,4.45451580261e-15
literal,1,1,4,1.0207189701e-14
literal,1,1,5,1.67434882107e-14
literal,1,2,0,1.96523491504e-15
literal,1,2,1,4.73032077404e-16
literal,1,2,2,8.89915656109e-16
literal,1,2,3,3.33053345713e-13
