stype,l1,l2,l3,proportion
literal,0,0,0,9.79703696951e-25
literal,0,0,1,2.97184659685e-28
literal,0,0,2,1.50498631571e-24
literal,0,0,3,2.62068636544e-22
literal,0,0,4,6.87678713562e-26
literal,0,0,5,4.63176103728e-28
literal,0,1,0,8.82501273571e-29
literal,0,1,1,3.88069013524e-33
literal,0,1,2,2.27179954378e-29
literal,0,1,3,2.24932102186e-26
literal,0,1,4,3.59459510643e-29
literal,0,1,5,5.07573178406e-32
literal,0,2,0,1.3934159528e-25
literal,0,2,1,2.5032299878e-28
literal,0,2,2,1.04196012228e-24
literal,0,2,3,4.97870689946e-23
literal,0,2,4,5.14118132287e-26
literal,0,2,5,1.79820779268e-28
literal,0,3,0,8.75350670185e-23
literal,0,3,1,1.68716136357e-26
literal,0,3,2,3.33375244835e-24
literal,0,3,3,1.53784880895e-25
literal,0,3,4,2.2941319728e-24
literal,0,3,5,1.04846316473e-25
literal,0,4,0,9.35426985705e-25
literal,0,4,1,2.98485411471e-29
literal,0,4,2,2.76376063292e-25
literal,0,4,3,1.35597711128e-23
literal,0,4,4,1.77034425833e-18
literal,0,4,5,1.16229883479e-27
literal,0,5,0,9.62691386752e-28
literal,0,5,1,4.64295942521e-32
literal,0,5,2,1.17239176758e-27
literal,0,5,3,7.00910177324e-26
literal,0,5,4,2.0799609107e-29
literal,0,5,5,6.95796607299e-32
literal,1,0,0,1.0928964018e-28
literal,1,0,1,8.46370720351e-34
literal,1,0,2,8.59935879909e-29
literal,1,0,3,1.25050522316e-26
literal,1,0,4,3.35924853719e-29
literal,1,0,5,3.18320637738e-32
literal,1,1,0,1.3562675862e-33
literal,1,1,1,8.90800689777e-41
literal,1,1,2,1.00858871795e-33
literal,1,1,3,8.01041769795e-33
literal,1,1,4,1.81397819326e-34
literal,1,1,5,7.33814061648e-38
literal,1,2,0,7.494690621e-28
literal,1,2,1,1.11468324794e-33
literal,1,2,2,4.96532879976e-28
literal,1,2,3,8.12317223836e-27
literal,1,2,4,3.0944522822e-29
literal,1,2,5,4.65919139701e-32
literal,1,3,0,1.90526550641e-26
literal,1,3,1,8.57899411391e-34
literal,1,3,2,1.36755226051e-27
literal,1,3,3,5.6584163637e-31
literal,1,3,4,2.56016529326e-28
literal,1,3,5,1.06570602421e-30
literal,1,4,0,5.12156558338e-29
literal,1,4,1,2.33922780556e-33
literal,1,4,2,1.78603933231e-28
literal,1,4,3,4.99774761529e-28
literal,1,4,4,4.89231045075e-23
literal,1,4,5,4.20954842443e-32
literal,1,5,0,4.37452309116e-32
literal,1,5,1,2.71476682871e-37
literal,1,5,2,6.0381942562e-32
literal,1,5,3,2.8283255372e-30
literal,1,5,4,7.44094884049e-33
literal,1,5,5,2.23151651372e-35
literal,2,0,0,1.50467510925e-24
literal,2,0,1,6.50971630812e-29
literal,2,0,2,1.90772164243e-25
literal,2,0,3,3.07020420101e-22
literal,2,0,4,1.73097970037e-26
literal,2,0,5,1.88212093378e-28
literal,2,1,0,2.41587074084e-28
literal,2,1,1,5.18287162033e-34
literal,2,1,2,3.28118092411e-28
literal,2,1,3,2.4920960696e-26
literal,2,1,4,1.11424571115e-29
literal,2,1,5,5.4046764772e-33
literal,2,2,0,1.41569441912e-26
literal,2,2,1,3.06575553325e-28
literal,2,2,2,5.91268008638e-25
literal,2,2,3,1.03309151073e-22
literal,2,2,4,3.14681880247e-27
literal,2,2,5,2.27971161046e-29
literal,2,3,0,3.53370979635e-23
literal,2,3,1,2.68568172543e-27
literal,2,3,2,7.66458787921e-23
literal,2,3,3,2.7480903771e-26
literal,2,3,4,9.29023432478e-24
literal,2,3,5,8.55007136329e-27
literal,2,4,0,9.19617218749e-26
literal,2,4,1,1.14193952746e-28
literal,2,4,2,7.74841690438e-26
literal,2,4,3,2.21440466171e-23
literal,2,4,4,5.55470631508e-19
literal,2,4,5,2.82133697316e-28
literal,2,5,0,6.88500617976e-28
literal,2,5,1,1.70947340417e-32
literal,2,5,2,2.23758397366e-27
literal,2,5,3,7.60439074111e-26
literal,2,5,4,2.36817262109e-28
literal,2,5,5,1.91320404241e-30
literal,3,0,0,2.4556064093e-21
literal,3,0,1,1.32900911102e-24
literal,3,0,2,1.95193546417e-20
literal,3,0,3,2.6075281541e-24
literal,3,0,4,6.26315412353e-23
literal,3,0,5,7.79477078549e-24
literal,3,1,0,9.30596568148e-26
literal,3,1,1,1.89558857592e-30
literal,3,1,2,2.66339825028e-25
literal,3,1,3,1.06491021935e-28
literal,3,1,4,8.81747188472e-25
literal,3,1,5,4.51826061303e-29
literal,3,2,0,3.00056342774e-21
literal,3,2,1,1.18274091757e-24
literal,3,2,2,2.51161087979e-21
literal,3,2,3,1.05384740761e-24
literal,3,2,4,8.71481389493e-20
literal,3,2,5,2.19030918147e-23
literal,3,3,0,2.22689501279e-25
literal,3,3,1,1.09991167355e-28
literal,3,3,2,1.90752437134e-23
literal,3,3,3,4.05799987443e-24
literal,3,3,4,1.01864100736e-22
literal,3,3,5,3.18661518305e-26
literal,3,4,0,1.70376741121e-20
literal,3,4,1,2.51218500218e-25
literal,3,4,2,5.55827039263e-21
literal,3,4,3,1.37976875847e-21
literal,3,4,4,1.30290272926e-18
literal,3,4,5,2.32695522491e-23
literal,3,5,0,7.74637034403e-25
literal,3,5,1,9.93968110448e-30
literal,3,5,2,4.09758150407e-25
literal,3,5,3,3.80738223647e-27
literal,3,5,4,1.53022449614e-24
literal,3,5,5,2.05167034241e-27
literal,4,0,0,3.22198943474e-23
literal,4,0,1,1.24927771482e-27
literal,4,0,2,7.94988104781e-24
literal,4,0,3,3.10397650615e-23
