stype,l1,proportion
literal,0,0.0472569406221
literal,1,0.00472569406221
literal,2,0.0472569406221
literal,3,0.070290045785
literal,4,0.0651005607992
literal,5,0.0430476955763
gricean,0,0.0472569406221
gricean,1,0.00472569406221
gricean,2,0.0472569406221
gricean,3,0.163188333899
gricean,4,0.296705944083
gricean,5,0.163188269245
