stype,l1,l2,l3,proportion
literal,0,0,0,5.63253993037e-33
literal,0,0,1,4.75258238031e-35
literal,0,0,2,6.11566281905e-33
literal,0,0,3,6.93416564302e-24
literal,0,0,4,2.57456076077e-31
literal,0,0,5,2.01786314388e-25
literal,0,1,0,3.54885673174e-35
literal,0,1,1,8.55545204722e-37
literal,0,1,2,3.57264657248e-35
literal,0,1,3,7.33320204984e-26
literal,0,1,4,2.67594081879e-31
literal,0,1,5,6.78006272959e-28
literal,0,2,0,4.72755234748e-33
literal,0,2,1,2.78367750919e-35
literal,0,2,2,2.38566680492e-33
literal,0,2,3,2.48379570682e-23
literal,0,2,4,3.44141255137e-29
literal,0,2,5,8.72084416562e-26
literal,0,3,0,4.34581401121e-25
literal,0,3,1,1.52002686478e-27
literal,0,3,2,1.51276134404e-25
literal,0,3,3,6.84851192388e-20
literal,0,3,4,1.99337146725e-24
literal,0,3,5,8.28378405915e-22
literal,0,4,0,3.69357697967e-27
literal,0,4,1,7.13127311416e-29
literal,0,4,2,2.70725966466e-25
literal,0,4,3,1.12373241499e-18
literal,0,4,4,1.57727989623e-18
literal,0,4,5,2.99588108928e-19
literal,0,5,0,3.2020402397e-34
literal,0,5,1,8.90688371763e-35
literal,0,5,2,1.30607077555e-33
literal,0,5,3,2.36618545072e-24
literal,0,5,4,1.21531894462e-30
literal,0,5,5,1.21244085075e-27
literal,1,0,0,2.339646408e-35
literal,1,0,1,4.06556328238e-37
literal,1,0,2,2.51767679856e-35
literal,1,0,3,2.69549864214e-25
literal,1,0,4,4.45647439087e-32
literal,1,0,5,5.28721377063e-27
literal,1,1,0,2.08931228842e-38
literal,1,1,1,2.25483486923e-39
literal,1,1,2,4.13014779212e-37
literal,1,1,3,4.03982212579e-28
literal,1,1,4,7.93244264578e-33
literal,1,1,5,5.228200353e-30
literal,1,2,0,5.7671262979e-35
literal,1,2,1,1.1151485301e-38
literal,1,2,2,2.21947835736e-35
literal,1,2,3,1.50621474127e-25
literal,1,2,4,2.16545837638e-31
literal,1,2,5,2.2834329859e-27
literal,1,3,0,4.8259343639e-27
literal,1,3,1,1.39068402206e-29
literal,1,3,2,6.67890639925e-27
literal,1,3,3,1.1743580257e-21
literal,1,3,4,7.16296992474e-27
literal,1,3,5,1.59544405382e-23
literal,1,4,0,4.1179348174e-27
literal,1,4,1,7.1386446682e-30
literal,1,4,2,8.08586216086e-28
literal,1,4,3,2.82210963482e-21
literal,1,4,4,3.66374118231e-21
literal,1,4,5,3.00151472263e-21
literal,1,5,0,1.02031758892e-36
literal,1,5,1,4.33547891295e-39
literal,1,5,2,2.50004330892e-35
literal,1,5,3,7.47881242513e-26
literal,1,5,4,1.89725540348e-33
literal,1,5,5,7.17221563777e-30
literal,2,0,0,1.87583044975e-33
literal,2,0,1,3.92693219128e-35
literal,2,0,2,3.34414455921e-33
literal,2,0,3,9.79875505602e-24
literal,2,0,4,4.40773666359e-29
literal,2,0,5,8.22944251427e-26
literal,2,1,0,1.24989115259e-34
literal,2,1,1,1.81009928225e-38
literal,2,1,2,1.91644904246e-36
literal,2,1,3,1.36174496596e-25
literal,2,1,4,1.51874742716e-31
literal,2,1,5,2.4827652969e-27
literal,2,2,0,6.44695916833e-33
literal,2,2,1,7.69826555588e-35
literal,2,2,2,2.78163502289e-33
literal,2,2,3,2.9816732558e-23
literal,2,2,4,7.41521563707e-30
literal,2,2,5,8.23315499529e-26
literal,2,3,0,4.70305943281e-25
literal,2,3,1,5.83311006284e-27
literal,2,3,2,1.14993870111e-25
literal,2,3,3,1.21553473133e-19
literal,2,3,4,6.32472539932e-25
literal,2,3,5,3.97020541316e-21
literal,2,4,0,1.62034487391e-25
literal,2,4,1,2.10980805167e-28
literal,2,4,2,2.64037450968e-25
literal,2,4,3,1.14912044342e-19
literal,2,4,4,5.97590841221e-19
literal,2,4,5,9.11145504122e-20
literal,2,5,0,1.02497703717e-34
literal,2,5,1,3.45221417181e-35
literal,2,5,2,3.15471863797e-33
literal,2,5,3,8.41345191527e-24
literal,2,5,4,1.13172715956e-30
literal,2,5,5,8.04693917477e-28
literal,3,0,0,3.04323174756e-27
literal,3,0,1,2.00437839887e-29
literal,3,0,2,3.62156746275e-27
literal,3,0,3,4.69136522306e-20
literal,3,0,4,7.58288547402e-21
literal,3,0,5,3.63653309694e-25
literal,3,1,0,3.30520241968e-29
literal,3,1,1,5.34897606288e-32
literal,3,1,2,3.52523393954e-29
literal,3,1,3,2.73680968556e-22
literal,3,1,4,1.47619116887e-23
literal,3,1,5,6.39718120816e-27
literal,3,2,0,4.51862847869e-27
literal,3,2,1,3.25968128225e-29
literal,3,2,2,3.49407519855e-27
literal,3,2,3,6.06946791724e-20
literal,3,2,4,2.13090561131e-20
literal,3,2,5,3.92792017471e-25
literal,3,3,0,7.11065433408e-18
literal,3,3,1,1.96132091365e-20
literal,3,3,2,4.40967755337e-18
literal,3,3,3,1.90787394974e-14
literal,3,3,4,9.90920432301e-13
literal,3,3,5,1.91778857621e-11
literal,3,4,0,4.052943752e-21
literal,3,4,1,9.46283413928e-23
literal,3,4,2,6.18512983677e-21
literal,3,4,3,7.75536555376e-15
literal,3,4,4,1.0261758657e-17
literal,3,4,5,4.87292507476e-13
literal,3,5,0,4.83717640516e-23
literal,3,5,1,9.98718396648e-26
literal,3,5,2,1.04964121177e-23
literal,3,5,3,1.32734523081e-20
literal,3,5,4,4.8254646951e-17
literal,3,5,5,3.83226820136e-27
literal,4,0,0,1.99640914605e-31
literal,4,0,1,8.91553568068e-34
literal,4,0,2,2.64511601496e-31
literal,4,0,3,1.29362896829e-21
literal,4,0,4,2.04561269486e-26
literal,4,0,5,6.71101079933e-26
literal,4,1,0,3.41628037337e-33
literal,4,1,1,1.47767938814e-35
literal,4,1,2,3.26607427438e-34
literal,4,1,3,2.82247440987e-24
literal,4,1,4,6.59657478194e-28
literal,4,1,5,1.84985944433e-28
literal,4,2,0,2.10712606784e-31
literal,4,2,1,8.95734282857e-33
literal,4,2,2,1.0991026197e-31
literal,4,2,3,8.16219938411e-22
literal,4,2,4,4.57944559203e-26
literal,4,2,5,2.25901733376e-25
literal,4,3,0,2.59890416362e-19
literal,4,3,1,9.1024849096e-22
literal,4,3,2,3.47004987386e-20
literal,4,3,3,5.86594208261e-17
literal,4,3,4,1.06624255349e-16
literal,4,3,5,1.74565355771e-14
literal,4,4,0,7.06464259323e-23
literal,4,4,1,1.921442445e-23
literal,4,4,2,5.27011468481e-23
literal,4,4,3,3.48507172897e-16
literal,4,4,4,3.47873244652e-21
literal,4,4,5,3.01688584425e-15
literal,4,5,0,4.13733605489e-29
literal,4,5,1,2.41878260923e-31
literal,4,5,2,7.76079507772e-29
literal,4,5,3,4.5854197812e-20
literal,4,5,4,5.36653021827e-22
literal,4,5,5,8.23078950206e-27
literal,5,0,0,1.31047812121e-31
literal,5,0,1,6.10462391457e-33
literal,5,0,2,1.21362677707e-31
literal,5,0,3,1.04163955792e-21
literal,5,0,4,2.81567023175e-23
literal,5,0,5,1.02625021314e-29
literal,5,1,0,1.05681535271e-33
literal,5,1,1,2.16684012536e-36
literal,5,1,2,4.44897948362e-35
literal,5,1,3,1.83210122018e-23
literal,5,1,4,1.01777515496e-23
literal,5,1,5,5.32773744131e-31
literal,5,2,0,3.05165422506e-31
literal,5,2,1,2.80081734303e-33
literal,5,2,2,1.98425023188e-32
literal,5,2,3,2.7768088356e-21
literal,5,2,4,6.58916013138e-22
literal,5,2,5,2.50856732285e-28
literal,5,3,0,1.1944511716e-25
literal,5,3,1,1.13725565031e-26
literal,5,3,2,3.40951180079e-25
literal,5,3,3,6.74879300925e-19
literal,5,3,4,9.96929585493e-19
literal,5,3,5,4.72906670578e-20
literal,5,4,0,4.45663876173e-22
literal,5,4,1,3.16123782267e-25
literal,5,4,2,2.40414111421e-22
literal,5,4,3,6.27305850206e-12
literal,5,4,4,5.186716423e-09
literal,5,4,5,1.06020271189e-22
literal,5,5,0,9.70331570564e-32
literal,5,5,1,1.68476400785e-33
literal,5,5,2,1.14244037838e-31
literal,5,5,3,1.07369497777e-29
literal,5,5,4,3.36862086644e-28
literal,5,5,5,1.32478514952e-31
gricean,0,0,0,1.32818931926e-33
gricean,0,0,1,6.66044274016e-35
gricean,0,0,2,5.40615246434e-33
gricean,0,0,3,1.35842357047e-06
gricean,0,0,4,1.3318384191e-05
gricean,0,0,5,1.4476416355e-06
gricean,0,1,0,1.2409350771e-35
gricean,0,1,1,9.9451752639e-39
gricean,0,1,2,1.98313219678e-35
gricean,0,1,3,5.06139655209e-09
gricean,0,1,4,1.3679523292e-07
gricean,0,1,5,1.74437734389e-08
gricean,0,2,0,1.10854235914e-33
gricean,0,2,1,2.48197749577e-35
gricean,0,2,2,2.4689166628e-33
gricean,0,2,3,6.18798067621e-07
gricean,0,2,4,9.74688461452e-06
gricean,0,2,5,1.27559211371e-06
gricean,0,3,0,9.11925550737e-07
gricean,0,3,1,7.57669431703e-09
gricean,0,3,2,7.86268308399e-07
gricean,0,3,3,4.09715666984e-05
gricean,0,3,4,0.000329741256151
gricean,0,3,5,3.13841575294e-05
gricean,0,4,0,6.10787129572e-06
gricean,0,4,1,1.03183993848e-07
gricean,0,4,2,5.33510471373e-06
gricean,0,4,3,0.00210535018317
gricean,0,4,4,0.00180327972831
gricean,0,4,5,0.000392293387314
gricean,0,5,0,7.41039939888e-07
gricean,0,5,1,7.10899099423e-09
gricean,0,5,2,6.01659950705e-07
gricean,0,5,3,0.000198907409646
gricean,0,5,4,0.000292216928963
gricean,0,5,5,3.10339679103e-05
gricean,1,0,0,1.48511716263e-35
gricean,1,0,1,4.72405125909e-37
gricean,1,0,2,4.32243371213e-35
gricean,1,0,3,9.92269454374e-09
gricean,1,0,4,2.31678677125e-07
gricean,1,0,5,9.31496115077e-09
gricean,1,1,0,6.05422698941e-38
gricean,1,1,1,1.41256705753e-39
gricean,1,1,2,6.61150468343e-37
gricean,1,1,3,6.09789486065e-11
gricean,1,1,4,6.74528064514e-10
gricean,1,1,5,9.26191093287e-11
gricean,1,2,0,7.75779218618e-36
gricean,1,2,1,3.65365648042e-38
gricean,1,2,2,2.92579030546e-35
gricean,1,2,3,1.19833290122e-08
gricean,1,2,4,7.45207218511e-08
gricean,1,2,5,6.74903452765e-09
gricean,1,3,0,8.5428347406e-09
gricean,1,3,1,3.71238116883e-11
gricean,1,3,2,6.90750436488e-09
gricean,1,3,3,2.30705998848e-07
gricean,1,3,4,2.82201223473e-06
gricean,1,3,5,2.23236702285e-07
gricean,1,4,0,8.37578949329e-08
gricean,1,4,1,5.7988890733e-10
gricean,1,4,2,9.88044680116e-08
gricean,1,4,3,2.15493606083e-05
gricean,1,4,4,4.35595471701e-05
gricean,1,4,5,2.1080185583e-06
gricean,1,5,0,8.49751276993e-09
gricean,1,5,1,3.19995341736e-11
gricean,1,5,2,6.30986846488e-09
gricean,1,5,3,2.10333520267e-06
gricean,1,5,4,2.74602925219e-06
gricean,1,5,5,2.22472382624e-07
gricean,2,0,0,2.92425066265e-34
gricean,2,0,1,4.72798848904e-35
gricean,2,0,2,8.95583216937e-34
gricean,2,0,3,7.85765796624e-07
gricean,2,0,4,8.66753764547e-06
gricean,2,0,5,5.36304021399e-07
gricean,2,1,0,1.31348015202e-35
gricean,2,1,1,2.68485744498e-39
gricean,2,1,2,2.38983495684e-35
gricean,2,1,3,7.80357275949e-09
gricean,2,1,4,1.4193335461e-07
gricean,2,1,5,2.29534067568e-08
gricean,2,2,0,4.30036574066e-34
gricean,2,2,1,4.01201869655e-35
gricean,2,2,2,4.91721737455e-33
gricean,2,2,3,1.08561888942e-06
gricean,2,2,4,4.73718373506e-06
gricean,2,2,5,2.13333503726e-06
gricean,2,3,0,9.45940303455e-07
gricean,2,3,1,1.09935947665e-08
gricean,2,3,2,8.25426452634e-07
gricean,2,3,3,3.99396099318e-05
gricean,2,3,4,0.00026698013446
gricean,2,3,5,3.43675231184e-05
gricean,2,4,0,5.53156912199e-06
gricean,2,4,1,1.12386163149e-07
gricean,2,4,2,6.81826950076e-06
gricean,2,4,3,0.00166792113869
gricean,2,4,4,0.00136568721787
gricean,2,4,5,0.000406257498265
gricean,2,5,0,8.00514743949e-07
gricean,2,5,1,7.7115509285e-09
gricean,2,5,2,7.93947888943e-07
gricean,2,5,3,0.000286118479789
gricean,2,5,4,0.000285167736568
gricean,2,5,5,4.49204627332e-05
gricean,3,0,0,2.73900779707e-07
gricean,3,0,1,1.09753775212e-09
gricean,3,0,2,1.46117611192e-07
gricean,3,0,3,0.000511369812839
gricean,3,0,4,0.00324671609024
gricean,3,0,5,0.000586393909236
gricean,3,1,0,2.1832997159e-09
gricean,3,1,1,4.99757373816e-12
gricean,3,1,2,1.22705355793e-09
gricean,3,1,3,3.02003417092e-06
gricean,3,1,4,5.55859970233e-05
gricean,3,1,5,4.1455740418e-06
gricean,3,2,0,1.888923091e-07
gricean,3,2,1,1.4417857805e-09
gricean,3,2,2,1.11702166358e-07
gricean,3,2,3,0.000755336762313
gricean,3,2,4,0.00335617884612
gricean,3,2,5,0.000520208933716
gricean,3,3,0,2.49709333544e-05
gricean,3,3,1,1.61284685678e-07
gricean,3,3,2,3.41501582884e-05
gricean,3,3,3,1.4074513241e-06
gricean,3,3,4,0.00181567050533
gricean,3,3,5,0.000598604434997
gricean,3,4,0,0.000713763771441
gricean,3,4,1,1.71382139176e-05
gricean,3,4,2,0.000941076732557
gricean,3,4,3,0.000324554889728
gricean,3,4,4,0.225996581752
gricean,3,4,5,0.0518869991785
gricean,3,5,0,0.0001359932071
