stype,l1,proportion
literal,0,0.0389895161829
literal,1,0.0350905645646
literal,2,0.0389895161829
literal,3,0.0836515835695
literal,4,0.0532368423933
literal,5,0.0532461785627
gricean,0,0.0389895161829
gricean,1,0.0350905645646
gricean,2,0.0389895161829
gricean,3,0.191220756292
gricean,4,0.201284843755
gricean,5,0.191220601567
