stype,l1,proportion
literal,0,0.00745440187865
literal,1,1.41885261074e-32
literal,2,0.0156775495677
literal,3,9.40960420726e-13
literal,4,0.0188724928842
literal,5,7.85055304538e-12
gricean,0,0.0121464903026
gricean,1,1.73304627517e-32
gricean,2,0.0158490653581
gricean,3,6.15544247913e-08
gricean,4,0.929999891772
gricean,5,4.66733566098e-08
