stype,l1,proportion
literal,0,0.0322232156652
literal,1,7.90652321191e-18
literal,2,0.0383143894471
literal,3,1.47169254424e-10
literal,4,0.0502606103002
literal,5,4.02196710682e-09
gricean,0,0.0605698186903
gricean,1,8.89736081883e-18
gricean,2,0.0285691853414
gricean,3,7.20048703858e-06
gricean,4,0.790042458865
gricean,5,1.31170341559e-05
