stype,l1,proportion
literal,0,0.0739021083301
literal,1,6.7451645379e-32
literal,2,0.08182268095
literal,3,6.95262195786e-12
literal,4,0.0548256397069
literal,5,4.51529613728e-11
gricean,0,0.0667582674504
gricean,1,9.85306108567e-32
gricean,2,0.0726903503257
gricean,3,2.88528056317e-08
gricean,4,0.650000898541
gricean,5,2.5791225468e-08
