stype,l1,l2,l3,proportion
literal,0,0,0,0.00214660164254
literal,0,0,1,0.0018603880902
literal,0,0,2,0.00214660164254
literal,0,0,3,0.0021236221496
literal,0,0,4,0.00219705950407
literal,0,0,5,0.00205206576271
literal,0,1,0,0.0018603880902
literal,0,1,1,0.00157417453786
literal,0,1,2,0.0018603880902
literal,0,1,3,0.0018202475568
literal,0,1,4,0.00190411823686
literal,0,1,5,0.00175891351089
literal,0,2,0,0.00214660164254
literal,0,2,1,0.0018603880902
literal,0,2,2,0.00214660164254
literal,0,2,3,0.0021236221496
literal,0,2,4,0.00219705950407
literal,0,2,5,0.00205206576271
literal,0,3,0,0.00210067666032
literal,0,3,1,0.00180057999456
literal,0,3,2,0.00210067666032
literal,0,3,3,0.00209969145861
literal,0,3,4,0.00216240075752
literal,0,3,5,0.00200886252416
literal,0,4,0,0.00218812834528
literal,0,4,1,0.00189637789924
literal,0,4,2,0.00218812834528
literal,0,4,3,0.00218119488668
literal,0,4,4,0.00224545086792
literal,0,4,5,0.00209787644095
literal,0,5,0,0.00204324157837
literal,0,5,1,0.00175134992432
literal,0,5,2,0.00204324157837
literal,0,5,3,0.00202053689085
literal,0,5,4,0.00209441953137
literal,0,5,5,0.00194564035117
literal,1,0,0,0.0018603880902
literal,1,0,1,0.00157417453786
literal,1,0,2,0.0018603880902
literal,1,0,3,0.0018202475568
literal,1,0,4,0.00190411823686
literal,1,0,5,0.00175891351089
literal,1,1,0,0.00157417453786
literal,1,1,1,0.00128796098552
literal,1,1,2,0.00157417453786
literal,1,1,3,0.001516872964
literal,1,1,4,0.00161117696965
literal,1,1,5,0.00146576125908
literal,1,2,0,0.0018603880902
literal,1,2,1,0.00157417453786
literal,1,2,2,0.0018603880902
literal,1,2,3,0.0018202475568
literal,1,2,4,0.00190411823686
literal,1,2,5,0.00175891351089
literal,1,3,0,0.00180057999456
literal,1,3,1,0.0015004833288
literal,1,3,2,0.00180057999456
literal,1,3,3,0.00177666200344
literal,1,3,4,0.00185348636359
literal,1,3,5,0.00169980675121
literal,1,4,0,0.00189637789924
literal,1,4,1,0.0016046274532
literal,1,4,2,0.00189637789924
literal,1,4,3,0.00186959561715
literal,1,4,4,0.00194605741886
literal,1,4,5,0.00179817980652
literal,1,5,0,0.00175134992432
literal,1,5,1,0.00145945827027
literal,1,5,2,0.00175134992432
literal,1,5,3,0.00170968506149
literal,1,5,4,0.00179521674118
literal,1,5,5,0.00164631106638
literal,2,0,0,0.00214660164254
literal,2,0,1,0.0018603880902
literal,2,0,2,0.00214660164254
literal,2,0,3,0.0021236221496
literal,2,0,4,0.00219705950407
literal,2,0,5,0.00205206576271
literal,2,1,0,0.0018603880902
literal,2,1,1,0.00157417453786
literal,2,1,2,0.0018603880902
literal,2,1,3,0.0018202475568
literal,2,1,4,0.00190411823686
literal,2,1,5,0.00175891351089
literal,2,2,0,0.00214660164254
literal,2,2,1,0.0018603880902
literal,2,2,2,0.00214660164254
literal,2,2,3,0.0021236221496
literal,2,2,4,0.00219705950407
literal,2,2,5,0.00205206576271
literal,2,3,0,0.00210067666032
literal,2,3,1,0.00180057999456
literal,2,3,2,0.00210067666032
literal,2,3,3,0.00209969145861
literal,2,3,4,0.00216240075752
literal,2,3,5,0.00200886252416
literal,2,4,0,0.00218812834528
literal,2,4,1,0.00189637789924
literal,2,4,2,0.00218812834528
literal,2,4,3,0.00218119488668
literal,2,4,4,0.00224545086792
literal,2,4,5,0.00209787644095
literal,2,5,0,0.00204324157837
literal,2,5,1,0.00175134992432
literal,2,5,2,0.00204324157837
literal,2,5,3,0.00202053689085
literal,2,5,4,0.00209441953137
literal,2,5,5,0.00194564035117
literal,3,0,0,0.0020966851159
literal,3,0,1,0.00179715867077
literal,3,0,2,0.0020966851159
literal,3,0,3,0.002088342895
literal,3,0,4,0.00215611812871
literal,3,0,5,0.00200394182797
literal,3,1,0,0.00179715867077
literal,3,1,1,0.00149763222564
literal,3,1,2,0.00179715867077
literal,3,1,3,0.00176705937269
literal,3,1,4,0.00184810125318
literal,3,1,5,0.0016956430852
literal,3,2,0,0.0020966851159
literal,3,2,1,0.00179715867077
literal,3,2,2,0.0020966851159
literal,3,2,3,0.002088342895
literal,3,2,4,0.00215611812871
literal,3,2,5,0.00200394182797
literal,3,3,0,0.0020606453764
literal,3,3,1,0.0017436230108
literal,3,3,2,0.0020606453764
literal,3,3,3,0.00206441568954
literal,3,3,4,0.00212678647507
literal,3,3,5,0.00196712186833
literal,3,4,0,0.00214608841463
literal,3,4,1,0.0018395043554
literal,3,4,2,0.00214608841463
literal,3,4,3,0.00215240110522
literal,3,4,4,0.00221148431117
literal,3,4,5,0.00205743676058
literal,3,5,0,0.00199329640949
literal,3,5,1,0.00168663542341
literal,3,5,2,0.00199329640949
literal,3,5,3,0.00197976818137
literal,3,5,4,0.00205151120845
literal,3,5,5,0.00189502321234
literal,4,0,0,0.00218895801572
literal,4,0,1,0.00189709694696
literal,4,0,2,0.00218895801572
literal,4,0,3,0.00217742360379
literal,4,0,4,0.00224454494039
literal,4,0,5,0.00209797676105
literal,4,1,0,0.00189709694696
literal,4,1,1,0.00160523587819
literal,4,1,2,0.00189709694696
literal,4,1,3,0.00186636308896
literal,4,1,4,0.00194527228167
literal,4,1,5,0.00179826579519
literal,4,2,0,0.00218895801572
literal,4,2,1,0.00189709694696
literal,4,2,2,0.00218895801572
literal,4,2,3,0.00217742360379
literal,4,2,4,0.00224454494039
literal,4,2,5,0.00209797676105
literal,4,3,0,0.00214772236663
literal,4,3,1,0.00184090488568
literal,4,3,2,0.00214772236663
literal,4,3,3,0.00215220415182
literal,4,3,4,0.00221101818266
literal,4,3,5,0.00205727583622
literal,4,4,0,0.00223343843256
literal,4,4,1,0.00193564664155
literal,4,4,2,0.00223343843256
literal,4,4,3,0.00223595024078
literal,4,4,4,0.00229456723902
literal,4,4,5,0.00214633479173
literal,4,5,0,0.0020862533218
literal,4,5,1,0.00178821713297
literal,4,5,2,0.0020862533218
literal,4,5,3,0.00207161060086
