stype,l1,proportion
literal,0,0.0912443046535
literal,1,0.027373291396
literal,2,0.0912443046535
literal,3,0.0714681826304
literal,4,0.0991393304456
literal,5,0.0643791602071
gricean,0,0.0912443046535
gricean,1,0.027373291396
gricean,2,0.0912443046535
gricean,3,0.0975818500655
gricean,4,0.150125863785
gricean,5,0.0975818114603
