stype,l1,l2,l3,proportion
literal,0,0,0,0.00243120400841
literal,0,0,1,0.00186392307311
literal,0,0,2,0.00243120400841
literal,0,0,3,0.00225934710525
literal,0,0,4,0.00248353638817
literal,0,0,5,0.00219175533906
literal,0,1,0,0.00186392307311
literal,0,1,1,0.00129664213782
literal,0,1,2,0.00186392307311
literal,0,1,3,0.00166253843594
literal,0,1,4,0.00190404456426
literal,0,1,5,0.00161280109855
literal,0,2,0,0.00243120400841
literal,0,2,1,0.00186392307311
literal,0,2,2,0.00243120400841
literal,0,2,3,0.00225934710525
literal,0,2,4,0.00248353638817
literal,0,2,5,0.00219175533906
literal,0,3,0,0.0022581251824
literal,0,3,1,0.00166163928516
literal,0,3,2,0.0022581251824
literal,0,3,3,0.00208284230346
literal,0,3,4,0.00231522666868
literal,0,3,5,0.00200690502312
literal,0,4,0,0.00247961766862
literal,0,4,1,0.00190104021261
literal,0,4,2,0.00247961766862
literal,0,4,3,0.00231067465125
literal,0,4,4,0.00253427088605
literal,0,4,5,0.00223726082159
literal,0,5,0,0.00219606487848
literal,0,5,1,0.00161597226907
literal,0,5,2,0.00219606487848
literal,0,5,3,0.00201613439283
literal,0,5,4,0.00224889424064
literal,0,5,5,0.00194869342777
literal,1,0,0,0.00186392307311
literal,1,0,1,0.00129664213782
literal,1,0,2,0.00186392307311
literal,1,0,3,0.00166253843594
literal,1,0,4,0.00190404456426
literal,1,0,5,0.00161280109855
literal,1,1,0,0.00129664213782
literal,1,1,1,0.000729361202522
literal,1,1,2,0.00129664213782
literal,1,1,3,0.00106572976663
literal,1,1,4,0.00132455274036
literal,1,1,5,0.00103384685805
literal,1,2,0,0.00186392307311
literal,1,2,1,0.00129664213782
literal,1,2,2,0.00186392307311
literal,1,2,3,0.00166253843594
literal,1,2,4,0.00190404456426
literal,1,2,5,0.00161280109855
literal,1,3,0,0.00166163928516
literal,1,3,1,0.00106515338792
literal,1,3,2,0.00166163928516
literal,1,3,3,0.00144893377632
literal,1,3,4,0.00170365735997
literal,1,3,5,0.00139610784217
literal,1,4,0,0.00190104021261
literal,1,4,1,0.0013224627566
literal,1,4,2,0.00190104021261
literal,1,4,3,0.00170030776224
literal,1,4,4,0.00194294101264
literal,1,4,5,0.00164628626494
literal,1,5,0,0.00161597226907
literal,1,5,1,0.00103587965966
literal,1,5,2,0.00161597226907
literal,1,5,3,0.00140252827327
literal,1,5,4,0.00165484670538
literal,1,5,5,0.00135561281932
literal,2,0,0,0.00243120400841
literal,2,0,1,0.00186392307311
literal,2,0,2,0.00243120400841
literal,2,0,3,0.00225934710525
literal,2,0,4,0.00248353638817
literal,2,0,5,0.00219175533906
literal,2,1,0,0.00186392307311
literal,2,1,1,0.00129664213782
literal,2,1,2,0.00186392307311
literal,2,1,3,0.00166253843594
literal,2,1,4,0.00190404456426
literal,2,1,5,0.00161280109855
literal,2,2,0,0.00243120400841
literal,2,2,1,0.00186392307311
literal,2,2,2,0.00243120400841
literal,2,2,3,0.00225934710525
literal,2,2,4,0.00248353638817
literal,2,2,5,0.00219175533906
literal,2,3,0,0.0022581251824
literal,2,3,1,0.00166163928516
literal,2,3,2,0.0022581251824
literal,2,3,3,0.00208284230346
literal,2,3,4,0.00231522666868
literal,2,3,5,0.00200690502312
literal,2,4,0,0.00247961766862
literal,2,4,1,0.00190104021261
literal,2,4,2,0.00247961766862
literal,2,4,3,0.00231067465125
literal,2,4,4,0.00253427088605
literal,2,4,5,0.00223726082159
literal,2,5,0,0.00219606487848
literal,2,5,1,0.00161597226907
literal,2,5,2,0.00219606487848
literal,2,5,3,0.00201613439283
literal,2,5,4,0.00224889424064
literal,2,5,5,0.00194869342777
literal,3,0,0,0.00226732758474
literal,3,0,1,0.00166841086424
literal,3,0,2,0.00226732758474
literal,3,0,3,0.00210232147095
literal,3,0,4,0.00233233597163
literal,3,0,5,0.00201917656218
literal,3,1,0,0.00166841086424
literal,3,1,1,0.00106949414375
literal,3,1,2,0.00166841086424
literal,3,1,3,0.00146248450153
literal,3,1,4,0.00171624722441
literal,3,1,5,0.00140464456499
literal,3,2,0,0.00226732758474
literal,3,2,1,0.00166841086424
literal,3,2,2,0.00226732758474
literal,3,2,3,0.00210232147095
literal,3,2,4,0.00233233597163
literal,3,2,5,0.00201917656218
literal,3,3,0,0.00208564894436
literal,3,3,1,0.00145088622216
literal,3,3,2,0.00208564894436
literal,3,3,3,0.00190043423898
literal,3,3,4,0.00214839255686
literal,3,3,5,0.00181729418227
literal,3,4,0,0.00231069517045
literal,3,4,1,0.00170032286127
literal,3,4,2,0.00231069517045
literal,3,4,3,0.0021400915279
literal,3,4,4,0.00237275797702
literal,3,4,5,0.00205581604489
literal,3,5,0,0.00202592792159
literal,3,5,1,0.00140934116285
