alpha,k,sample_amount,learning_parameter,epsilon,delta,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0.1,1,1,10,0.5,0.1,0.0556792822035,0.0556792822035,0.0556792822035,0.0122868345802,0.0271061360237,0.04085998076,0.0556792822035,0.0556792822035,0.0556792822035,0.2792094024,0.135556880846,0.170905072168
0.1,1,1,10,0.5,0.3,0.0574652403882,0.0574652403882,0.0574652403882,0.0120408087933,0.0305525742296,0.0389534749518,0.0574652403882,0.0574652403882,0.0574652403882,0.273483779423,0.120015869297,0.180162050977
0.1,1,1,10,0.5,0.5,0.0642517343933,0.0642517343933,0.0642517343933,0.0111059310665,0.0373457336893,0.0380119317704,0.0642517343933,0.0642517343933,0.0642517343933,0.251726883686,0.143262997069,0.133036116359
0.1,1,1,10,0.5,0.8,0.0570715470885,0.0570715470885,0.0570715470885,0.01209504226,0.0408686998175,0.0282978895311,0.0570715470885,0.0570715470885,0.0570715470885,0.2747459251,0.165355226173,0.136207934588
0.1,1,1,10,0.8,0.1,0.0584914820436,0.0584914820436,0.0584914820436,0.0118994382321,0.0262850700116,0.0441058502641,0.0584914820436,0.0584914820436,0.0584914820436,0.270193740018,0.104315234353,0.19225177486
0.1,1,1,10,0.8,0.3,0.0666646775974,0.0666646775974,0.0666646775974,0.010773534566,0.0281572379308,0.0492809742326,0.0666646775974,0.0666646775974,0.0666646775974,0.243991202542,0.104374895008,0.163434090136
0.1,1,1,10,0.8,0.5,0.0601725455761,0.0601725455761,0.0601725455761,0.0116678622736,0.0306601886293,0.0411802192204,0.0601725455761,0.0601725455761,0.0601725455761,0.264804399959,0.120163982272,0.170488074189
0.1,1,1,10,0.8,0.8,0.0548059631094,0.0548059631094,0.0548059631094,0.0124071391983,0.0325139698186,0.0346991324891,0.0548059631094,0.0548059631094,0.0548059631094,0.282009185685,0.155670773582,0.153864020571
0.1,1,1,15,0.1,0.1,0.0345131324868,0.0345131324868,0.0345131324868,0.00337373743739,0.0168807679766,0.0210061019476,0.0345131324868,0.0345131324868,0.0345131324868,0.370188617934,0.212038726487,0.169433253297
0.1,1,1,15,0.1,0.3,0.0449104504169,0.0449104504169,0.0449104504169,0.00305121406208,0.0266969625446,0.0212647019345,0.0449104504169,0.0449104504169,0.0449104504169,0.3346619428,0.203248197924,0.141614278233
0.1,1,1,15,0.1,0.5,0.0574347570996,0.0574347570996,0.0574347570996,0.00266271178756,0.0353555025207,0.0247419663664,0.0574347570996,0.0574347570996,0.0574347570996,0.291867543535,0.180306424769,0.120457308423
0.1,1,1,15,0.1,0.8,0.0617431214271,0.0617431214271,0.0617431214271,0.00252906691738,0.0433225912263,0.0209495971182,0.0617431214271,0.0617431214271,0.0617431214271,0.277146260523,0.207799595164,0.0777941604887
0.1,1,1,15,0.3,0.1,0.0453843753081,0.0453843753081,0.0453843753081,0.003036512977,0.0237294484206,0.0246914398645,0.0453843753081,0.0453843753081,0.0453843753081,0.333042585216,0.169818187138,0.173375574536
0.1,1,1,15,0.3,0.3,0.056461363946,0.056461363946,0.056461363946,0.00269290630961,0.0285566229246,0.0305976473309,0.056461363946,0.056461363946,0.056461363946,0.295193538044,0.137162501554,0.167028600161
0.1,1,1,15,0.3,0.5,0.0608309490805,0.0608309490805,0.0608309490805,0.00255736237839,0.0310192953321,0.0323690161269,0.0608309490805,0.0608309490805,0.0608309490805,0.280263069188,0.156178613629,0.132626948862
0.1,1,1,15,0.3,0.8,0.0623255602716,0.0623255602716,0.0623255602716,0.00251099974436,0.0418235722397,0.0230129877763,0.0623255602716,0.0623255602716,0.0623255602716,0.275156120782,0.18396968763,0.099573270199
0.1,1,1,15,0.5,0.1,0.0548798005972,0.0548798005972,0.0548798005972,0.00274196618764,0.0262070707397,0.0314146960451,0.0548798005972,0.0548798005972,0.0548798005972,0.300597593943,0.123638706675,0.186121162826
0.1,1,1,15,0.5,0.3,0.064911096608,0.064911096608,0.064911096608,0.00243079676203,0.0283041788757,0.0390377144944,0.064911096608,0.064911096608,0.064911096608,0.266321581905,0.119942702404,0.154496445911
0.1,1,1,15,0.5,0.5,0.0697184102779,0.0697184102779,0.0697184102779,0.00228167455173,0.034939615116,0.0370604697136,0.0697184102779,0.0697184102779,0.0697184102779,0.249895435069,0.140193906916,0.117318436966
0.1,1,1,15,0.5,0.8,0.0613370765617,0.0613370765617,0.0613370765617,0.00254166237338,0.0374848370235,0.0263939019116,0.0613370765617,0.0613370765617,0.0613370765617,0.278533678328,0.149669865824,0.13735359517
0.1,1,1,15,0.8,0.1,0.0656927272796,0.0656927272796,0.0656927272796,0.00240655068587,0.0252861285559,0.0428131494096,0.0656927272796,0.0656927272796,0.0656927272796,0.263650822087,0.0875407637798,0.184146221805
0.1,1,1,15,0.8,0.3,0.0654724113904,0.0654724113904,0.0654724113904,0.00241338485452,0.0270445924003,0.0408412038446,0.0654724113904,0.0654724113904,0.0654724113904,0.264403621133,0.100116244917,0.172346484508
0.1,1,1,15,0.8,0.5,0.0606171144503,0.0606171144503,0.0606171144503,0.00256399549928,0.0284019681492,0.0347791418004,0.0606171144503,0.0606171144503,0.0606171144503,0.280993722371,0.120118668809,0.169439816669
0.1,1,1,15,0.8,0.8,0.0585637841308,0.0585637841308,0.0585637841308,0.002627689524,0.0316896521798,0.029501821475,0.0585637841308,0.0585637841308,0.0585637841308,0.28800976244,0.145292468731,0.151495900866
0.1,1,5,1,0.1,0.1,0.082633168954,0.082633168954,0.082633168954,0.0837396662068,0.0830235913421,0.0833492438188,0.082633168954,0.082633168954,0.082633168954,0.0850275774516,0.0843841455813,0.0846767618752
0.1,1,5,1,0.1,0.3,0.0861442264743,0.0861442264743,0.0861442264743,0.0817020617051,0.0847735860006,0.0830727021788,0.0861442264743,0.0861442264743,0.0861442264743,0.0765315888973,0.0792915190585,0.077763183314
0.1,1,5,1,0.1,0.5,0.0880681253443,0.0880681253443,0.0880681253443,0.0805855476703,0.0873309072693,0.0813227657453,0.0880681253443,0.0880681253443,0.0880681253443,0.0718761759098,0.0779372450856,0.0725386062538
0.1,1,5,1,0.1,0.8,0.0918616846809,0.0918616846809,0.0918616846809,0.0783839962752,0.0900195157173,0.0802261652389,0.0918616846809,0.0918616846809,0.0918616846809,0.0626965949664,0.073151736356,0.0643518833607
0.1,1,5,1,0.3,0.1,0.0859273478835,0.0859273478835,0.0859273478835,0.0818279248647,0.0824889761233,0.0852662966249,0.0859273478835,0.0859273478835,0.0859273478835,0.0770563874842,0.0776503777554,0.0801459498468
0.1,1,5,1,0.3,0.3,0.0895266850141,0.0895266850141,0.0895266850141,0.0797390882397,0.0844584134911,0.0848073597628,0.0895266850141,0.0895266850141,0.0895266850141,0.0683467816492,0.0725873498744,0.0729008968981
0.1,1,5,1,0.3,0.5,0.0905399998941,0.0905399998941,0.0905399998941,0.0791510218383,0.0864252868309,0.0832657349015,0.0905399998941,0.0905399998941,0.0905399998941,0.0658947820529,0.0724311013164,0.0695920736955
0.1,1,5,1,0.3,0.8,0.0913746602396,0.0913746602396,0.0913746602396,0.0786666356762,0.0890312134481,0.0810100824676,0.0913746602396,0.0913746602396,0.0913746602396,0.0638750872171,0.0731882190282,0.0659808007254
0.1,1,5,1,0.5,0.1,0.0892759596505,0.0892759596505,0.0892759596505,0.0798845940102,0.0819090505436,0.0872515031171,0.0892759596505,0.0892759596505,0.0892759596505,0.0689534819972,0.0707725654906,0.0755730469382
0.1,1,5,1,0.5,0.3,0.0907976788705,0.0907976788705,0.0907976788705,0.0790014806134,0.0832494454915,0.0865497139925,0.0907976788705,0.0907976788705,0.0907976788705,0.0652712554881,0.0690882810751,0.0720537501163
0.1,1,5,1,0.5,0.5,0.0914633820579,0.0914633820579,0.0914633820579,0.0786151469223,0.08510783177,0.0849706972102,0.0914633820579,0.0914633820579,0.0914633820579,0.0636603998904,0.0694944273248,0.069371204535
0.1,1,5,1,0.5,0.8,0.0896288678705,0.0896288678705,0.0896288678705,0.0796797875171,0.0869732872607,0.0823353681269,0.0896288678705,0.0896288678705,0.0896288678705,0.0680995215649,0.0746531242522,0.0704857040551
0.1,1,5,1,0.8,0.1,0.090311728007,0.090311728007,0.090311728007,0.079283496975,0.0787633036464,0.0908319213355,0.090311728007,0.090311728007,0.090311728007,0.066447149916,0.0659797284634,0.0768240316214
0.1,1,5,1,0.8,0.3,0.090691182574,0.090691182574,0.090691182574,0.0790632845947,0.0806931418643,0.0890613253043,0.090691182574,0.090691182574,0.090691182574,0.0655289531508,0.0669934680039,0.0745127316381
0.1,1,5,1,0.8,0.5,0.090185453761,0.090185453761,0.090185453761,0.0793567788767,0.082622967748,0.0869192648897,0.090185453761,0.090185453761,0.090185453761,0.0667527058754,0.0696875528055,0.0735480072388
0.1,1,5,1,0.8,0.8,0.0871436262805,0.0871436262805,0.0871436262805,0.0811220707672,0.0845925414236,0.0836731556241,0.0871436262805,0.0871436262805,0.0871436262805,0.0741132607252,0.0772316657235,0.0764055480533
0.1,1,5,3,0.1,0.1,0.0585190145547,0.0585190145547,0.0585190145547,0.0743671747219,0.0669617743715,0.0659244149051,0.0585190145547,0.0585190145547,0.0585190145547,0.175781387846,0.134160758308,0.131690402519
0.1,1,5,3,0.1,0.3,0.0688360107071,0.0688360107071,0.0688360107071,0.0672207216476,0.0715551652297,0.0645015671249,0.0688360107071,0.0688360107071,0.0688360107071,0.152207641033,0.118632436525,0.112866404197
0.1,1,5,3,0.1,0.5,0.0767825728954,0.0767825728954,0.0767825728954,0.0617162382745,0.0785533524167,0.0599454587532,0.0767825728954,0.0767825728954,0.0767825728954,0.134050200408,0.110853834753,0.0941854780212
0.1,1,5,3,0.1,0.8,0.0829729366404,0.0829729366404,0.0829729366404,0.0574282514066,0.0852066615345,0.0551945265126,0.0829729366404,0.0829729366404,0.0829729366404,0.119905572898,0.104156274687,0.0802710931188
0.1,1,5,3,0.3,0.1,0.067929676947,0.067929676947,0.067929676947,0.0678485276088,0.0639989315839,0.0717792729719,0.067929676947,0.067929676947,0.067929676947,0.154278561897,0.112999468941,0.121517175315
0.1,1,5,3,0.3,0.3,0.0769998160112,0.0769998160112,0.0769998160112,0.0615657567089,0.0693770574366,0.0691885152835,0.0769998160112,0.0769998160112,0.0769998160112,0.1335538123,0.102169923816,0.102146038387
0.1,1,5,3,0.3,0.5,0.0806880725046,0.0806880725046,0.0806880725046,0.0590109479674,0.075017228775,0.064681791697,0.0806880725046,0.0806880725046,0.0806880725046,0.125126356917,0.100372864382,0.0916623752341
0.1,1,5,3,0.3,0.8,0.0814613231446,0.0814613231446,0.0814613231446,0.0584753270045,0.0802972589905,0.0596393911586,0.0814613231446,0.0814613231446,0.0814613231446,0.123359523379,0.103055590914,0.0864049696858
0.1,1,5,3,0.5,0.1,0.0768804112725,0.0768804112725,0.0768804112725,0.061648466865,0.0605869497937,0.0779419283438,0.0768804112725,0.0768804112725,0.0768804112725,0.133826645306,0.0951199960684,0.109593545988
0.1,1,5,3,0.5,0.3,0.0811371655939,0.0811371655939,0.0811371655939,0.0586998668503,0.0643173320444,0.0755197003998,0.0811371655939,0.0811371655939,0.0811371655939,0.124100204864,0.0910164178103,0.099523484468
0.1,1,5,3,0.5,0.5,0.0823515476424,0.0823515476424,0.0823515476424,0.0578586797261,0.0700662158321,0.0701440115364,0.0823515476424,0.0823515476424,0.0823515476424,0.121325411259,0.093835943871,0.092660451921
0.1,1,5,3,0.5,0.8,0.0794963102748,0.0794963102748,0.0794963102748,0.0598364666286,0.0763588307202,0.0629739461832,0.0794963102748,0.0794963102748,0.0794963102748,0.127849465528,0.102914805212,0.0930886240787
0.1,1,5,3,0.8,0.1,0.0811104002129,0.0811104002129,0.0811104002129,0.058718406892,0.0545007909562,0.0853280161487,0.0811104002129,0.0811104002129,0.0811104002129,0.12416136223,0.082931737653,0.107697284842
0.1,1,5,3,0.8,0.3,0.0818744091747,0.0818744091747,0.0818744091747,0.058189187523,0.0590439623825,0.0810196343153,0.0818744091747,0.0818744091747,0.0818744091747,0.122415645399,0.0860817922984,0.102003323033
0.1,1,5,3,0.8,0.5,0.0794975400705,0.0794975400705,0.0794975400705,0.0598356147647,0.0633551404128,0.0759780144223,0.0794975400705,0.0794975400705,0.0794975400705,0.127846655516,0.0929614615713,0.103037872891
0.1,1,5,3,0.8,0.8,0.0717041524075,0.0717041524075,0.0717041524075,0.0652339960765,0.068032311269,0.0689058372151,0.0717041524075,0.0717041524075,0.0717041524075,0.145654101101,0.111184388511,0.110764451383
0.1,1,5,5,0.1,0.1,0.0354855183477,0.0354855183477,0.0354855183477,0.0584900838677,0.0488172810587,0.0451583211567,0.0354855183477,0.0354855183477,0.0354855183477,0.274302365426,0.185241420732,0.175077417673
0.1,1,5,5,0.1,0.3,0.0536737439014,0.0536737439014,0.0536737439014,0.0494832179378,0.0574848312411,0.045672130598,0.0536737439014,0.0536737439014,0.0536737439014,0.226928207478,0.158275445042,0.140113704295
0.1,1,5,5,0.1,0.5,0.0654618734813,0.0654618734813,0.0654618734813,0.0436456994632,0.0661822207022,0.0429253522423,0.0654618734813,0.0654618734813,0.0654618734813,0.196224128568,0.148560627429,0.109690730707
0.1,1,5,5,0.1,0.8,0.0752218305973,0.0752218305973,0.0752218305973,0.0388125383082,0.0765246469596,0.0375097219458,0.0752218305973,0.0752218305973,0.0752218305973,0.170802750951,0.135507006033,0.0895123522184
0.1,1,5,5,0.3,0.1,0.053315579846,0.053315579846,0.053315579846,0.0496605818933,0.0460902423174,0.0568859194219,0.053315579846,0.053315579846,0.053315579846,0.22786110335,0.139228232351,0.160380441591
0.1,1,5,5,0.3,0.3,0.065574597375,0.065574597375,0.065574597375,0.04358987824,0.0541321598467,0.0550323157683,0.065574597375,0.065574597375,0.065574597375,0.195930521062,0.12899745285,0.128870087983
0.1,1,5,5,0.3,0.5,0.0714789063218,0.0714789063218,0.0714789063218,0.0406660460643,0.0637657062514,0.0483792461348,0.0714789063218,0.0714789063218,0.0714789063218,0.180551799053,0.129687343584,0.108076420982
0.1,1,5,5,0.3,0.8,0.073566398788,0.073566398788,0.073566398788,0.0396323132949,0.0717522896037,0.0414464224792,0.073566398788,0.073566398788,0.073566398788,0.175114589276,0.133930228965,0.0967257636528
0.1,1,5,5,0.5,0.1,0.0654608102341,0.0654608102341,0.0654608102341,0.0436462259865,0.0425894189524,0.0665176172682,0.0654608102341,0.0654608102341,0.0654608102341,0.196226897966,0.111814299324,0.146440679098
0.1,1,5,5,0.5,0.3,0.0728607858291,0.0728607858291,0.0728607858291,0.0399817350293,0.0484579436629,0.0643845771955,0.0728607858291,0.0728607858291,0.0728607858291,0.176952471683,0.106795176404,0.126263381051
0.1,1,5,5,0.5,0.5,0.0738299385295,0.0738299385295,0.0738299385295,0.0395018075943,0.0586068140218,0.0547249321019,0.0738299385295,0.0738299385295,0.0738299385295,0.174428157645,0.1144257186,0.115332938861
