alpha,k,sample_amount,learning_parameter,epsilon,delta,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
1,1,5,3,0.8,0.1,0.0798519830482,0.0798519830482,0.0798519830482,0.0537150409092,0.0497448139062,0.0838222100512,0.0798519830482,0.0798519830482,0.0798519830482,0.11121210895,0.111196963947,0.111196963947
1,1,5,3,0.8,0.3,0.0813627302178,0.0813627302178,0.0813627302178,0.0528543508994,0.0537220527307,0.0804950283865,0.0813627302178,0.0813627302178,0.0813627302178,0.108260557597,0.10824581454,0.10824581454
1,1,5,3,0.8,0.5,0.0773276147524,0.0773276147524,0.0773276147524,0.0551532025137,0.0585581188983,0.0739226983678,0.0773276147524,0.0773276147524,0.0773276147524,0.116143974989,0.116128158358,0.116128158358
1,1,5,3,0.8,0.8,0.0694569964806,0.0694569964806,0.0694569964806,0.0596371841183,0.0650403023898,0.0640538782092,0.0694569964806,0.0694569964806,0.0694569964806,0.131520825913,0.131502915243,0.131502915243
1,1,5,5,0.1,0.1,0.0263503030405,0.0263503030405,0.0263503030405,0.0505832399102,0.0381626491098,0.0387708938409,0.0263503030405,0.0263503030405,0.0263503030405,0.238163168391,0.238109115252,0.238109115252
1,1,5,5,0.1,0.3,0.0468157284415,0.0468157284415,0.0468157284415,0.0426904179437,0.0499624684049,0.0395436779803,0.0468157284415,0.0468157284415,0.0468157284415,0.195665960367,0.195621552327,0.195621552327
1,1,5,5,0.1,0.5,0.0620382200252,0.0620382200252,0.0620382200252,0.0368196181142,0.0627264261419,0.0361314119974,0.0620382200252,0.0620382200252,0.0620382200252,0.164055897111,0.164018663242,0.164018663242
1,1,5,5,0.1,0.8,0.0725202211837,0.0725202211837,0.0725202211837,0.0327770650094,0.0732842190394,0.0320130671536,0.0725202211837,0.0725202211837,0.0725202211837,0.142289636454,0.142257342621,0.142257342621
1,1,5,5,0.3,0.1,0.0465484707421,0.0465484707421,0.0465484707421,0.0427934901936,0.0380801548665,0.0512618060692,0.0465484707421,0.0465484707421,0.0465484707421,0.196220930802,0.196176396808,0.196176396808
1,1,5,5,0.3,0.3,0.0631834741658,0.0631834741658,0.0631834741658,0.0363779323509,0.0497729307916,0.0497884757251,0.0631834741658,0.0631834741658,0.0631834741658,0.161677734796,0.161641040671,0.161641040671
1,1,5,5,0.3,0.5,0.0700353616912,0.0700353616912,0.0700353616912,0.0337353912206,0.0600073347484,0.0437634181634,0.0700353616912,0.0700353616912,0.0700353616912,0.147449538517,0.147416073601,0.147416073601
1,1,5,5,0.3,0.8,0.0739247206066,0.0739247206066,0.0739247206066,0.0322353971143,0.0693639759281,0.0367961417929,0.0739247206066,0.0739247206066,0.0739247206066,0.139373141781,0.139341509872,0.139341509872
1,1,5,5,0.5,0.1,0.0642801060884,0.0642801060884,0.0642801060884,0.0359549985317,0.0371000004856,0.0631351041345,0.0642801060884,0.0642801060884,0.0642801060884,0.159400538303,0.159364361007,0.159364361007
1,1,5,5,0.5,0.3,0.073960744269,0.073960744269,0.073960744269,0.0322215040069,0.0453035348701,0.0608787134058,0.073960744269,0.073960744269,0.073960744269,0.139298337322,0.13926672239,0.13926672239
1,1,5,5,0.5,0.5,0.0735366164939,0.0735366164939,0.0735366164939,0.032385075736,0.0514810205307,0.0544406716993,0.0735366164939,0.0735366164939,0.0735366164939,0.140179054236,0.140147239417,0.140147239417
1,1,5,5,0.5,0.8,0.0690354801346,0.0690354801346,0.0690354801346,0.034121011698,0.061454662579,0.0417018292536,0.0690354801346,0.0690354801346,0.0690354801346,0.149525829319,0.149491893171,0.149491893171
1,1,5,5,0.8,0.1,0.0737094325092,0.0737094325092,0.0737094325092,0.0323184264476,0.032695129333,0.0733327296237,0.0737094325092,0.0737094325092,0.0737094325092,0.139820195428,0.139788462056,0.139788462056
1,1,5,5,0.8,0.3,0.0716175900685,0.0716175900685,0.0716175900685,0.0331251792828,0.036082404947,0.0686603644042,0.0716175900685,0.0716175900685,0.0716175900685,0.144163983139,0.144131263908,0.144131263908
1,1,5,5,0.8,0.5,0.069853188997,0.069853188997,0.069853188997,0.0338056490635,0.0429870322214,0.060671805839,0.069853188997,0.069853188997,0.069853188997,0.147827826813,0.147794276041,0.147794276041
1,1,5,5,0.8,0.8,0.056162426051,0.056162426051,0.056162426051,0.0390857129957,0.0484708122385,0.0467773268082,0.056162426051,0.056162426051,0.056162426051,0.176257199255,0.176217196198,0.176217196198
1,1,5,10,0.1,0.1,0.012516622833,0.012516622833,0.012516622833,0.0129143336087,0.0128505392048,0.012580417237,0.012516622833,0.012516622833,0.012516622833,0.2956077684,0.295473602276,0.295473602276
1,1,5,10,0.1,0.3,0.0373914232173,0.0373914232173,0.0373914232173,0.0105034057791,0.0282833187434,0.0196115102529,0.0373914232173,0.0373914232173,0.0373914232173,0.239156771955,0.239048226983,0.239048226983
1,1,5,10,0.1,0.5,0.0532709614086,0.0532709614086,0.0532709614086,0.00896432124545,0.0422122591436,0.0200230235105,0.0532709614086,0.0532709614086,0.0532709614086,0.203119668536,0.203027479556,0.203027479556
1,1,5,10,0.1,0.8,0.0679809087041,0.0679809087041,0.0679809087041,0.00753859638495,0.0565882280561,0.018931277033,0.0679809087041,0.0679809087041,0.0679809087041,0.169736840548,0.169659802877,0.169659802877
1,1,5,10,0.3,0.1,0.0370757485309,0.0370757485309,0.0370757485309,0.0105340017587,0.018699319601,0.0289104306887,0.0370757485309,0.0370757485309,0.0370757485309,0.239873165668,0.239764295549,0.239764295549
1,1,5,10,0.3,0.3,0.0583122831231,0.0583122831231,0.0583122831231,0.00847570374371,0.0340177715612,0.0327702153056,0.0583122831231,0.0583122831231,0.0583122831231,0.191678867815,0.191591871418,0.191591871418
1,1,5,10,0.3,0.5,0.0668669946478,0.0668669946478,0.0668669946478,0.00764655971959,0.0445535510482,0.0299600033192,0.0668669946478,0.0668669946478,0.0668669946478,0.17226476268,0.172186577673,0.172186577673
1,1,5,10,0.3,0.8,0.0715180162594,0.0715180162594,0.0715180162594,0.00719577107942,0.0542720012486,0.0244417860902,0.0715180162594,0.0715180162594,0.0715180162594,0.161709710965,0.16163631653,0.16163631653
1,1,5,10,0.5,0.1,0.0551112345552,0.0551112345552,0.0551112345552,0.00878595737218,0.0202078885157,0.0436893034117,0.0551112345552,0.0551112345552,0.0551112345552,0.19894334345,0.198853049959,0.198853049959
1,1,5,10,0.5,0.3,0.0676419651837,0.0676419651837,0.0676419651837,0.00757144763816,0.0308223491535,0.0443910636683,0.0676419651837,0.0676419651837,0.0676419651837,0.170506040669,0.170428653884,0.170428653884
1,1,5,10,0.5,0.5,0.0699766486353,0.0699766486353,0.0699766486353,0.00734516428232,0.0382115259518,0.0391102869658,0.0699766486353,0.0699766486353,0.0699766486353,0.165207698363,0.165132716313,0.165132716313
1,1,5,10,0.5,0.8,0.0662196436158,0.0662196436158,0.0662196436158,0.00770930259972,0.0464056040832,0.0275233421324,0.0662196436158,0.0662196436158,0.0662196436158,0.173733864351,0.17365501257,0.17365501257
1,1,5,10,0.8,0.1,0.0696606105979,0.0696606105979,0.0696606105979,0.00737579547886,0.0197885822314,0.0572478238453,0.0696606105979,0.0696606105979,0.0696606105979,0.165924916666,0.165849609095,0.165849609095
1,1,5,10,0.8,0.3,0.0705290999051,0.0705290999051,0.0705290999051,0.00729161932435,0.0240597908802,0.0537609283492,0.0705290999051,0.0705290999051,0.0705290999051,0.163953962687,0.163879549664,0.163879549664
1,1,5,10,0.8,0.5,0.0644093346682,0.0644093346682,0.0644093346682,0.00788476226792,0.0265328199135,0.0457612770227,0.0644093346682,0.0644093346682,0.0644093346682,0.177842188534,0.177761472126,0.177761472126
1,1,5,10,0.8,0.8,0.0471984157045,0.0471984157045,0.0471984157045,0.00955288755388,0.0284692530724,0.028282050186,0.0471984157045,0.0471984157045,0.0471984157045,0.216900734139,0.216802290411,0.216802290411
1,1,5,15,0.1,0.1,0.0106311233148,0.0106311233148,0.0106311233148,0.00279443424805,0.0068392602672,0.00658629729564,0.0106311233148,0.0106311233148,0.0106311233148,0.306803654515,0.306594806893,0.306594806893
1,1,5,15,0.1,0.3,0.03661067924,0.03661067924,0.03661067924,0.00224793455557,0.0240956726399,0.0147629411557,0.03661067924,0.03661067924,0.03661067924,0.246521667016,0.246353854596,0.246353854596
1,1,5,15,0.1,0.5,0.0541531529889,0.0541531529889,0.0541531529889,0.00187891529532,0.0378659487324,0.0181661195518,0.0541531529889,0.0541531529889,0.0541531529889,0.205816768663,0.205676664912,0.205676664912
1,1,5,15,0.1,0.8,0.0699921092878,0.0699921092878,0.0699921092878,0.00154573081859,0.0533738042674,0.018164035839,0.0699921092878,0.0699921092878,0.0699921092878,0.169064648328,0.16894956251,0.16894956251
1,1,5,15,0.3,0.1,0.0361906886679,0.0361906886679,0.0361906886679,0.00225676937627,0.0148783689098,0.0235690891344,0.0361906886679,0.0361906886679,0.0361906886679,0.247496197393,0.24732772159,0.24732772159
1,1,5,15,0.3,0.3,0.055782344859,0.055782344859,0.055782344859,0.00184464400683,0.0295429349715,0.0280840538944,0.055782344859,0.055782344859,0.055782344859,0.202036452932,0.201898922521,0.201898922521
1,1,5,15,0.3,0.5,0.0678191459509,0.0678191459509,0.0678191459509,0.00159144075292,0.0413653780223,0.0280452086815,0.0678191459509,0.0678191459509,0.0678191459509,0.174106710983,0.173988192928,0.173988192928
1,1,5,15,0.3,0.8,0.070378541009,0.070378541009,0.070378541009,0.00153760193381,0.0500543855744,0.0218617573684,0.070378541009,0.070378541009,0.070378541009,0.168167986651,0.168053511209,0.168053511209
1,1,5,15,0.5,0.1,0.0541166152527,0.0541166152527,0.0541166152527,0.00187968389435,0.0167853649933,0.0392109341538,0.0541166152527,0.0541166152527,0.0541166152527,0.205901549456,0.205761387993,0.205761387993
1,1,5,15,0.5,0.3,0.0663249385122,0.0663249385122,0.0663249385122,0.00162287254137,0.026876304579,0.0410715064745,0.0663249385122,0.0663249385122,0.0663249385122,0.1775738139,0.177452935716,0.177452935716
1,1,5,15,0.5,0.5,0.070007881214,0.070007881214,0.070007881214,0.00154539904414,0.0359437673572,0.0356095129009,0.070007881214,0.070007881214,0.070007881214,0.169028051742,0.168912990836,0.168912990836
1,1,5,15,0.5,0.8,0.0613708833146,0.0613708833146,0.0613708833146,0.00172708485546,0.0394953847226,0.0236025834475,0.0613708833146,0.0613708833146,0.0613708833146,0.189069017834,0.188940314626,0.188940314626
1,1,5,15,0.8,0.1,0.0710602762805,0.0710602762805,0.0710602762805,0.00152326111454,0.018004592774,0.054578944621,0.0710602762805,0.0710602762805,0.0710602762805,0.166586113688,0.16647271506,0.16647271506
1,1,5,15,0.8,0.3,0.0685368990039,0.0685368990039,0.0685368990039,0.00157634227226,0.0218694416027,0.0482437996735,0.0685368990039,0.0685368990039,0.0685368990039,0.17244126371,0.172323879359,0.172323879359
1,1,5,15,0.8,0.5,0.0647559374391,0.0647559374391,0.0647559374391,0.00165587767073,0.0245184403835,0.0418933747264,0.0647559374391,0.0647559374391,0.0647559374391,0.181214465162,0.181091108711,0.181091108711
1,1,5,15,0.8,0.8,0.0462058804138,0.0462058804138,0.0462058804138,0.00204609221054,0.0242486889858,0.0240032836385,0.0462058804138,0.0462058804138,0.0462058804138,0.224257321973,0.224104665355,0.224104665355
1,1,5,20,0.1,0.1,0.00930329718164,0.00930329718164,0.00930329718164,0.000592130096313,0.00485369244699,0.00504173483096,0.00930329718164,0.00930329718164,0.00930329718164,0.311419300319,0.311136679608,0.311136679608
1,1,5,20,0.1,0.3,0.034151849038,0.034151849038,0.034151849038,0.000482069565206,0.0206227573836,0.0140111612196,0.034151849038,0.034151849038,0.034151849038,0.25347766403,0.253247626787,0.253247626787
1,1,5,20,0.1,0.5,0.0520428189279,0.0520428189279,0.0520428189279,0.000402825927206,0.036251011665,0.0161946331901,0.0520428189279,0.0520428189279,0.0520428189279,0.211759656631,0.21156747951,0.21156747951
1,1,5,20,0.1,0.8,0.0681121030051,0.0681121030051,0.0681121030051,0.000331650997163,0.0513174095065,0.0171263444958,0.0681121030051,0.0681121030051,0.0681121030051,0.174289440306,0.174131268332,0.174131268332
1,1,5,20,0.3,0.1,0.0345655975023,0.0345655975023,0.0345655975023,0.000480236968442,0.0143714636666,0.0206743708041,0.0345655975023,0.0345655975023,0.0345655975023,0.252512888974,0.252283727287,0.252283727287
1,1,5,20,0.3,0.3,0.055776309215,0.055776309215,0.055776309215,0.000386289352912,0.0268866244916,0.0292759740764,0.055776309215,0.055776309215,0.055776309215,0.203053936573,0.202869660108,0.202869660108
1,1,5,20,0.3,0.5,0.0670023564713,0.0670023564713,0.0670023564713,0.000336566345696,0.0400019328459,0.0273369899712,0.0670023564713,0.0670023564713,0.0670023564713,0.176877137585,0.176716617212,0.176716617212
1,1,5,20,0.3,0.8,0.0710928256067,0.0710928256067,0.0710928256067,0.000318448621648,0.0485851918117,0.0228260824166,0.0710928256067,0.0710928256067,0.0710928256067,0.167339017366,0.167187153072,0.167187153072
1,1,5,20,0.5,0.1,0.053701783354,0.053701783354,0.053701783354,0.000395477953495,0.016632951913,0.0374643093945,0.053701783354,0.053701783354,0.053701783354,0.207891297865,0.207702631375,0.207702631375
1,1,5,20,0.5,0.3,0.0673457383654,0.0673457383654,0.0673457383654,0.000335045420297,0.0277151222945,0.0399656614912,0.0673457383654,0.0673457383654,0.0673457383654,0.176076442683,0.17591664896,0.17591664896
1,1,5,20,0.5,0.5,0.0704486235814,0.0704486235814,0.0704486235814,0.000321301955615,0.035260026848,0.035509898689,0.0704486235814,0.0704486235814,0.0704486235814,0.168841162024,0.168687934497,0.168687934497
1,1,5,20,0.5,0.8,0.0659809822965,0.0659809822965,0.0659809822965,0.000341090270663,0.0406309508094,0.0256911217577,0.0659809822965,0.0659809822965,0.0659809822965,0.179258768969,0.179096087207,0.179096087207
1,1,5,20,0.8,0.1,0.06611832023,0.06611832023,0.06611832023,0.000340481966163,0.0167103539597,0.0497484482365,0.06611832023,0.06611832023,0.06611832023,0.178938525575,0.178776134441,0.178776134441
1,1,5,20,0.8,0.3,0.0697680294407,0.0697680294407,0.0697680294407,0.000324316479481,0.0219891313272,0.0481032145929,0.0697680294407,0.0697680294407,0.0697680294407,0.1704281655,0.170273497728,0.170273497728
1,1,5,20,0.8,0.5,0.0658688413079,0.0658688413079,0.0658688413079,0.00034158697151,0.0258768295777,0.0403335987017,0.0658688413079,0.0658688413079,0.0658688413079,0.179520258348,0.179357339277,0.179357339277
1,1,5,20,0.8,0.8,0.0461859596161,0.0461859596161,0.0461859596161,0.000428767440829,0.022479955303,0.024134771754,0.0461859596161,0.0461859596161,0.0461859596161,0.225416630043,0.225212058881,0.225212058881
1,1,20,1,0.1,0.1,0.0824072683319,0.0824072683319,0.0824072683319,0.0837159679541,0.0830023327641,0.0831209035219,0.0824072683319,0.0824072683319,0.0824072683319,0.0852392333353,0.0852389762166,0.0852389762166
1,1,20,1,0.1,0.3,0.086324819246,0.086324819246,0.086324819246,0.0820973012233,0.0857350352414,0.0826870852279,0.086324819246,0.086324819246,0.086324819246,0.0771766672268,0.0771774978023,0.0771774978023
1,1,20,1,0.1,0.5,0.0899509614139,0.0899509614139,0.0899509614139,0.0805990397285,0.0886903458888,0.0818596552536,0.0899509614139,0.0899509614139,0.0899509614139,0.0697138386412,0.0697156760023,0.0697156760023
1,1,20,1,0.1,0.8,0.0932344909968,0.0932344909968,0.0932344909968,0.0792423400424,0.0923330712486,0.0801437597906,0.0932344909968,0.0932344909968,0.0932344909968,0.0629561282981,0.0629588773196,0.0629588773196
1,1,20,1,0.3,0.1,0.08605242649,0.08605242649,0.08605242649,0.0822098493692,0.0828636569684,0.0853986188908,0.08605242649,0.08605242649,0.08605242649,0.077737268646,0.0777380235927,0.0777380235927
1,1,20,1,0.3,0.3,0.0904267516198,0.0904267516198,0.0904267516198,0.080402451147,0.0853917530213,0.0854374497455,0.0904267516198,0.0904267516198,0.0904267516198,0.0687346324808,0.0687366019433,0.0687366019433
1,1,20,1,0.3,0.5,0.0929109302245,0.0929109302245,0.0929109302245,0.0793760299596,0.0883793345581,0.083907625626,0.0929109302245,0.0929109302245,0.0929109302245,0.0636220367124,0.0636246958984,0.0636246958984
1,1,20,1,0.3,0.8,0.093304714618,0.093304714618,0.093304714618,0.0792133248128,0.0909035701471,0.0816144692837,0.093304714618,0.093304714618,0.093304714618,0.0628116036704,0.0628143721892,0.0628143721892
1,1,20,1,0.5,0.1,0.0900364391024,0.0900364391024,0.0900364391024,0.0805637217726,0.0814116869201,0.0891884739549,0.0900364391024,0.0900364391024,0.0900364391024,0.0695379201836,0.0695397812772,0.0695397812772
1,1,20,1,0.5,0.3,0.0928681521698,0.0928681521698,0.0928681521698,0.0793937051387,0.0839219886472,0.0883398686613,0.0928681521698,0.0928681521698,0.0928681521698,0.0637100766389,0.0637127239477,0.0637127239477
1,1,20,1,0.5,0.5,0.0935061355194,0.0935061355194,0.0935061355194,0.0791301010541,0.0865946587176,0.0860415778558,0.0935061355194,0.0935061355194,0.0935061355194,0.0623970667904,0.062399891233,0.062399891233
1,1,20,1,0.5,0.8,0.0919590436676,0.0919590436676,0.0919590436676,0.0797693336167,0.0884834689395,0.0832449083447,0.0919590436676,0.0919590436676,0.0919590436676,0.0655810790992,0.0655834739973,0.0655834739973
1,1,20,1,0.8,0.1,0.0928839179469,0.0928839179469,0.0928839179469,0.0793871909824,0.0801825403055,0.0920885686238,0.0928839179469,0.0928839179469,0.0928839179469,0.0636776296783,0.0636802813644,0.0636802813644
1,1,20,1,0.8,0.3,0.0932123080182,0.0932123080182,0.0932123080182,0.0792515056793,0.0816073209967,0.0908564927009,0.0932123080182,0.0932123080182,0.0932123080182,0.063001782263,0.0630045251254,0.0630045251254
1,1,20,1,0.8,0.5,0.0917689300197,0.0917689300197,0.0917689300197,0.0798478854067,0.082884216955,0.0887325984715,0.0917689300197,0.0917689300197,0.0917689300197,0.0659723449405,0.0659746870541,0.0659746870541
1,1,20,1,0.8,0.8,0.0878497256791,0.0878497256791,0.0878497256791,0.0814672353058,0.0844801297812,0.0848368312037,0.0878497256791,0.0878497256791,0.0878497256791,0.0740383139047,0.0740395678651,0.0740395678651
1,1,20,3,0.1,0.1,0.049056765586,0.049056765586,0.049056765586,0.0712594299068,0.0604288365018,0.059887358991,0.049056765586,0.049056765586,0.049056765586,0.171376819233,0.171353480925,0.171353480925
1,1,20,3,0.1,0.3,0.0626668181123,0.0626668181123,0.0626668181123,0.0635056267037,0.0675623514999,0.0586100933161,0.0626668181123,0.0626668181123,0.0626668181123,0.144786818101,0.144767100853,0.144767100853
1,1,20,3,0.1,0.5,0.0732892979314,0.0732892979314,0.0732892979314,0.057453877977,0.0764214922014,0.054321683707,0.0732892979314,0.0732892979314,0.0732892979314,0.124033646879,0.124016755823,0.124016755823
1,1,20,3,0.1,0.8,0.081318558075,0.081318558075,0.081318558075,0.0528795162763,0.083585530145,0.0506125442063,0.081318558075,0.081318558075,0.081318558075,0.108346856847,0.108332102038,0.108332102038
1,1,20,3,0.3,0.1,0.0622771568752,0.0622771568752,0.0622771568752,0.0637276211848,0.0581590495856,0.0678457284744,0.0622771568752,0.0622771568752,0.0622771568752,0.145548100448,0.145528279528,0.145528279528
1,1,20,3,0.3,0.3,0.0737369811757,0.0737369811757,0.0737369811757,0.0571988276921,0.0658964923926,0.0650393164752,0.0737369811757,0.0737369811757,0.0737369811757,0.123159006759,0.123142234813,0.123142234813
1,1,20,3,0.3,0.5,0.0798412392552,0.0798412392552,0.0798412392552,0.0537211617715,0.0728164968282,0.0607459041984,0.0798412392552,0.0798412392552,0.0798412392552,0.111233099131,0.11121795127,0.11121795127
1,1,20,3,0.3,0.8,0.0816379180929,0.0816379180929,0.0816379180929,0.0526975732071,0.0804998454912,0.0538356458087,0.0816379180929,0.0816379180929,0.0816379180929,0.107722922206,0.107708252365,0.107708252365
1,1,20,3,0.5,0.1,0.0729268550626,0.0729268550626,0.0729268550626,0.0576603658411,0.0543664881376,0.0762207327662,0.0729268550626,0.0729268550626,0.0729268550626,0.124741752617,0.124724765131,0.124724765131
1,1,20,3,0.5,0.3,0.0799996676575,0.0799996676575,0.0799996676575,0.0536309032915,0.0604040139689,0.0732265569801,0.0799996676575,0.0799996676575,0.0799996676575,0.110923577078,0.110908471368,0.110908471368
1,1,20,3,0.5,0.5,0.0821887695879,0.0821887695879,0.0821887695879,0.0523837467851,0.0672301895773,0.0673423267957,0.0821887695879,0.0821887695879,0.0821887695879,0.10664672196,0.106632198677,0.106632198677
1,1,20,3,0.5,0.8,0.078627963172,0.078627963172,0.078627963172,0.0544123790876,0.0742782034571,0.0587621388025,0.078627963172,0.078627963172,0.078627963172,0.113603480316,0.113588009653,0.113588009653
1,1,20,3,0.8,0.1,0.0819132532206,0.0819132532206,0.0819132532206,0.0525407116233,0.0506176153451,0.0838363494987,0.0819132532206,0.0819132532206,0.0819132532206,0.107184999127,0.107170402541,0.107170402541
1,1,20,3,0.8,0.3,0.0807424453266,0.0807424453266,0.0807424453266,0.0532077343244,0.0533512826133,0.0805988970377,0.0807424453266,0.0807424453266,0.0807424453266,0.109472410081,0.109457501992,0.109457501992
