run_ID,t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0,0.0232382043199,0.169001266515,0.0796964951715,0.347427220781,0.015664553834,0.0497782606536,0.0864735870257,0.0500433958941,0.0733191536032,0.0565098385852,0.0299996207523,0.0188484028655,1,0.1,13,5,10,1,20,2.47732041827e-06,1.80164647185e-05,8.49608481082e-06,0.16546725548,0.000176532289229,0.000560978014449,9.21856008454e-06,5.33490130052e-06,7.81622511667e-06,0.452484070261,0.234147641869,0.14711216253
1,0.30681136459,0.0966552550684,0.00414562171041,0.00774575593622,0.0379046636976,0.0343977696698,0.131902917615,0.287214794083,0.0300536370222,0.0226339428257,0.0392928570201,0.00124142076193,1,0.1,13,5,10,1,20,0.0213351391531,0.00672124163171,0.000288279465091,0.0288121628856,0.0222146396172,0.0201593678009,0.0091723039848,0.0199724270539,0.00208987867442,0.314128118504,0.538105505258,0.0170009359715
2,0.0488622178515,0.244909942072,0.154657274617,0.121913264921,0.0936339127306,0.032560445833,0.042932422101,0.054272273153,0.0172453334134,0.0347266911756,0.113826989995,0.0404592321376,1,0.1,13,5,10,1,20,2.80502993787e-06,1.40595279912e-05,8.87839939496e-06,0.0458897642812,0.000723925050523,0.000251739158466,2.46461856612e-06,3.11560460586e-06,9.90001654451e-07,0.178822422043,0.571236640317,0.203043195968
3,0.111980553214,0.0311370468422,0.11222971889,0.0408727055943,0.00989520409124,0.00279224091465,0.142030867861,0.209746722884,0.0589853252665,0.0475890623408,0.0477302937688,0.185010258332,1,0.1,13,5,10,1,20,2.93719228158e-06,8.16708714423e-07,2.94372776901e-06,0.0112519503585,4.65976402076e-05,1.31489796789e-05,3.72539656979e-06,5.50154859801e-06,1.54715472576e-06,0.171558077245,0.167572996802,0.649539757245
4,0.128948665197,0.345162552774,0.0293924220039,0.0263820248754,0.0382273233018,0.0689729674193,0.0773825751851,0.138132474156,0.019270954663,0.00199862954836,0.0606726608791,0.0654567499966,1,0.1,13,5,10,1,20,6.82273001841e-05,0.000182627009472,1.55516584536e-05,0.0228866433586,0.00122025244279,0.00220168258486,4.09434574455e-05,7.30864934895e-05,1.01963460158e-05,0.0155171482033,0.460727451681,0.497056189464
5,0.0374232949439,0.040504281102,0.275633266187,0.196241966247,0.00935204836465,0.075549880728,0.0713315417725,0.0416041632237,0.033116183655,0.0785034758725,0.0136489868199,0.127090911084,1,0.1,13,5,10,1,20,1.13434061085e-06,1.22772863897e-06,8.35474289494e-06,0.0557384452005,4.70407751817e-05,0.000380015673118,2.16213630544e-06,1.2610672576e-06,1.00378740174e-06,0.343755878161,0.0581942903346,0.541869186053
6,0.34667845413,0.00323406598846,0.0393009034989,0.00852588234327,0.105965346666,0.0194023959398,0.0044445465484,0.00930174112414,0.0269385006062,0.342211920563,0.0018614523978,0.0921347901943,1,0.1,13,5,10,1,20,2.25771051874e-06,2.10615477064e-08,2.55943402795e-07,0.00128370047229,0.000198390162573,3.63255026848e-05,2.89446874296e-08,6.05767059602e-08,1.75434427647e-07,0.788043713429,0.00416734601563,0.206267724746
7,0.0387358913279,0.109367070646,0.0152320540256,0.0355419677815,0.055723260229,0.127962061114,0.196020298752,0.00228650055598,0.171997423303,0.111800143042,0.120259721492,0.0150736077304,1,0.1,13,5,10,1,20,1.24905920098e-06,3.52659874838e-06,4.91165598062e-07,0.0108024964686,0.000301556108149,0.000692488935172,6.32077769073e-06,7.37294137193e-08,5.54614742962e-06,0.45350085472,0.475131419682,0.0595539766085
8,0.0160602626813,0.357498414911,0.0283068193233,0.0813680061674,0.0661220034344,0.0932881306762,0.0296530023529,0.0415066768907,0.0980634121915,0.101660824128,0.057181547953,0.0292908992906,1,0.1,13,5,10,1,20,1.05202969656e-06,2.34179824092e-05,1.85424205905e-06,0.0325811506009,0.000560960970261,0.000791430954597,1.94242396194e-06,2.71890052864e-06,6.42365718533e-06,0.52812326476,0.28957351567,0.148332267809
9,0.0797691245709,0.00509031707752,0.0470110677761,0.0180823116196,0.200716413229,0.0144458225895,0.222558921312,0.0631432787667,0.106029056767,0.0711540994177,0.111537221915,0.0604623649594,1,0.1,13,5,10,1,20,2.81165468666e-06,1.79420470572e-07,1.65701817274e-06,0.00575258991301,0.00115760807616,8.33145661951e-05,7.84462456533e-06,2.22563675646e-06,3.73724916731e-06,0.295998276047,0.451979580167,0.245010175627
