run_ID,t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0,0.254303028348,0.0275347097158,0.0194889924356,0.0105165413137,0.1000211375,0.030150051157,0.070734222294,0.0162702775488,0.208359046929,0.0886251767545,0.0337559129717,0.140240903032,1,0.1,10,5,10,1,20,9.10291714064e-06,9.8562011889e-07,6.97619231859e-07,0.0033986128045,0.00058666401166,0.000176842119633,2.53197049494e-06,5.82403557459e-07,7.45832698895e-06,0.362403253314,0.122884105991,0.510529162902
1,0.0449136973178,0.0376713766762,0.0505613511311,0.112126495182,0.127049172494,0.162665785279,0.119150872137,0.0445554344216,0.0160493465955,0.00248808339432,0.122228751426,0.160539633945,1,0.1,10,5,10,1,20,8.9956328043e-07,7.54508962852e-07,1.01267848346e-06,0.0279122743778,0.000499328302285,0.000639308614206,2.38643789772e-06,8.9238773788e-07,3.21447659276e-07,0.00954658557277,0.415570720225,0.545825515884
2,0.114799373548,0.0262178579004,0.0346183280808,0.0175572167637,0.0585721306372,0.126899368636,0.21604572684,0.00560860933171,0.0769971028397,0.0606300949948,0.0141303670676,0.247923823361,1,0.1,10,5,10,1,20,2.05137473533e-06,4.68492550518e-07,6.18602361753e-07,0.00424772188242,0.00021764411058,0.000471536546809,3.8605676322e-06,1.00221448322e-07,1.3758778169e-06,0.205961879189,0.0425491005988,0.746543642536
3,0.0304812325895,0.00331194596088,0.00842156970594,0.0906892274858,0.0182325415782,0.0225539292679,0.0220443902204,0.414931029509,0.130752086594,0.0283235919603,0.0770923595366,0.153166095591,1,0.1,10,5,10,1,20,1.00964526196e-06,1.09703258799e-07,2.78951906781e-07,0.0277305947821,9.98630074994e-05,0.000123532048341,7.30187471047e-07,1.37439700562e-05,4.33096740212e-06,0.118101306236,0.285900704811,0.56802379569
4,0.0216292664045,0.084592518481,0.189012566767,0.101748983743,0.170988280575,0.0490005447974,0.101482696829,0.101606033315,0.0277007018312,0.0881540617808,0.0525344065539,0.0115499389231,1,0.1,10,5,10,1,20,2.41485800998e-06,9.44456076402e-06,2.11028197771e-05,0.0511462630111,0.00205447799168,0.000588756963509,1.13303104566e-05,1.13440806926e-05,3.0927198569e-06,0.573232322362,0.305708076899,0.0672113734233
5,0.126674076435,0.0317784211139,0.170742562385,0.135773370113,0.00530553862746,0.0225320648266,0.00787821511554,0.19636955264,0.0403758220345,0.123498541879,0.0320088770571,0.107062957773,1,0.1,10,5,10,1,20,3.20796031382e-06,8.04773294098e-07,4.32397361345e-06,0.036337844322,2.40420690134e-05,0.00010210413977,1.99512024447e-07,4.97296486733e-06,1.0224983546e-06,0.481798003842,0.110873833454,0.370849640491
6,0.0203549967077,0.0808526919792,0.0189300397972,0.0404966175709,0.0523273753535,0.139706568803,0.0183277022735,0.0910741313661,0.102859153693,0.166010831394,0.215201922389,0.0538579686727,1,0.1,10,5,10,1,20,1.4503994074e-07,5.76117492019e-07,1.34886381453e-07,0.00635831654681,0.000103776322685,0.000277067861085,1.30594413244e-07,6.48950565108e-07,7.3292498006e-07,0.408782380895,0.467480967275,0.116995122586
7,0.0852464690111,0.00786396158896,0.00503518640008,0.122639847726,0.0898492245053,0.0256387806174,0.0400252609964,0.306259508202,0.0318320382989,0.00776795453059,0.205734939305,0.0721068288188,1,0.1,10,5,10,1,20,1.84599340527e-06,1.70292346427e-07,1.09035846255e-07,0.0313001929002,0.000370733194958,0.000105789973207,8.66738161718e-07,6.63198181698e-06,6.89315738912e-07,0.0295911213009,0.695026203204,0.24359564607
8,0.00253897611219,0.0756209643372,0.17069212544,0.120724095262,0.0857369888993,0.051046406049,0.0276103830812,0.0934154216164,0.0245526996267,0.0494372551682,0.198496372196,0.100128312212,1,0.1,10,5,10,1,20,3.13049637574e-08,9.32388271203e-07,2.10459278246e-06,0.0239668060728,0.000242866294524,0.000144598634091,3.40429371325e-07,1.1517896423e-06,3.02728871007e-07,0.153851081263,0.546245168092,0.275544616409
9,0.0101325733008,0.0206543319848,0.0193990838117,0.0543271792782,0.205677596585,0.109677308868,0.0625117259138,0.243118225414,0.0669213727259,0.0852520584249,0.0119956239674,0.110332919725,1,0.1,10,5,10,1,20,5.04796418832e-07,1.02898173148e-06,9.66446305999e-07,0.0201812887464,0.00148772702515,0.000793328486705,3.11428246701e-06,1.21119488504e-05,3.33396742295e-06,0.429063813615,0.0537816697117,0.494671111992
10,0.0636325873889,0.174423791792,0.0246839123277,0.0133369551754,0.1234340485,0.113972438542,0.110445245332,0.133505108223,0.0945980556201,0.0147720902649,0.0583797722765,0.0748159945577,1,0.1,10,5,10,1,20,1.57702230056e-05,4.32278838078e-05,6.11747562106e-06,0.00937611529363,0.0025256117633,0.0023320156389,2.73719209018e-05,3.30869042963e-05,2.34444723095e-05,0.108096457254,0.384617804231,0.492902976939
11,0.00252217216194,0.021963083192,0.0468579131227,0.00726470127821,0.309801253365,0.140944583797,0.0488326453526,0.108796741849,0.0309954616566,0.0576742400875,0.22367323855,0.00067396558776,1,0.1,10,5,10,1,20,5.6103136911e-08,4.88546294301e-07,1.04230629255e-06,0.00195744344914,0.00133530350575,0.000607498500466,1.08623218878e-06,2.42007210908e-06,6.89462303636e-07,0.223854826302,0.769919247612,0.00231989790826
12,0.0725524830106,0.00763540913257,0.0137249241188,0.0130259045139,0.0443977707823,0.143238292457,0.0991125802841,0.288242527235,0.0589640759916,0.213616166473,0.0114985108052,0.033991355196,1,0.1,10,5,10,1,20,2.19897447471e-06,2.31419643957e-07,4.15985181378e-07,0.00388963861807,0.000232149141753,0.000748971087379,3.00397760523e-06,8.7362683345e-06,1.78712695486e-06,0.8366638118,0.0400512979715,0.118397757629
13,0.0257608348654,0.0933611930588,0.146451262405,0.130643975347,0.060850638835,0.20964795288,0.0141258877066,0.121704123834,0.0436385633633,0.0103462151668,0.00913504281206,0.134334309726,1,0.1,10,5,10,1,20,2.54762303665e-06,9.2329742964e-06,1.44833275707e-05,0.0636262555444,0.00067951293675,0.00234111751121,1.39698255598e-06,1.20359542365e-05,4.31564465561e-06,0.069699760046,0.0549881083836,0.808621233072
14,0.00311967851191,0.0645056798737,0.0456204717992,0.00127388821903,0.0614253852778,0.0312371889066,0.398019857246,0.0831270051779,0.0276285027432,0.164047439365,0.0748480433815,0.0451468594973,1,0.1,10,5,10,1,20,8.70326320771e-08,1.79957616847e-06,1.27271759642e-06,0.000368850923182,0.000305656734485,0.000155438294974,1.11039376855e-05,2.31907295245e-06,7.70778560968e-07,0.605377973933,0.245620998407,0.148153728591
15,0.106412493856,0.0885087808322,0.0200676579804,0.0321989350929,0.0888493100227,0.0228573375446,0.0773705830655,0.16785822082,0.074391348311,0.162589455073,0.0102078496982,0.148688027704,1,0.1,10,5,10,1,20,1.80537743438e-06,1.50162588874e-06,3.40464691371e-07,0.00749710984497,0.000316493168104,8.14209043613e-05,1.31265699816e-06,2.84785585848e-06,1.26211177548e-06,0.531596455218,0.0295835817544,0.430915869017
16,0.020482830658,0.0112838671845,0.245268031783,0.0274179378645,0.325607044368,0.00105925171946,0.142438463926,0.0346516681043,0.00103778485285,0.0186809762581,0.000473648850322,0.171598494431,1,0.1,10,5,10,1,20,1.58830335673e-06,8.74986686422e-07,1.9018857534e-05,0.012426636452,0.00317583774311,1.03315074054e-05,1.10451281933e-05,2.68699974554e-06,8.04731139394e-08,0.106679702222,0.00241589614272,0.875256301184
17,0.249546058818,0.188774577559,0.00890588322244,0.0598638739412,0.175047483512,0.013366526773,0.101439300791,0.0791188751473,0.0494102139972,0.00927908046004,0.0013550010976,0.0638931246803,1,0.1,10,5,10,1,20,0.000586483132526,0.000443658000901,2.09306062173e-05,0.0917112387861,0.0143480553687,0.00109560938768,0.000238402638659,0.000185945175644,0.000116123881984,0.120066714141,0.0160151575341,0.755171681347
18,0.0885793961148,0.0482911797594,0.038866250274,0.0195686688008,0.168060109239,0.0936371751331,0.0704719892272,0.10051574043,0.155475512084,0.0966072006801,0.0504079488405,0.0695188294172,1,0.1,10,5,10,1,20,4.72447633265e-06,2.57566145013e-06,2.07297280871e-06,0.00749720323508,0.00127808355753,0.00071210315436,3.75869852157e-06,5.36111395594e-06,8.2924518496e-06,0.470093905061,0.218732543658,0.301659375958
19,0.0357581803251,0.144663456017,0.0642265518432,0.00938270573824,0.0255327138737,0.0208705568297,0.00987152844495,0.045952067354,0.0170811196279,0.188523841917,0.260930584149,0.17720669388,1,0.1,10,5,10,1,20,1.12543078184e-07,4.55304786006e-07,2.02142664416e-07,0.0010010342738,2.91109182366e-05,2.37953974037e-05,3.10690361611e-08,1.44626685752e-07,5.37600561404e-08,0.328273082399,0.399415524891,0.271256452674
20,0.0332948293207,0.2623795709,0.0124843838704,0.0235244019854,0.0127010060453,0.00489450455249,0.0190733764673,0.162145460175,0.039703637985,0.15570636866,0.268204379014,0.00588808102455,1,0.1,10,5,10,1,20,2.71445566262e-07,2.13912408178e-06,1.01782490503e-07,0.0039682972483,2.78304300481e-05,1.07248328269e-05,1.55501126791e-07,1.32193698397e-06,3.23695201789e-07,0.389883297639,0.593085117973,0.0130204183911
21,0.0336407545177,0.126434491003,0.0159175415002,0.0022825994152,0.0407690200229,0.0540554510466,0.0838869638013,0.154377474195,0.0802863426212,0.0835270090101,0.177927827131,0.146894525736,1,0.1,10,5,10,1,20,3.29183087833e-07,1.23719270729e-06,1.55757073135e-07,0.000423365336539,0.000101662404768,0.000134793702206,8.20854649931e-07,1.51062169609e-06,7.856216828e-07,0.225219297905,0.424037274472,0.350078766949
22,0.00976229130965,0.104541292946,0.101080161243,0.0191406756936,0.164084253595,0.19481676501,0.0161250241889,0.00673839333529,0.06824403562,0.17067320497,0.0756644780319,0.0691294240561,1,0.1,10,5,10,1,20,1.50210894845e-07,1.60856100925e-06,1.55530510101e-06,0.00430955127542,0.000548793615127,0.000651581089684,2.48113300043e-07,1.03682635624e-07,1.05006061929e-06,0.56790426934,0.222917090795,0.203663997951
23,0.00510264141567,0.0131009680471,0.164991528784,0.0202431424353,0.154838673051,0.0384523471785,0.00900869302074,0.23956337671,0.0458243812611,0.219761476747,0.072624651297,0.016488120053,1,0.1,10,5,10,1,20,8.92356110333e-08,2.29111315802e-07,2.88539183669e-06,0.00478325601191,0.000563078601835,0.000139833889427,1.57545114546e-07,4.18951334425e-06,8.01382329062e-07,0.73154616057,0.214305183646,0.0486541351019
24,0.208574129322,0.039113247032,0.143228528143,0.0148771189959,0.0172937782275,0.120924145421,0.16183098103,0.0953037451459,0.0112324336461,0.00143435470202,0.104619475503,0.0815680628312,1,0.1,10,5,10,1,20,2.70462727169e-05,5.07190201157e-06,1.85727628138e-05,0.00805024420029,0.000232948723257,0.00162885894084,2.09849843852e-05,1.23582492735e-05,1.45653473254e-06,0.00842834774178,0.551550170553,0.430023939135
25,0.00949100549636,0.241285103711,0.0061788662997,0.0222985081209,0.000113017963297,0.0204421355489,0.073598177163,0.0276716882125,0.128771119833,0.252242535135,0.0877622523949,0.130145590122,1,0.1,10,5,10,1,20,5.76966825737e-08,1.46679401291e-06,3.7561888221e-08,0.00326776042176,2.02508565985e-07,3.66287573666e-05,4.47409989111e-07,1.68218700504e-07,7.82811307874e-07,0.565716563067,0.17357527814,0.257400606612
26,0.104137697227,0.00270414659669,0.0366053376167,0.164112804756,0.0690201339117,0.0923114800934,0.00792477143873,0.20550789135,0.140071570463,0.0286570877085,0.0641359069735,0.0848111718649,1,0.1,10,5,10,1,20,6.74967051156e-06,1.75268889448e-07,2.37256991903e-06,0.0658455662067,0.000579048775401,0.000774452996164,5.13642969985e-07,1.33199656905e-05,9.0787195592e-06,0.165553507696,0.330359239059,0.43685597543
27,0.0702364602204,0.123251365283,0.119369738285,0.110603392705,0.0114141203922,0.0358841244451,0.0364196464775,0.140693713629,0.0303666479284,0.124019786493,0.0740202086642,0.123720795477,1,0.1,10,5,10,1,20,1.0732018621e-06,1.88326111984e-06,1.82395048105e-06,0.0240535968438,3.73023903709e-05,0.000117272603773,5.5648636469e-07,2.14977740875e-06,4.63997516394e-07,0.404560351574,0.213825578391,0.357397947523
28,0.105115868318,0.00410928934098,0.0785948962618,0.083939479169,0.103537986659,0.0401039876245,0.0684301762992,0.191778168943,0.0518038051324,0.102070616537,0.154605486056,0.0159102396591,1,0.1,10,5,10,1,20,2.55609572715e-06,9.99253214016e-08,1.9111869761e-06,0.0225843880991,0.000463132891576,0.000179388032853,1.66401214246e-06,4.66345724997e-06,1.25970975713e-06,0.393395661048,0.528933455229,0.0544318203129
29,0.0432702927152,0.0225296337945,0.0433356781741,0.177439908158,0.271712645295,0.0449261672928,0.0130073162257,0.1019353604,0.0366139763381,0.067645403148,0.0347481686778,0.142835449779,1,0.1,10,5,10,1,20,1.02139277863e-06,5.31810713976e-07,1.02293619864e-06,0.046506516675,0.00117321392407,0.000193984365232,3.0703695373e-07,2.40617833775e-06,8.64270812188e-07,0.286159866458,0.130309877793,0.535650387158
30,0.0195047262392,0.118514902663,0.0775033233726,0.000224767267357,0.211065721168,0.133434504268,0.111871504733,0.0223798720487,0.136700109391,0.0469920613023,0.0740791174674,0.0477293900792,1,0.1,10,5,10,1,20,2.43946644275e-06,1.48227216556e-05,9.69338170915e-06,0.000123954857948,0.00281814089286,0.00178161205388,1.39918283573e-05,2.79906245216e-06,1.70971550941e-05,0.299530235106,0.423088236506,0.272596976968
