run_ID,t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0,0.0208589814143,0.0376497670838,0.182279291591,0.177224907921,0.0578066598442,0.000274335103432,0.0052929877044,0.00665289717222,0.069469345124,0.0361610809591,0.36290320414,0.0434265419418,1,0.1,20,5,10,1,20,1.0987389888e-07,1.98318729916e-07,9.60149302332e-07,0.0229105650296,9.0356819834e-05,4.2880954516e-07,2.78806133558e-08,3.50438852523e-08,3.65927158659e-07,0.0799051365644,0.801215016676,0.095876798907
1,0.0927378658457,0.10570698532,0.0224180670252,0.203920837697,0.136078066971,0.260551292646,0.0446341808418,0.0376494067301,0.0215479283493,0.00742248986094,0.0174610225316,0.0498718561813,1,0.1,20,5,10,1,20,2.62399507367e-05,2.99095311503e-05,6.34313685125e-06,0.153281639337,0.00299019880727,0.00572539118057,1.26291315395e-05,1.06528069074e-05,6.09693325599e-06,0.0832519040273,0.195701089423,0.558957905734
2,0.129324796402,0.0853418516866,0.006130046909,0.0880309564939,0.0485154719652,0.18739381396,0.043534814376,0.200993195092,0.0132258266504,0.00511878699257,0.0528932348353,0.139497204637,1,0.1,20,5,10,1,20,6.21907838603e-06,4.10398995409e-06,2.94786794937e-07,0.0312676970693,0.000337218375666,0.00130252546237,2.09353836742e-06,9.66552795841e-06,6.36014553645e-07,0.0250824704378,0.258977232676,0.683009843043
3,0.0816044402131,0.0958505953474,0.0050195309405,0.138124871317,0.0381614756175,0.0723077861585,0.0355745234935,0.305294888464,0.025393642004,0.0285984768606,0.0727005743042,0.10136919528,1,0.1,20,5,10,1,20,3.48964914762e-06,4.09885721267e-06,2.14650107546e-07,0.0456929566787,0.000242376971326,0.000459252215193,1.52127268151e-06,1.30553195944e-05,1.08590783716e-06,0.134651227227,0.342027991952,0.476902729299
4,0.277640559286,0.0516752707158,0.0146542083724,0.0486043779576,0.0916517653219,0.226568229863,0.0195764386782,0.000316895944802,0.0122802534726,0.0615018544049,0.193619064193,0.00191108178951,1,0.1,20,5,10,1,20,6.48552571032e-06,1.20710496217e-06,3.42313981099e-07,0.012904204214,0.000400243030753,0.000989422895177,4.57294484244e-07,7.40250921116e-09,2.86859743513e-07,0.236000701948,0.742369220916,0.00732742049498
5,0.20589604704,0.247180374151,0.0170602229107,0.191309134623,0.0466922958476,0.0195490305077,0.00761611377032,0.0328350637254,0.00561466514712,0.0732784874689,0.0861150452402,0.0668535195676,1,0.1,20,5,10,1,20,5.71566703127e-06,6.86171850129e-06,4.73591188557e-07,0.0521457303755,0.000221404999923,9.26973715788e-05,2.11423050658e-07,9.11500215296e-07,1.55862907202e-07,0.30705925821,0.36055648766,0.27991009162
6,0.183240610874,0.0352437057362,0.0190294084927,0.353698305352,0.02890059125,0.0740306034243,0.026117565543,0.0739891821192,0.0320003845966,0.0159964842608,0.156455381808,0.00129777654283,1,0.1,20,5,10,1,20,6.27419773711e-06,1.20675202797e-06,6.51571019844e-07,0.103535782501,0.000154242815632,0.000395102252972,8.94271034394e-07,2.5334054324e-06,1.09570001795e-06,0.0825431849016,0.806667829482,0.00669120214889
7,0.000768784903978,0.00788466732931,0.183380604342,0.0814857081585,0.183834518478,0.153909364958,0.0446515324555,0.00805795373579,0.0601056989077,0.199908744559,0.0286896907206,0.0473227314511,1,0.1,20,5,10,1,20,1.34773668811e-08,1.38224038717e-07,3.21479736505e-06,0.0188961508583,0.000658434326204,0.000551252342876,7.82774325552e-07,1.41261877342e-07,1.05369727167e-06,0.710104542314,0.101825822891,0.167958453035
8,0.0820243437472,0.0108380887243,0.0489321729304,0.00367497794766,0.024140583089,0.0517501673831,0.2112038194,0.014358551586,0.14041752062,0.0301308989017,0.343689254751,0.0388396209187,1,0.1,20,5,10,1,20,6.36169753205e-07,8.40587551694e-08,3.79511337181e-07,0.000601114285408,5.09895094124e-05,0.000109306210092,1.63806835295e-06,1.11362990566e-07,1.08905936162e-06,0.0730177100955,0.832174590383,0.0940423512863
9,0.0123522590148,0.1276479074,0.180241262622,0.0792714567619,0.06431490906,0.076813622976,0.118512755714,0.0170059459796,0.0839352086465,0.144095267168,0.0225108331525,0.0732985715052,1,0.1,20,5,10,1,20,3.80940750934e-07,3.93663131917e-06,5.55859797388e-06,0.0232308559428,0.000333952715218,0.000398851811088,3.6549053985e-06,5.24459357923e-07,2.58854201271e-06,0.586419477239,0.0915382528445,0.298061965371
