run_ID,t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0,0.187766243173,0.0808256047142,0.0371070743203,0.204261028941,0.0322326745044,0.0918456367115,0.0310294064404,0.074216283305,0.0488566008593,0.175372972611,0.0235359535877,0.0129505208325,1,0.31,30,5,10,3,20,0.000255121307765,8.38096456926e-05,0.000255121307765,0.00274577952747,0.00107074771121,0.000870534293578,0.000255121307765,8.38096456926e-05,0.000255121307765,0.271812083699,0.450501913763,0.271810836483
1,0.200727369317,0.189884930478,0.0509916619386,0.025949918967,0.0260888348289,0.0137509717388,0.119917277163,0.145350506468,0.118927721944,0.0177006568658,0.0246109116394,0.0660992386518,1,0.31,30,5,10,3,20,0.00020625217451,6.7755695596e-05,0.00020625217451,0.00298628091962,0.00109293342493,0.000573602911294,0.00020625217451,6.7755695596e-05,0.00020625217451,0.271883672502,0.450620565194,0.271882424958
2,0.0642452754329,0.00276334200804,0.0335714009511,0.07032348577,0.14459511644,0.00524364622332,0.141510234211,0.341590041351,0.0149269579924,0.107440558768,0.0414946284542,0.0322953123979,1,0.31,30,5,10,3,20,0.00071228097719,0.000233990711536,0.00071228097719,0.00408603355326,0.00197677058135,0.00202682738518,0.00071228097719,0.000233990711536,0.00071228097719,0.270299650116,0.447995203192,0.27029840984
3,0.130864124857,0.125864512907,0.0306852131457,0.000959745068153,0.00166221624549,0.137080051616,0.131923466732,0.130573249564,0.0714492903154,0.00401508825273,0.0946710471779,0.140251994119,1,0.31,30,5,10,3,20,0.000299374283297,9.83471464315e-05,0.000299374283297,0.00300677620277,0.00133599702901,0.000703691284666,0.000299374283297,9.83471464315e-05,0.000299374283297,0.271657468323,0.450245653917,0.271656221817
4,0.000756579529031,0.0803284561077,0.0959851256619,0.0841086061494,0.149931903701,0.188441573294,0.035731427512,0.0532626058134,0.049734333901,0.0217686075057,0.0482462737575,0.191704507067,1,0.31,30,5,10,3,20,0.000415936770236,0.000136638972454,0.000415936770236,0.00349725023688,0.00210992422858,0.00107013700123,0.000415936770236,0.000136638972454,0.000415936770236,0.271063143929,0.449260619428,0.27106190015
5,0.244911958193,0.132770494031,0.127598717377,0.0308682328847,0.0253554589351,0.101084713372,0.050429963252,0.0348316667433,0.0174990282397,0.0936194540031,0.0966402283424,0.0443900846271,1,0.31,30,5,10,3,20,0.000347431034767,0.0001141342218,0.000347431034767,0.00309169169717,0.000974643698736,0.000838377511471,0.000347431034767,0.0001141342218,0.000347431034767,0.271635034462,0.450208471989,0.271633788059
6,0.00165380170897,0.185134367212,0.0377707824753,0.0500678161719,0.106121099476,0.108945898943,0.0451150807128,0.162810092328,0.0515093806079,0.0353458876695,0.0278408908218,0.187684901874,1,0.31,30,5,10,3,20,0.000291937374437,9.59040549389e-05,0.000291937374437,0.00295044446338,0.00144003383996,0.000535463802202,0.000291937374437,9.59040549389e-05,0.000291937374437,0.271699890901,0.450315965186,0.2716986442
7,0.0730052279297,0.0666905635216,0.179844861072,0.018299197035,0.0772351016046,0.0195030735295,0.0514211770205,0.13363644509,0.000706129477543,0.166393212387,0.0129127768251,0.200352234507,1,0.31,30,5,10,3,20,0.000420906070381,0.000138271432275,0.000420906070381,0.00374285217059,0.00176306156937,0.00112164073457,0.000420906070381,0.000138271432275,0.000420906070381,0.271070420927,0.449272680339,0.271069177114
8,0.119936192629,0.0803744622754,0.0281811442178,0.147385895832,0.0268191585595,0.0504776728696,0.08226097991,0.173490071806,0.0254921108707,0.0985811769226,0.0628569592704,0.104144174838,1,0.31,30,5,10,3,20,0.000188994672053,6.20864507213e-05,0.000188994672053,0.00285465619229,0.000874518898245,0.000591035391993,0.000188994672053,6.20864507213e-05,0.000188994672053,0.271996587567,0.450807710857,0.271995339504
9,0.00179717442926,0.102690207372,0.0206295186379,0.0167870727842,0.0636857166807,0.177227061373,0.0157327470452,0.00501095517958,0.208475653264,0.270945974341,0.0257203794472,0.0912975394464,1,0.31,30,5,10,3,20,0.00021037458534,6.91099446554e-05,0.00021037458534,0.0027276336584,0.000654088800886,0.000606545677503,0.00021037458534,6.91099446554e-05,0.00021037458534,0.272060123375,0.450913015237,0.272058875021
