t11_initial,alpha,k,sample_amount,learning_parameter,epsilon,delta,t11_final
0.0826666752572,1,1,20,3,0.3,0.3,0.123142234813
0.0834928118629,1,1,20,3,0.3,0.5,0.11121795127
0.083584154682,1,1,20,3,0.3,0.8,0.107708252365
0.0823191480157,1,1,20,3,0.5,0.1,0.124724765131
0.0841454070037,1,1,20,3,0.5,0.3,0.110908471368
0.0823880309929,1,1,20,3,0.5,0.5,0.106632198677
0.0827264627953,1,1,20,3,0.5,0.8,0.113588009653
0.0813184571494,1,1,20,3,0.8,0.1,0.107170402541
0.0840007370831,1,1,20,3,0.8,0.3,0.109457501992
0.0813239479269,1,1,20,3,0.8,0.5,0.114709439965
0.0836587353993,1,1,20,3,0.8,0.8,0.134184185653
0.0834183852172,1,1,20,5,0.1,0.1,0.242165198966
0.0818657196005,1,1,20,5,0.1,0.3,0.200070736768
0.0839897122876,1,1,20,5,0.1,0.5,0.162713886952
0.0824753570058,1,1,20,5,0.1,0.8,0.139321299025
0.083704109455,1,1,20,5,0.3,0.1,0.20114264398
0.0822962454264,1,1,20,5,0.3,0.3,0.16084710539
0.0847563673895,1,1,20,5,0.3,0.5,0.142201336423
0.0821932906125,1,1,20,5,0.3,0.8,0.139648651627
0.0831960836543,1,1,20,5,0.5,0.1,0.163166662234
0.0842311692316,1,1,20,5,0.5,0.3,0.141593142735
0.0837531045999,1,1,20,5,0.5,0.5,0.136858852117
0.0808174777058,1,1,20,5,0.5,0.8,0.14685440625
0.0829896217669,1,1,20,5,0.8,0.1,0.138016135835
0.085125151106,1,1,20,5,0.8,0.3,0.13920201704
0.0834585168032,1,1,20,5,0.8,0.5,0.150172154412
0.0839664669049,1,1,20,5,0.8,0.8,0.17961844862
0.0830678182953,1,1,20,10,0.1,0.1,0.298822993655
0.0839985729369,1,1,20,10,0.1,0.3,0.245979866738
0.0826194782518,1,1,20,10,0.1,0.5,0.19661532286
0.0829428521977,1,1,20,10,0.1,0.8,0.164140188832
0.0839356522118,1,1,20,10,0.3,0.1,0.244834906297
0.0825620429887,1,1,20,10,0.3,0.3,0.195155455944
0.0851300236071,1,1,20,10,0.3,0.5,0.168159184201
0.0825361833434,1,1,20,10,0.3,0.8,0.163231686874
0.0819318156949,1,1,20,10,0.5,0.1,0.196962241364
0.0838544020435,1,1,20,10,0.5,0.3,0.169279967441
0.0832954842779,1,1,20,10,0.5,0.5,0.159980715027
0.0825262286174,1,1,20,10,0.5,0.8,0.175082084008
0.0837596165887,1,1,20,10,0.8,0.1,0.162245567797
0.0845985949922,1,1,20,10,0.8,0.3,0.162965183493
0.083357815098,1,1,20,10,0.8,0.5,0.177439459685
0.0839984249702,1,1,20,10,0.8,0.8,0.22159364684
0.0820430040484,1,1,20,15,0.1,0.1,0.309070026941
0.0832466056456,1,1,20,15,0.1,0.3,0.25493582748
0.0843052920473,1,1,20,15,0.1,0.5,0.200754029574
0.084075896958,1,1,20,15,0.1,0.8,0.168309149412
0.0829791229012,1,1,20,15,0.3,0.1,0.252072359904
0.08601429363,1,1,20,15,0.3,0.3,0.198244777682
0.08375829501,1,1,20,15,0.3,0.5,0.172723586299
0.0823094943074,1,1,20,15,0.3,0.8,0.167029130277
0.083096327798,1,1,20,15,0.5,0.1,0.200293391953
0.0830209741014,1,1,20,15,0.5,0.3,0.17003906435
0.0866297245766,1,1,20,15,0.5,0.5,0.163022494415
0.0830274639966,1,1,20,15,0.5,0.8,0.17970489906
0.0845459383929,1,1,20,15,0.8,0.1,0.168171174269
0.0839665065167,1,1,20,15,0.8,0.3,0.167891578052
0.0828318999611,1,1,20,15,0.8,0.5,0.178917237031
0.0839839984027,1,1,20,15,0.8,0.8,0.224751133613
0.081931944022,1,1,20,20,0.1,0.1,0.311475515112
0.0841022733037,1,1,20,20,0.1,0.3,0.254144498256
0.0831169512446,1,1,20,20,0.1,0.5,0.200335971931
0.0841108638581,1,1,20,20,0.1,0.8,0.170493162347
0.0809980750699,1,1,20,20,0.3,0.1,0.253610522387
0.083549886298,1,1,20,20,0.3,0.3,0.198763425996
0.0829129994523,1,1,20,20,0.3,0.5,0.173860512601
0.0828619925995,1,1,20,20,0.3,0.8,0.167060409093
0.0823353045806,1,1,20,20,0.5,0.1,0.204948092617
0.0839858043337,1,1,20,20,0.5,0.3,0.172672309097
0.0835004969746,1,1,20,20,0.5,0.5,0.167159789757
0.0836641793054,1,1,20,20,0.5,0.8,0.182232121534
0.0835031540793,1,1,20,20,0.8,0.1,0.168974329209
0.0841884222919,1,1,20,20,0.8,0.3,0.169442490765
0.0826748083811,1,1,20,20,0.8,0.5,0.181289545649
0.082230823448,1,1,20,20,0.8,0.8,0.22599955534
0.082990146336,1,1,30,1,0.1,0.1,0.0854694084912
0.0836629530202,1,1,30,1,0.1,0.3,0.0769001224445
0.0852066409605,1,1,30,1,0.1,0.5,0.0693049991426
0.0839059696633,1,1,30,1,0.1,0.8,0.063167374188
0.0833923085969,1,1,30,1,0.3,0.1,0.0770061490495
0.0836887963033,1,1,30,1,0.3,0.3,0.0690411123885
0.0827653794863,1,1,30,1,0.3,0.5,0.0642700037457
0.0859897148137,1,1,30,1,0.3,0.8,0.0629307496989
0.0830726612734,1,1,30,1,0.5,0.1,0.0689774454746
0.0854985562832,1,1,30,1,0.5,0.3,0.0649182732879
0.0836090043518,1,1,30,1,0.5,0.5,0.0624996773854
0.0834558944607,1,1,30,1,0.5,0.8,0.0656977700201
0.0837728511352,1,1,30,1,0.8,0.1,0.06387644185
0.0830320262608,1,1,30,1,0.8,0.3,0.0630934399335
0.0849777060992,1,1,30,1,0.8,0.5,0.0657662204977
0.0832117769813,1,1,30,1,0.8,0.8,0.0737271529379
0.081988727107,1,1,30,3,0.1,0.1,0.172494937608
0.0833943397156,1,1,30,3,0.1,0.3,0.145368355521
0.0827316274981,1,1,30,3,0.1,0.5,0.124388340228
0.0850393411664,1,1,30,3,0.1,0.8,0.108680978078
0.0857912265085,1,1,30,3,0.3,0.1,0.145113427979
0.0849077384663,1,1,30,3,0.3,0.3,0.122076170329
0.0851224046233,1,1,30,3,0.3,0.5,0.110824791657
0.0841004204568,1,1,30,3,0.3,0.8,0.108486065614
0.0815218658276,1,1,30,3,0.5,0.1,0.123894626022
0.083609582481,1,1,30,3,0.5,0.3,0.111628073355
0.0842936270572,1,1,30,3,0.5,0.5,0.106442878045
0.0840142735879,1,1,30,3,0.5,0.8,0.114236219976
0.0834886588456,1,1,30,3,0.8,0.1,0.109033449528
0.0843827360566,1,1,30,3,0.8,0.3,0.108627476871
0.0820366313049,1,1,30,3,0.8,0.5,0.115452187405
0.0824152037156,1,1,30,3,0.8,0.8,0.133417634794
0.0839362952288,1,1,30,5,0.1,0.1,0.241817469594
0.0830640498158,1,1,30,5,0.1,0.3,0.199517374161
0.0835204993754,1,1,30,5,0.1,0.5,0.163568772862
0.0840298177324,1,1,30,5,0.1,0.8,0.139165004666
0.084923662174,1,1,30,5,0.3,0.1,0.201102625828
0.082941595717,1,1,30,5,0.3,0.3,0.160701261974
0.0832943849146,1,1,30,5,0.3,0.5,0.144394080927
0.0846084230525,1,1,30,5,0.3,0.8,0.139600213117
0.0826457099774,1,1,30,5,0.5,0.1,0.163355763106
0.0834686720091,1,1,30,5,0.5,0.3,0.14318898184
0.0806139606237,1,1,30,5,0.5,0.5,0.138617598334
0.084679085533,1,1,30,5,0.5,0.8,0.150354932397
0.0862734488727,1,1,30,5,0.8,0.1,0.138800628472
0.0817586057165,1,1,30,5,0.8,0.3,0.139740174079
0.0836013166811,1,1,30,5,0.8,0.5,0.14698263369
0.0820208170576,1,1,30,5,0.8,0.8,0.178816103357
0.0845111043179,1,1,30,10,0.1,0.1,0.30004709744
0.0837690140315,1,1,30,10,0.1,0.3,0.246304305126
0.084203201821,1,1,30,10,0.1,0.5,0.195350219684
0.0831295486212,1,1,30,10,0.1,0.8,0.163777607113
0.0844485340538,1,1,30,10,0.3,0.1,0.248471026497
0.0847705204542,1,1,30,10,0.3,0.3,0.194906135274
0.0833180696006,1,1,30,10,0.3,0.5,0.167965278417
0.0829253538015,1,1,30,10,0.3,0.8,0.163000583253
0.0837000453163,1,1,30,10,0.5,0.1,0.1965887792
0.0836981903915,1,1,30,10,0.5,0.3,0.169982088424
0.082629495563,1,1,30,10,0.5,0.5,0.160888206583
0.0826723197152,1,1,30,10,0.5,0.8,0.176375216149
0.0827572077517,1,1,30,10,0.8,0.1,0.163364721655
0.0818436978416,1,1,30,10,0.8,0.3,0.164074542138
0.0824310332486,1,1,30,10,0.8,0.5,0.177576399535
0.083584684341,1,1,30,10,0.8,0.8,0.21889833868
0.0845895533633,1,1,30,15,0.1,0.1,0.309947462986
0.0831998532076,1,1,30,15,0.1,0.3,0.25504623768
0.0849695654596,1,1,30,15,0.1,0.5,0.20174666668
0.0843412796354,1,1,30,15,0.1,0.8,0.168280437673
0.0819478134019,1,1,30,15,0.3,0.1,0.25419378134
0.0829353227097,1,1,30,15,0.3,0.3,0.201466027364
0.0850926957394,1,1,30,15,0.3,0.5,0.173600932889
0.0840351680741,1,1,30,15,0.3,0.8,0.168688837736
0.0836356570043,1,1,30,15,0.5,0.1,0.203305669556
0.0835546522619,1,1,30,15,0.5,0.3,0.17129862189
0.0825805140125,1,1,30,15,0.5,0.5,0.165228568962
0.0832717608188,1,1,30,15,0.5,0.8,0.182418171953
0.0837396684655,1,1,30,15,0.8,0.1,0.169238506491
0.0827097358914,1,1,30,15,0.8,0.3,0.166295042881
0.0819685929819,1,1,30,15,0.8,0.5,0.181271268468
0.0831154280685,1,1,30,15,0.8,0.8,0.22493981324
0.0820095716252,1,1,30,20,0.1,0.1,0.311689812306
0.0827100915131,1,1,30,20,0.1,0.3,0.257121851425
0.0843114354428,1,1,30,20,0.1,0.5,0.203818899507
0.0853528201456,1,1,30,20,0.1,0.8,0.169018558706
0.0820291892585,1,1,30,20,0.3,0.1,0.255503900277
0.0826503782267,1,1,30,20,0.3,0.3,0.203425096488
0.0821333241288,1,1,30,20,0.3,0.5,0.176690626261
0.0828128997119,1,1,30,20,0.3,0.8,0.16653826462
0.0823061739037,1,1,30,20,0.5,0.1,0.20315362452
0.083309742318,1,1,30,20,0.5,0.3,0.175118270666
0.0842883444776,1,1,30,20,0.5,0.5,0.166005351398
0.0816424506805,1,1,30,20,0.5,0.8,0.182346937662
0.0823004328396,1,1,30,20,0.8,0.1,0.167902145355
0.0827409637739,1,1,30,20,0.8,0.3,0.16710243333
0.0816784601643,1,1,30,20,0.8,0.5,0.180898788486
0.0833881273678,1,1,30,20,0.8,0.8,0.226094464652
0.0841610180566,1,1,50,1,0.1,0.1,0.0855362086719
0.0847462379204,1,1,50,1,0.1,0.3,0.0768035002521
0.0840285931514,1,1,50,1,0.1,0.5,0.0692061161631
0.0843653708994,1,1,50,1,0.1,0.8,0.0630465530469
0.0841186768094,1,1,50,1,0.3,0.1,0.0766032708708
0.0834064184646,1,1,50,1,0.3,0.3,0.0684151555909
0.0836087063764,1,1,50,1,0.3,0.5,0.0646744128514
0.0829027164601,1,1,50,1,0.3,0.8,0.0630641358324
0.0837967619647,1,1,50,1,0.5,0.1,0.0690963011853
0.0828628557689,1,1,50,1,0.5,0.3,0.063936187745
0.0848660274864,1,1,50,1,0.5,0.5,0.0631418351408
0.0818855557527,1,1,50,1,0.5,0.8,0.0655362623138
0.0827186637784,1,1,50,1,0.8,0.1,0.0633506930743
0.0843910053992,1,1,50,1,0.8,0.3,0.0628376731538
0.0815172354356,1,1,50,1,0.8,0.5,0.0655541419306
0.0831765995635,1,1,50,1,0.8,0.8,0.0733365432166
0.0841759660351,1,1,50,3,0.1,0.1,0.172857122635
0.0814214082677,1,1,50,3,0.1,0.3,0.145960083916
0.0842971394727,1,1,50,3,0.1,0.5,0.124716940712
0.0842502834256,1,1,50,3,0.1,0.8,0.108393107308
0.0829503586984,1,1,50,3,0.3,0.1,0.145653630398
0.0818010020399,1,1,50,3,0.3,0.3,0.121995422353
0.0831672808588,1,1,50,3,0.3,0.5,0.110039747513
0.0840966817217,1,1,50,3,0.3,0.8,0.108305816535
0.0823747052766,1,1,50,3,0.5,0.1,0.123908225886
0.0860193360005,1,1,50,3,0.5,0.3,0.110960123456
0.0833475786984,1,1,50,3,0.5,0.5,0.107634236986
0.0827765494931,1,1,50,3,0.5,0.8,0.114696295662
0.0826454421884,1,1,50,3,0.8,0.1,0.108869308984
0.0826702610118,1,1,50,3,0.8,0.3,0.10829967721
0.0824639276657,1,1,50,3,0.8,0.5,0.114863349433
0.0847312489299,1,1,50,3,0.8,0.8,0.134056135217
0.0838440358337,1,1,50,5,0.1,0.1,0.242402141501
0.082786902959,1,1,50,5,0.1,0.3,0.200736955717
0.0827413551367,1,1,50,5,0.1,0.5,0.164114081875
0.0845767843053,1,1,50,5,0.1,0.8,0.139072991801
0.0843423181452,1,1,50,5,0.3,0.1,0.200200802329
0.0818184995527,1,1,50,5,0.3,0.3,0.161059109666
0.0840942203146,1,1,50,5,0.3,0.5,0.142928057949
0.0839927950194,1,1,50,5,0.3,0.8,0.139577486463
0.0821682579681,1,1,50,5,0.5,0.1,0.164060511899
0.0822168131701,1,1,50,5,0.5,0.3,0.142559233371
0.0827957919355,1,1,50,5,0.5,0.5,0.136383052946
0.0832518419996,1,1,50,5,0.5,0.8,0.149145185734
0.0830659015166,1,1,50,5,0.8,0.1,0.139401552355
0.0836803875359,1,1,50,5,0.8,0.3,0.139640490101
0.0844015373426,1,1,50,5,0.8,0.5,0.148410792025
0.085319667092,1,1,50,5,0.8,0.8,0.180077070548
0.083197935386,1,1,50,10,0.1,0.1,0.300770948303
0.0831605240008,1,1,50,10,0.1,0.3,0.245613650372
0.0809873260984,1,1,50,10,0.1,0.5,0.197100629636
0.0823019789174,1,1,50,10,0.1,0.8,0.164595355167
0.0833630823296,1,1,50,10,0.3,0.1,0.24685803596
0.0841162366337,1,1,50,10,0.3,0.3,0.193332258708
0.0825574935062,1,1,50,10,0.3,0.5,0.170704747537
0.0853647052967,1,1,50,10,0.3,0.8,0.162234969681
0.0841912426195,1,1,50,10,0.5,0.1,0.197345891121
0.0823972104042,1,1,50,10,0.5,0.3,0.170559466529
0.082539940652,1,1,50,10,0.5,0.5,0.161509166574
0.0829182793806,1,1,50,10,0.5,0.8,0.176408065461
0.0845448081544,1,1,50,10,0.8,0.1,0.163622575381
0.0830978066216,1,1,50,10,0.8,0.3,0.164566598552
0.0851388717479,1,1,50,10,0.8,0.5,0.175855610713
0.0824984414129,1,1,50,10,0.8,0.8,0.218278511162
0.0840776259529,1,1,50,15,0.1,0.1,0.309572122591
0.0836625565273,1,1,50,15,0.1,0.3,0.255041180935
0.0819583038765,1,1,50,15,0.1,0.5,0.202299067453
0.084291780108,1,1,50,15,0.1,0.8,0.166674312633
0.0831901532025,1,1,50,15,0.3,0.1,0.253305958439
0.0855741767097,1,1,50,15,0.3,0.3,0.201378772231
0.0828306206021,1,1,50,15,0.3,0.5,0.172656730153
0.0845293246773,1,1,50,15,0.3,0.8,0.167471464828
0.0811714382338,1,1,50,15,0.5,0.1,0.200312043738
0.0835067976576,1,1,50,15,0.5,0.3,0.17164732075
0.0840481797098,1,1,50,15,0.5,0.5,0.165685778648
0.0839649735634,1,1,50,15,0.5,0.8,0.18079876872
0.0858087861015,1,1,50,15,0.8,0.1,0.169367360859
0.0833887417073,1,1,50,15,0.8,0.3,0.167643054059
0.082846383803,1,1,50,15,0.8,0.5,0.181364063565
0.0840423700928,1,1,50,15,0.8,0.8,0.225216308289
0.0834508521561,1,1,50,20,0.1,0.1,0.311617362546
0.0829856321288,1,1,50,20,0.1,0.3,0.255179892765
0.0835158616623,1,1,50,20,0.1,0.5,0.204859986091
0.0833519867091,1,1,50,20,0.1,0.8,0.169031246855
0.0841266274195,1,1,50,20,0.3,0.1,0.255626983088
0.0840353792088,1,1,50,20,0.3,0.3,0.199012572226
0.0845138977855,1,1,50,20,0.3,0.5,0.173812643547
0.0822157906931,1,1,50,20,0.3,0.8,0.167575575808
0.0845570356774,1,1,50,20,0.5,0.1,0.203235243582
0.0832407969122,1,1,50,20,0.5,0.3,0.174108368969
0.0826994256822,1,1,50,20,0.5,0.5,0.16616833392
0.0854263368859,1,1,50,20,0.5,0.8,0.183069123087
0.0847562655705,1,1,50,20,0.8,0.1,0.169886431594
0.0851608126787,1,1,50,20,0.8,0.3,0.167987487348
0.0835721381054,1,1,50,20,0.8,0.5,0.183143453321
0.0851543300478,1,1,50,20,0.8,0.8,0.226722867642
0.0832042146549,1,3,5,1,0.1,0.1,0.0779711005905
0.0852195266309,1,3,5,1,0.1,0.3,0.0416590461167
0.081914913869,1,3,5,1,0.1,0.5,0.0335644654792
0.0842278890927,1,3,5,1,0.1,0.8,0.027102363081
0.0841224390639,1,3,5,1,0.3,0.1,0.0465540608962
0.0858536587251,1,3,5,1,0.3,0.3,0.0302491548225
0.084062300898,1,3,5,1,0.3,0.5,0.0278357969669
0.0847142160751,1,3,5,1,0.3,0.8,0.0270960423833
0.0837789531473,1,3,5,1,0.5,0.1,0.0316495754142
0.084820693258,1,3,5,1,0.5,0.3,0.0275286215001
0.0823679218809,1,3,5,1,0.5,0.5,0.0257618168913
0.0847342793303,1,3,5,1,0.5,0.8,0.0291097422883
0.0839792935946,1,3,5,1,0.8,0.1,0.0275382335378
0.0840954541776,1,3,5,1,0.8,0.3,0.0265012040218
0.0840268417548,1,3,5,1,0.8,0.5,0.0285704892244
0.0836020423982,1,3,5,1,0.8,0.8,0.0421675353139
0.0842349191579,1,3,5,3,0.1,0.1,0.197900396448
0.0849122741341,1,3,5,3,0.1,0.3,0.0879944827629
0.0834711872455,1,3,5,3,0.1,0.5,0.0563408400161
0.0845969654262,1,3,5,3,0.1,0.8,0.0402150797389
0.0829418621522,1,3,5,3,0.3,0.1,0.089723254563
0.083521768898,1,3,5,3,0.3,0.3,0.0466618926534
0.0836379919569,1,3,5,3,0.3,0.5,0.0433052015654
0.0843568382371,1,3,5,3,0.3,0.8,0.0373911997333
0.0832562629137,1,3,5,3,0.5,0.1,0.0528066759425
0.082928541416,1,3,5,3,0.5,0.3,0.0425784868933
0.083481422153,1,3,5,3,0.5,0.5,0.0393524057205
0.0823519946954,1,3,5,3,0.5,0.8,0.0421474897049
0.0816728199588,1,3,5,3,0.8,0.1,0.0412866825341
0.0831823440008,1,3,5,3,0.8,0.3,0.03744807249
0.081729296622,1,3,5,3,0.8,0.5,0.0460383991571
0.0840671981538,1,3,5,3,0.8,0.8,0.0659325260279
0.0824605434306,1,3,5,5,0.1,0.1,0.221381396072
0.0825355756669,1,3,5,5,0.1,0.3,0.0893257938307
0.0830767108658,1,3,5,5,0.1,0.5,0.049395441819
0.0830488953219,1,3,5,5,0.1,0.8,0.0395493409146
0.0841374644306,1,3,5,5,0.3,0.1,0.0868895747243
0.0833320106917,1,3,5,5,0.3,0.3,0.0488405071605
0.0838960056536,1,3,5,5,0.3,0.5,0.0411006528019
0.0828531258572,1,3,5,5,0.3,0.8,0.0417705758246
0.0836215870779,1,3,5,5,0.5,0.1,0.0525039414336
0.0826918900889,1,3,5,5,0.5,0.3,0.0450182512174
0.0846785777717,1,3,5,5,0.5,0.5,0.0424175648782
0.0836604961896,1,3,5,5,0.5,0.8,0.0469524773938
0.0817407728332,1,3,5,5,0.8,0.1,0.0385411000425
0.0806996746591,1,3,5,5,0.8,0.3,0.0407085169819
0.0841390985408,1,3,5,5,0.8,0.5,0.0454459957923
0.0839310589356,1,3,5,5,0.8,0.8,0.0678419814554
0.0841612118522,1,3,5,10,0.1,0.1,0.220068938773
0.0840264255729,1,3,5,10,0.1,0.3,0.0906944471286
0.0834654261747,1,3,5,10,0.1,0.5,0.0522707874759
0.0821898145206,1,3,5,10,0.1,0.8,0.0408634146488
0.0853312339031,1,3,5,10,0.3,0.1,0.0855276262728
0.0843690096786,1,3,5,10,0.3,0.3,0.0509257958974
0.0825643225372,1,3,5,10,0.3,0.5,0.041377988604
0.0824717235021,1,3,5,10,0.3,0.8,0.0442245464487
0.0811402703978,1,3,5,10,0.5,0.1,0.0519969276469
0.083077867156,1,3,5,10,0.5,0.3,0.0421199164385
0.0836305634087,1,3,5,10,0.5,0.5,0.0407943919706
0.0833884625605,1,3,5,10,0.5,0.8,0.0432373514175
0.0832336823696,1,3,5,10,0.8,0.1,0.0413479926155
