run_ID,t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0,0.113924952174,0.0169146417292,0.00725674799645,0.0133524938864,0.0649250463864,0.195007312101,0.00919899480968,0.176381475462,0.191684642395,0.119161511969,0.00667493662738,0.0855172444631,1,0.39,30,5,10,8,20,2.69428206134e-07,5.16513574436e-09,2.69428206134e-07,8.0220708656e-07,4.2346049998e-07,1.36198822347e-06,2.69428206134e-07,5.16513574436e-09,2.69428206134e-07,0.130367931123,0.739262057239,0.130366335939
1,0.0356211451866,0.0851554336932,0.054930982041,0.0245809260814,0.11888214306,0.121513254017,0.0576630190763,0.0663180007302,0.122844351831,0.129814680512,0.0559767637936,0.126699299978,1,0.39,30,5,10,8,20,3.4675159141e-07,6.64748158667e-09,3.4675159141e-07,2.47201476923e-06,1.97519718331e-06,8.54198146102e-07,3.4675159141e-07,6.64748158667e-09,3.4675159141e-07,0.130367536626,0.739259820215,0.130365941448
2,0.0333545755797,0.0996672159081,0.046841382433,0.0565054910921,0.0636007735384,0.172676515776,0.0107736560632,0.222752138994,0.0821824192589,0.0478083082795,0.131879855791,0.0319576672868,1,0.39,30,5,10,8,20,9.74513792866e-07,1.86821420709e-08,9.74513792866e-07,1.41512024535e-06,3.96116237776e-06,1.04413037656e-06,9.74513792866e-07,1.86821420709e-08,9.74513792866e-07,0.130367060244,0.739257118852,0.130365465071
3,0.0379237952935,0.00696816536103,0.000135195072151,0.167870227456,0.16052003915,0.153799024563,0.0201494669903,0.0511534037819,0.121306931022,0.19940482902,0.0425382370285,0.0382306852613,1,0.39,30,5,10,8,20,2.09125678107e-06,4.00909218286e-08,2.09125678107e-06,1.12837456648e-05,1.08652129519e-05,6.44013341703e-06,2.09125678107e-06,4.00909218286e-08,2.09125678107e-06,0.130363582215,0.7392373964,0.130361987084
4,0.162494081166,0.0292845353028,0.00614719082174,0.126794755891,0.00790032872619,0.129445300638,0.119641890378,0.0807666981193,0.211633323767,0.0524165528121,0.0154385103353,0.0580368320416,1,0.39,30,5,10,8,20,9.92268341175e-06,1.90225097459e-07,9.92268341175e-06,6.209206878e-05,8.73819651475e-05,8.76699746861e-05,9.92268341175e-06,1.90225097459e-07,9.92268341175e-06,0.130332270214,0.739059839127,0.130330675467
5,0.045687259456,0.0314102605693,0.00594633555661,0.0353511990425,0.0222576670514,0.263663909245,0.0666197843055,0.0192111932348,0.116888155441,0.0772132304154,0.18977221443,0.125978791252,1,0.39,30,5,10,8,20,5.28169456626e-07,1.01253947337e-08,5.28169456626e-07,1.50459896695e-06,1.9258791326e-06,1.63257065644e-06,5.28169456626e-07,1.01253947337e-08,5.28169456626e-07,0.13036747219,0.739259454821,0.130365877012
6,0.0206532142054,0.0745432917587,0.0408876552537,0.102699176825,0.05406652655,0.224220025333,0.187112411651,0.084640504113,0.00137975025426,0.0931220737967,0.0193015017831,0.0973738684756,1,0.39,30,5,10,8,20,1.07639995816e-06,2.06353743689e-08,1.07639995816e-06,1.50477091915e-06,6.01494871537e-06,1.45834707133e-06,1.07639995816e-06,2.06353743689e-08,1.07639995816e-06,0.130366673167,0.739254923897,0.130365077999
7,0.20041700192,0.0396725136569,0.127927361463,0.0789162653252,0.0178312951456,0.0476630948578,0.0407925726613,0.1478764293,0.135534513078,0.00326555645706,0.0926052286867,0.0674981674493,1,0.39,30,5,10,8,20,1.01190208183e-07,1.93989029125e-09,1.01190208183e-07,6.65714855643e-07,5.61857156193e-07,2.07225721348e-07,1.01190208183e-07,1.93989029125e-09,1.01190208183e-07,0.130368169992,0.739263411765,0.130366574805
8,0.140576376916,0.0790761874307,0.0357767592894,0.00659914920069,0.135461377495,0.168879852002,0.0400415210855,0.183287747306,0.143380873484,0.013050496208,0.00384130140388,0.0500283581806,1,0.39,30,5,10,8,20,1.02036603974e-06,1.95611631753e-08,1.02036603974e-06,3.2609137319e-06,8.90155599143e-06,2.6797926001e-06,1.02036603974e-06,1.95611631753e-08,1.02036603974e-06,0.130365938161,0.739250755988,0.130364343002
9,0.115660349683,0.0148836533128,0.0825728963089,0.0839777216227,0.167771066901,0.114239483812,0.0317027049315,0.0653863030979,0.128307960783,0.0422825513631,0.00743403198861,0.145781276195,1,0.39,30,5,10,8,20,2.59105136046e-06,4.96723494152e-08,2.59105136046e-06,2.25944289989e-06,6.29483304026e-06,2.1557215329e-05,2.59105136046e-06,4.96723494152e-08,2.59105136046e-06,0.130363120614,0.739234778855,0.130361525489
