run_ID,t1_initial,t2_initial,t3_initial,t4_initial,t5_initial,t6_initial,t7_initial,t8_initial,t9_initial,t10_initial,t11_initial,t12_initial,alpha,prior_cost_c,lambda,k,sample_amount,learning_parameter,generations,t1_final,t2_final,t3_final,t4_final,t5_final,t6_final,t7_final,t8_final,t9_final,t10_final,t11_final,t12_final
0,0.00321604047984,0.0526903063588,0.0359783374672,0.0782363447311,0.155100699882,0.00555210746904,0.19679771549,0.0605379605163,0.0630982715153,0.237437994561,0.0875998075889,0.0237544139407,1,0.4,9,13,10,3,20,7.69370284073e-05,1.6618398136e-05,7.69370284073e-05,0.0012075342885,0.000905960509808,0.000324125948675,7.69370284073e-05,1.6618398136e-05,7.69370284073e-05,0.33953920361,0.434974993871,0.222707196862
1,0.058125223812,0.175773487695,0.0225129514518,0.0205980455654,0.0159324158012,0.159855233809,0.0881829376661,0.194360536221,0.121227348817,0.0205895234245,0.00612402753796,0.116718268199,1,0.4,9,13,10,3,20,5.69075789648e-06,1.22920370564e-06,5.69075789648e-06,0.00028963122277,3.44247427034e-05,2.46157819616e-05,5.69075789648e-06,1.22920370564e-06,5.69075789648e-06,0.340661225148,0.435823334435,0.223141547231
2,0.0345194841457,0.0393587127706,0.0839690663899,0.0579192054611,0.118529452535,0.0437247569372,0.0613334726194,0.00892822454242,0.105322567026,0.297837187688,0.0711564002494,0.0774014696354,1,0.4,9,13,10,3,20,7.36300168925e-06,1.59040836488e-06,7.36300168925e-06,0.00031874620668,7.2984478521e-05,3.72066897505e-05,7.36300168925e-06,1.59040836488e-06,7.36300168925e-06,0.340696452563,0.435742048438,0.2230999288
3,0.0428185061536,0.0118508245666,0.0565887416201,0.301068546791,0.174731832423,0.0897191560966,0.0988312526882,0.0252128151116,0.0670038861543,0.11693417448,0.00168334696922,0.0135569169457,1,0.4,9,13,10,3,20,0.000811057703191,0.000175188463889,0.000811057703191,0.00753464764185,0.00423920267444,0.00613022977181,0.000811057703191,0.000175188463889,0.000811057703191,0.33392975279,0.42630394139,0.218267617992
4,0.0316015751182,0.0839544531564,0.0749090384074,0.0801619641315,0.0674900967113,0.0476065521166,0.325548785534,0.0136464749958,0.0377409311305,0.0204491490559,0.208855338421,0.00803564122143,1,0.4,9,13,10,3,20,1.55582291204e-06,3.36057749e-07,1.55582291204e-06,9.4467629566e-05,1.57237450185e-05,6.97244111112e-06,1.55582291204e-06,3.36057749e-07,1.55582291204e-06,0.341143492356,0.435669608744,0.223062839677
5,0.0433977711878,0.0920200786815,0.0429904277151,0.149873014039,0.0464410118764,0.25261700123,0.0739882608257,0.020634313482,0.0289556563489,0.0513179298925,0.0420895535838,0.155674981137,1,0.4,9,13,10,3,20,0.000243569300973,5.26109690103e-05,0.000243569300973,0.0082846700865,0.00105683445926,0.00201444450203,0.000243569300973,5.26109690103e-05,0.000243569300973,0.336769216409,0.430420195371,0.22037514003
6,0.00185562305918,0.263198359105,0.0858998842227,0.138540939383,0.0247402480836,0.119234713855,0.0256964890856,0.0432049628827,0.101384082304,0.052989577583,0.108250021955,0.0350050984808,1,0.4,9,13,10,3,20,0.000727563536477,0.000157153723879,0.000727563536477,0.017542081957,0.00461022702063,0.00361677826625,0.000727563536477,0.000157153723879,0.000727563536477,0.33120717597,0.423147602641,0.216651572552
7,0.0210834961743,0.0655154036362,0.0295607635334,0.0139218084221,0.06220669142,0.0652879096675,0.238918883051,0.192095899731,0.0262856365441,0.0988436086206,0.1613519736,0.0249279255991,1,0.4,9,13,10,3,20,0.000165411469803,3.57288774775e-05,0.000165411469803,0.00442560343695,0.00304232461547,0.00143845423316,0.000165411469803,3.57288774775e-05,0.000165411469803,0.337781312312,0.43160000117,0.220979200599
8,0.00407896217891,0.12637724556,0.2209402936,0.0836431002884,0.196778091077,0.0848860491591,0.00576760449961,0.011523996622,0.127910843594,0.0294292077165,0.000612041019363,0.108052564685,1,0.4,9,13,10,3,20,0.0012129075235,0.000261988025077,0.0012129075235,0.0300451202611,0.00899619233736,0.00366313108948,0.0012129075235,0.000261988025077,0.0012129075235,0.32442665414,0.415008793669,0.212484502359
9,0.216189154006,0.0994730652361,0.080778435314,0.139618624553,0.0192145300884,0.0887921776974,0.0375579763622,0.0538502769537,0.0578971506004,0.10511281503,0.0774901535479,0.0240256406106,1,0.4,9,13,10,3,20,0.000461007705979,9.95776644915e-05,0.000461007705979,0.0114336093647,0.0040858622875,0.00462938727609,0.000461007705979,9.95776644915e-05,0.000461007705979,0.333525924632,0.426112453893,0.218169576393
