0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.100000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01
1.000000000000000000e+00,-1.007404357780001744e-03,-2.863270055299996578e-03,-8.856860384865699459e-03,-1.488846331671779891e-02,-2.004922763187030887e-02,-2.469393351710580387e-02,-2.920586978135349815e-02,-3.129489063972300256e-02,-3.422753678778780312e-02,-3.318899628138879954e-02,-3.536387748174379259e-02,-4.057937692708979416e-02,-4.225084419091069965e-02,-3.758088972510469777e-02,-5.191134183730629348e-02
2.000000000000000000e+00,-5.350076413758999769e-04,-8.155488360215200350e-03,-3.130218392563460100e-02,-6.093708081487751727e-02,-6.372142063152490266e-02,-1.001960777902271976e-01,-1.064054931873194138e-01,-1.227118605872843937e-01,-1.047335057557736981e-01,-9.778200089061429845e-02,-1.043419585318727666e-01,-8.972067175230288849e-02,-1.180155793721450880e-01,-8.381895789745316683e-02,-1.139785058308462190e-01
3.000000000000000000e+00,-2.548323357539506590e-04,-1.489564069590809670e-02,-5.265172134651251168e-02,-8.586341974605511684e-02,-1.242349662502940932e-01,-1.286350470779161759e-01,-1.470597091152148761e-01,-1.194759418123360339e-01,-1.442207826236970303e-01,-1.514973892714887305e-01,-2.004319613608380457e-01,-1.549732453574047542e-01,-1.574134067142716475e-01,-1.804794083402391502e-01,-1.626423375397944848e-01
4.000000000000000000e+00,6.243900992193296418e-04,8.461071653903876055e-03,6.882861425195924143e-03,1.225597083742796523e-02,-6.601102241890005606e-03,6.009606840874037736e-03,6.261647140080983664e-03,1.360529721826703176e-02,1.884040170844097917e-02,-2.030579456437975328e-03,1.006709143824296993e-02,3.008253829848800409e-02,4.255901220034602472e-02,2.111805410567901831e-02,3.673594730131191088e-02
5.000000000000000000e+00,1.900857710655059693e-03,3.227325039534380269e-02,7.698647687312659693e-02,1.124338129192390401e-01,1.490395876319189905e-01,1.460913965970299377e-01,1.785544020961480072e-01,1.690586419557489617e-01,2.164670863629840070e-01,1.701292980954319523e-01,2.311840063200990003e-01,2.215289179351029591e-01,2.570186238366300446e-01,2.384538783736040168e-01,2.165996483988630317e-01
6.000000000000000000e+00,2.401535588301381349e-03,4.071582816573612873e-02,9.536551648797400582e-02,1.533407436964589754e-01,2.046346354780419763e-01,2.513561906281419622e-01,2.724331453038530970e-01,3.147838828598000238e-01,2.983156307263959972e-01,2.888567241266509766e-01,3.474694117622680323e-01,3.085318412913579667e-01,3.130207848982380359e-01,3.081587849894400488e-01,2.996439638995299637e-01
7.000000000000000000e+00,2.844325019614221683e-03,4.415716816028261715e-02,1.059519058641660016e-01,1.721271676470369771e-01,2.342382956017540208e-01,2.798651373135669362e-01,3.243034042848940146e-01,3.401993345322520401e-01,3.752589099763730118e-01,3.965904029296890565e-01,3.863741381964320709e-01,3.948184782003540949e-01,3.839360694796190021e-01,4.192823957174529603e-01,4.055058473119019791e-01
8.000000000000000000e+00,2.854165997666392729e-03,4.728114732269181331e-02,1.116461174450770200e-01,1.823549154906320691e-01,2.476221737333179906e-01,2.994245616865349735e-01,3.519761763361739515e-01,3.972586451692731169e-01,4.370796799782829534e-01,4.652664690980420348e-01,4.662780841019670830e-01,4.958782742500880136e-01,4.696719326120170068e-01,4.876852380065910264e-01,4.904832011584239204e-01
9.000000000000000000e+00,3.031660886547635908e-03,4.820551889972088389e-02,1.185065561344679774e-01,1.894270030898610457e-01,2.527962544655769639e-01,3.155894013818969501e-01,3.655377496875180654e-01,4.092274281795050261e-01,4.568439132065030273e-01,4.853915765316281217e-01,5.197950320834670013e-01,5.283743011026429404e-01,5.492659993743589375e-01,5.540642819634329364e-01,5.364713511597499762e-01
1.000000000000000000e+01,3.376895271740468218e-03,4.860689613416641075e-02,1.197979585371199973e-01,1.905507822278379726e-01,2.616632845770559546e-01,3.198377670033939468e-01,3.728144960822320497e-01,4.235638156387330211e-01,4.603051544307179554e-01,5.017915833760430155e-01,5.326824911698970766e-01,5.671319678298000211e-01,5.808548664070106726e-01,6.109444283122531516e-01,6.270654354803358865e-01
1.100000000000000000e+01,2.988610080342350012e-03,4.943222980811085021e-02,1.192561174206750452e-01,1.937989670761780803e-01,2.605175025844320147e-01,3.223682128095379795e-01,3.813674270210779538e-01,4.263642904024600999e-01,4.715745849327490635e-01,5.171118104029599483e-01,5.454020241624789600e-01,5.855291202796050198e-01,6.072435229691469649e-01,6.116292045148556955e-01,6.467649814479081716e-01
1.200000000000000000e+01,3.280189232672151706e-03,4.956874664099100714e-02,1.208175069324540218e-01,1.971857930274100168e-01,2.637640415967340002e-01,3.221789164752589807e-01,3.760325357062379581e-01,4.276681998265509099e-01,4.773083897075199311e-01,5.254701597717521544e-01,5.529480248735140213e-01,5.890281407069519748e-01,6.220375194907885597e-01,6.440476905486189896e-01,6.244025241368877932e-01
1.300000000000000000e+01,3.306379514262172692e-03,4.976320047555210513e-02,1.214999508734189715e-01,1.940163808065440421e-01,2.653013940403570192e-01,3.291732830093910267e-01,3.892509549854138440e-01,4.324695490601179748e-01,4.712156081468421576e-01,5.156331396094580022e-01,5.590006217491578777e-01,5.936325967392359626e-01,6.149284154915402034e-01,6.516930572583642389e-01,6.701294397976951256e-01
1.400000000000000000e+01,2.943134372279290756e-03,5.077528301648998044e-02,1.226650854175390104e-01,1.953339583041030225e-01,2.652056585242840159e-01,3.265736974465421882e-01,3.825060905297530400e-01,4.313105561449028791e-01,4.811197176272959952e-01,5.238072181810009553e-01,5.567443705233279250e-01,5.912560874597881933e-01,6.214674458252378297e-01,6.598407991776240600e-01,6.500228241406833529e-01
1.500000000000000000e+01,3.049651137925147443e-03,5.033754897285297458e-02,1.215298965732370950e-01,1.973769034742839934e-01,2.605014337616230469e-01,3.233453965109860384e-01,3.849052685839440269e-01,4.439491961648739382e-01,4.842422161429518757e-01,5.269078326611780216e-01,5.664882105397590628e-01,6.040513551132900005e-01,6.299881573205228236e-01,6.524137430343506239e-01,6.649978526728981265e-01
1.600000000000000000e+01,3.187374894202010811e-03,5.118234080810618591e-02,1.222717262611210109e-01,1.952097715715899739e-01,2.651111437019899597e-01,3.240588809482930488e-01,3.864563603446279361e-01,4.390940141456290968e-01,4.843063015188109888e-01,5.199668416800329318e-01,5.703902882658669071e-01,5.966202660872459429e-01,6.377525576843746657e-01,6.418847975251575910e-01,6.511874373791566306e-01
